income,debt_ratio,credit_score,loan_amount,employment_years,missed_payments,risk
21.3,0.3034,680,29.4,15.1,1,0
37.1,0.3046,774,29.2,4.3,1,0
74.9,0.2837,678,18.4,5.1,0,0
54.3,0.2555,809,6.0,6.7,0,0
74.4,0.3336,701,36.3,12.9,3,0
61.2,0.3622,721,21.1,2.9,0,0
66.7,0.3593,766,15.4,0.1,0,0
41.5,0.2379,721,25.6,16.7,0,0
62.9,0.4164,702,23.6,9.2,0,0
65.9,0.2774,718,28.5,9.8,0,0
46.4,0.3259,774,12.7,7.2,0,0
63.4,0.2839,680,20.5,9.9,0,0
63.5,0.2796,712,8.5,1.9,0,0
46.8,0.1617,721,23.3,4.6,0,0
38.2,0.3342,772,17.8,8.4,0,0
37.2,0.5914,714,20.2,0.0,2,0
56.3,0.205,828,16.8,6.8,2,0
59.9,0.2585,711,16.0,6.5,0,0
43.1,0.1965,706,11.1,6.8,0,0
55.4,0.1914,710,24.3,5.8,0,0
63.6,0.4353,641,29.9,4.0,0,0
64.3,0.1692,658,13.5,0.7,0,0
78.3,0.1931,688,22.4,8.6,1,0
74.2,0.0595,788,21.5,6.8,0,0
40.0,0.1591,718,18.1,2.5,3,0
80.3,0.045,691,5.8,8.3,1,0
47.0,0.3258,794,7.6,6.8,1,0
70.7,0.586,813,11.8,6.2,0,0
56.0,0.206,795,1.0,0.0,0,0
48.8,0.05,669,29.3,10.7,0,0
27.9,0.358,690,20.9,3.1,0,0
52.4,0.1628,829,17.8,8.3,0,0
31.6,0.4059,734,1.0,4.8,0,0
69.5,0.2162,704,3.4,6.4,0,0
77.8,0.1742,763,18.0,12.6,0,0
43.0,0.2286,780,33.8,10.1,1,0
59.5,0.3409,686,12.4,12.5,1,0
44.1,0.2227,733,24.9,9.3,1,0
45.6,0.1904,776,14.2,9.6,0,0
66.6,0.2261,650,18.4,0.9,0,0
54.4,0.0974,721,27.7,6.7,3,0
81.1,0.2976,653,15.2,7.1,0,0
47.8,0.0356,661,12.5,12.9,0,0
70.0,0.1967,686,29.3,6.0,0,0
56.5,0.3411,749,18.4,9.1,0,0
66.9,0.2864,701,26.7,8.9,2,0
48.3,0.3208,681,12.5,12.6,0,0
54.3,0.2422,723,29.3,7.5,0,0
53.3,0.3904,651,20.2,11.3,0,0
42.5,0.361,746,21.5,1.2,0,0
64.9,0.3035,788,19.1,1.5,0,0
64.8,0.3613,715,14.0,0.0,0,0
63.9,0.3401,708,18.0,11.1,0,0
78.1,0.1973,742,14.5,10.7,0,0
76.7,0.0887,598,25.7,11.6,1,0
49.4,0.3004,752,16.4,5.3,0,0
60.6,0.3155,850,6.0,5.7,0,0
45.6,0.3809,713,4.6,7.5,1,0
55.4,0.1376,713,4.2,13.8,1,0
46.0,0.1412,765,22.9,14.8,0,0
79.3,0.3052,819,8.8,11.2,0,0
60.5,0.2415,778,20.4,9.3,3,0
51.7,0.0237,591,19.1,13.3,0,0
72.9,0.295,754,17.5,7.0,0,0
22.4,0.0277,850,21.5,6.4,0,0
24.8,0.1366,757,19.3,7.5,0,0
66.9,0.4122,651,1.0,4.1,0,0
55.9,0.469,737,15.4,7.3,1,0
58.8,0.1041,643,21.4,3.5,1,0
35.1,0.2105,794,31.1,12.1,3,0
54.7,0.2551,663,31.5,10.2,0,0
85.1,0.4637,724,7.1,13.7,2,0
67.4,0.1909,669,15.2,1.5,0,0
57.5,0.1928,687,5.5,15.6,0,0
48.4,0.4358,809,30.2,1.7,0,0
49.1,0.205,726,26.1,3.2,1,0
23.1,0.3367,686,20.8,5.5,0,0
58.9,0.0727,651,19.3,13.2,1,0
67.7,0.2295,608,29.0,8.9,0,0
31.4,0.0508,645,27.7,7.0,0,0
45.1,0.1233,727,27.3,4.8,0,0
37.6,0.3507,779,21.7,2.5,3,0
40.5,0.244,686,15.2,12.5,1,0
55.8,0.2117,814,24.1,11.2,1,0
23.7,0.1602,677,24.5,13.4,0,0
64.2,0.2235,706,16.5,9.6,0,0
66.3,0.2861,655,15.2,0.0,2,0
51.2,0.3679,779,27.1,3.0,0,0
17.8,0.0,846,31.3,9.9,1,0
40.1,0.1502,614,12.0,6.5,0,0
73.5,0.2691,699,15.9,5.8,1,0
15.0,0.2381,796,20.8,3.6,1,0
49.8,0.2984,633,21.9,11.8,1,0
37.3,0.2821,754,13.8,9.8,1,0
67.1,0.2134,793,33.1,10.0,2,0
44.9,0.1868,725,21.4,5.5,0,0
61.1,0.2205,753,22.3,8.7,0,0
63.5,0.3878,826,32.1,2.6,0,0
82.5,0.1622,837,14.4,7.5,0,0
52.0,0.2425,716,17.3,0.0,0,0
60.6,0.272,688,8.0,1.7,0,0
32.7,0.4372,665,16.6,6.7,1,0
72.9,0.214,779,6.1,17.5,0,0
43.6,0.3651,638,24.0,0.8,0,0
46.6,0.3978,705,21.4,3.0,0,0
54.7,0.2423,726,15.8,8.9,0,0
31.6,0.2247,690,17.2,15.1,1,0
58.4,0.2105,737,24.1,8.8,0,0
69.5,0.2193,850,8.9,10.8,0,0
59.4,0.3525,713,19.6,6.6,0,0
31.2,0.2777,694,23.6,6.0,1,0
53.1,0.2782,781,3.7,8.3,0,0
66.1,0.115,734,23.5,5.4,0,0
26.8,0.1339,806,4.6,10.9,0,0
38.9,0.5072,730,17.1,1.6,0,0
68.1,0.2287,705,8.7,11.6,0,0
59.1,0.157,613,29.4,8.2,1,0
61.2,0.4217,623,8.7,7.1,0,0
82.9,0.2838,610,4.8,1.4,1,0
62.0,0.3194,743,19.1,4.1,0,0
64.9,0.2334,638,14.7,12.8,2,0
95.7,0.2118,795,6.0,7.2,1,0
51.8,0.2296,722,22.2,9.1,1,0
43.0,0.0841,705,2.1,4.5,0,0
61.4,0.2394,669,9.7,7.9,1,0
61.6,0.2855,757,13.4,2.5,1,0
47.1,0.4721,672,24.4,8.4,1,0
39.5,0.2603,661,28.4,9.5,1,0
89.6,0.0,791,26.8,9.3,0,0
59.9,0.2387,741,16.8,4.4,1,0
44.0,0.5787,706,1.0,6.6,0,0
68.7,0.354,758,21.1,10.1,1,0
53.4,0.1527,721,29.8,7.2,0,0
51.2,0.3209,743,27.9,6.9,0,0
63.4,0.161,671,21.7,15.6,0,0
35.6,0.0875,844,8.5,4.2,0,0
60.3,0.2082,685,13.8,12.3,0,0
83.7,0.261,813,33.5,3.4,0,0
62.0,0.0253,709,6.7,10.6,0,0
49.4,0.1121,768,8.8,10.8,1,0
47.4,0.2512,764,25.5,6.0,0,0
48.8,0.201,789,14.6,3.1,1,0
51.2,0.2974,670,8.5,0.1,0,0
49.3,0.1042,785,30.2,5.5,0,0
68.7,0.3357,831,21.7,10.1,0,0
29.0,0.1079,704,14.9,3.7,1,0
67.9,0.4471,722,8.8,8.4,0,0
49.3,0.0441,689,34.4,2.1,1,0
60.7,0.1189,699,17.8,7.1,1,0
38.1,0.3001,823,29.2,3.4,0,0
74.9,0.4497,660,25.1,7.7,1,0
73.7,0.2878,663,13.8,6.0,0,0
69.4,0.3175,817,13.9,3.2,1,0
32.3,0.2521,757,29.6,5.4,1,0
67.4,0.1268,847,29.7,4.3,0,0
61.1,0.1912,693,3.0,2.7,1,0
30.9,0.1046,728,22.4,12.3,0,0
54.6,0.0966,680,17.0,6.6,1,0
60.5,0.2982,729,9.7,0.0,0,0
63.3,0.1152,614,20.1,5.5,1,0
57.7,0.2883,761,7.2,11.7,0,0
59.4,0.0938,739,14.3,5.0,1,0
77.1,0.2856,717,11.6,14.0,2,0
73.4,0.1914,697,14.0,4.6,0,0
15.0,0.4188,666,17.4,10.0,2,0
50.2,0.2888,764,9.9,12.1,0,0
52.5,0.3983,650,30.6,9.8,0,0
28.7,0.1593,751,21.9,2.5,2,0
56.4,0.2567,844,32.4,4.2,0,0
73.7,0.1323,809,16.7,12.7,1,0
38.7,0.2004,630,13.6,4.8,0,0
60.0,0.2185,688,32.1,11.9,0,0
41.3,0.1629,745,13.4,6.3,0,0
44.9,0.1041,716,16.6,8.6,0,0
77.2,0.0804,636,23.8,2.5,0,0
46.9,0.0,743,8.1,5.6,0,0
61.9,0.1232,719,23.7,4.5,1,0
26.9,0.3253,835,22.7,8.9,0,0
82.9,0.0582,705,28.2,8.4,0,0
64.0,0.0858,790,25.1,9.9,0,0
52.3,0.4649,644,28.4,6.0,0,0
63.6,0.1736,658,17.1,4.3,1,0
33.9,0.2885,763,11.1,8.7,0,0
72.7,0.3271,785,34.9,3.9,1,0
50.1,0.3295,663,5.8,12.3,1,0
51.9,0.0673,721,6.6,7.5,1,0
47.6,0.2223,637,22.5,6.7,0,0
46.3,0.0558,709,31.0,9.8,0,0
65.4,0.5436,770,19.5,7.7,0,0
58.8,0.0586,694,26.0,1.4,1,0
64.8,0.1243,705,2.0,3.8,0,0
54.9,0.1251,652,14.0,12.2,2,0
62.7,0.0704,681,3.0,8.3,0,0
48.7,0.4123,825,24.2,1.3,1,0
88.4,0.5407,724,5.6,9.4,2,0
31.5,0.1929,660,7.8,5.8,0,0
73.9,0.0915,701,22.1,4.5,0,0
75.5,0.0,624,26.5,3.4,0,0
42.2,0.2207,659,16.7,12.0,1,0
88.4,0.212,802,22.6,0.1,0,0
69.9,0.1718,711,22.3,4.6,1,0
69.6,0.2766,833,16.3,8.5,0,0
55.4,0.2974,714,9.2,14.3,0,0
51.7,0.2888,718,22.5,10.2,1,0
51.9,0.2121,758,22.9,4.6,0,0
60.9,0.1178,560,25.2,14.1,0,0
76.0,0.3299,732,20.5,2.6,0,0
57.7,0.2515,717,8.7,9.1,1,0
41.3,0.3566,809,23.5,10.0,1,0
67.4,0.3448,778,18.0,4.5,0,0
68.8,0.0794,652,14.1,10.8,0,0
64.8,0.0779,795,15.6,5.9,2,0
66.2,0.1593,704,12.5,10.8,0,0
50.9,0.1232,666,25.1,0.6,0,0
41.1,0.3406,732,6.7,9.3,0,0
42.0,0.2922,708,10.1,6.4,0,0
30.5,0.3819,812,15.4,12.6,1,0
58.6,0.2976,740,30.9,7.8,1,0
53.7,0.275,732,26.4,13.0,0,0
48.4,0.394,774,4.9,10.0,0,0
15.0,0.3064,786,28.8,7.5,1,0
36.3,0.2582,767,28.8,11.2,0,0
71.8,0.4277,805,8.6,11.2,1,0
45.0,0.2638,757,1.0,9.9,1,0
60.4,0.2135,730,17.4,0.0,0,0
34.1,0.1495,794,27.0,4.1,0,0
76.6,0.3344,715,30.7,13.5,0,0
52.8,0.3984,722,11.0,3.0,0,0
59.4,0.2439,823,32.0,11.5,0,0
89.9,0.4069,817,1.0,10.8,0,0
77.7,0.0136,720,15.1,5.1,0,0
50.4,0.2433,693,14.7,0.0,0,0
46.1,0.2452,808,27.2,5.7,0,0
50.1,0.1628,768,28.4,16.3,0,0
62.6,0.5361,739,25.6,4.5,0,0
53.4,0.2421,701,7.2,4.8,0,0
49.1,0.2011,740,24.9,4.0,0,0
77.0,0.2531,719,22.1,12.9,0,0
53.3,0.0097,680,4.6,7.0,0,0
89.5,0.1588,728,1.5,5.5,1,0
56.4,0.368,736,26.3,13.7,0,0
81.8,0.1745,697,16.6,10.3,1,0
60.4,0.1505,774,7.7,4.3,0,0
69.4,0.4071,797,16.3,3.1,0,0
44.1,0.4108,778,20.9,12.6,0,0
42.2,0.312,703,17.3,8.1,0,0
61.9,0.1954,765,5.6,1.8,0,0
69.8,0.2213,725,33.1,0.9,1,0
55.6,0.1535,646,26.0,3.5,0,0
35.7,0.1306,760,15.3,3.0,0,0
34.6,0.1247,729,15.6,0.0,0,0
33.6,0.1758,850,20.9,3.6,0,0
28.5,0.1258,807,9.0,4.3,0,0
56.6,0.0624,763,20.6,6.1,0,0
71.9,0.2763,735,7.4,14.8,0,0
54.8,0.2782,730,17.4,6.9,0,0
21.1,0.4541,660,8.7,7.3,2,0
52.1,0.1698,616,9.1,10.0,0,0
52.6,0.2855,668,31.2,7.1,1,0
86.4,0.2875,717,18.5,9.6,0,0
33.1,0.2195,594,19.7,9.1,0,0
49.1,0.3393,687,1.9,8.5,1,0
80.6,0.343,705,13.2,19.1,1,0
61.7,0.2893,707,21.7,11.6,0,0
63.4,0.2193,680,19.6,3.7,1,0
56.7,0.2071,700,1.0,9.5,0,0
59.9,0.0859,823,19.7,4.8,2,0
66.7,0.1533,760,20.9,9.8,1,0
42.9,0.1754,686,28.3,2.5,0,0
68.2,0.1151,716,12.8,3.6,1,0
34.4,0.3028,718,1.0,9.4,1,0
59.9,0.3936,674,10.0,12.0,0,0
57.7,0.141,674,9.2,10.0,0,0
45.8,0.284,781,23.9,11.4,0,0
54.7,0.1259,695,1.0,9.5,1,0
45.7,0.2134,654,14.4,8.7,0,0
38.9,0.1672,717,29.4,6.0,0,0
49.7,0.3222,727,18.1,11.3,0,0
38.4,0.1685,602,25.2,12.1,0,0
59.8,0.3714,718,4.9,7.7,0,0
37.7,0.2205,772,5.2,7.5,0,0
65.7,0.172,747,29.5,14.4,0,0
37.3,0.0996,850,18.8,7.9,0,0
46.5,0.2804,795,18.8,8.3,0,0
45.6,0.3574,807,9.1,9.9,0,0
74.9,0.2828,850,18.8,7.6,0,0
60.0,0.5187,765,8.8,4.7,0,0
51.8,0.4216,730,27.5,9.5,0,0
62.5,0.2131,778,39.8,7.8,0,0
23.4,0.2118,686,21.9,15.4,1,0
54.4,0.3064,726,12.9,11.2,1,0
85.0,0.1494,681,1.0,5.6,0,0
57.0,0.39,744,4.5,10.9,1,0
56.0,0.2934,681,30.4,9.2,0,0
63.2,0.2808,679,9.8,13.2,0,0
68.4,0.3324,745,15.0,5.9,1,0
25.0,0.4567,712,23.2,8.8,1,0
29.8,0.2705,604,29.9,7.6,0,0
58.2,0.2364,633,16.4,8.2,0,0
44.3,0.431,651,14.8,4.5,0,0
74.7,0.3661,667,18.6,10.3,1,0
50.3,0.2115,745,13.0,9.7,1,0
26.0,0.2506,733,13.4,13.1,0,0
36.0,0.2734,784,21.3,8.0,0,0
15.0,0.2934,765,19.5,6.4,1,0
51.5,0.0872,784,35.1,11.2,0,0
52.2,0.0649,757,21.5,4.8,1,0
48.6,0.1435,733,27.2,12.3,0,0
71.2,0.1342,786,9.4,12.3,1,0
73.0,0.1727,775,22.2,13.0,0,0
52.4,0.3262,743,12.2,9.5,0,0
23.0,0.2297,796,21.2,6.1,1,0
64.3,0.2736,579,23.5,8.4,1,0
63.3,0.1031,703,18.4,9.5,0,0
59.6,0.1946,702,37.3,5.8,0,0
69.7,0.3205,789,29.4,13.3,1,0
37.5,0.3214,814,27.4,10.3,0,0
85.1,0.1631,633,24.1,4.4,0,0
40.6,0.2694,805,32.1,15.5,1,0
66.2,0.5139,650,6.5,8.4,0,0
29.7,0.2479,652,29.0,3.6,0,0
41.0,0.1668,706,10.1,4.7,0,0
77.7,0.2291,701,13.5,14.0,1,0
51.1,0.2611,626,22.5,15.3,1,0
67.6,0.2319,759,27.9,12.0,0,0
58.6,0.2462,761,8.8,13.3,2,0
53.4,0.0768,783,13.9,12.9,1,0
75.5,0.1345,694,18.8,10.2,1,0
51.5,0.2321,718,16.5,9.3,1,0
28.3,0.2302,718,24.8,10.2,0,0
43.0,0.1821,821,45.5,10.9,1,0
63.3,0.2288,550,21.4,5.0,0,0
60.9,0.2573,663,12.1,10.9,2,0
31.5,0.3567,720,7.6,13.8,2,0
44.1,0.2381,655,15.4,7.2,0,0
46.3,0.2979,705,10.5,6.7,0,0
49.5,0.185,712,21.7,9.9,2,0
34.4,0.3187,681,21.6,5.4,0,0
45.6,0.2951,724,14.3,2.7,0,0
44.1,0.3539,758,33.9,12.6,2,0
66.6,0.3356,706,12.1,6.2,0,0
67.1,0.3206,693,17.0,8.1,0,0
52.8,0.2382,710,23.1,5.6,1,0
49.1,0.2794,720,25.1,13.1,0,0
57.1,0.3776,616,28.2,11.4,0,0
42.8,0.1718,748,21.4,7.0,1,0
37.8,0.1746,693,26.4,3.3,0,0
40.9,0.2718,796,12.7,6.6,0,0
45.5,0.2998,755,25.3,10.3,1,0
37.5,0.1511,790,25.2,8.8,0,0
57.4,0.241,659,30.1,8.4,0,0
65.9,0.2387,698,4.7,8.8,0,0
31.2,0.0,645,10.7,11.0,1,0
55.4,0.2236,678,24.6,7.8,0,0
51.7,0.2311,795,1.0,9.8,1,0
60.1,0.2308,809,21.9,4.1,1,0
54.8,0.4199,651,26.5,18.2,0,0
33.2,0.1041,693,13.4,6.9,2,0
36.1,0.151,715,14.6,8.8,0,0
55.4,0.0,755,9.4,10.3,1,0
70.4,0.1923,614,13.8,6.4,0,0
21.8,0.2025,624,14.1,8.0,0,0
60.2,0.1888,749,12.5,8.0,0,0
72.8,0.3829,603,12.1,4.3,0,0
52.7,0.3533,693,15.8,9.8,1,0
63.3,0.2593,730,15.7,1.4,0,0
44.5,0.2055,745,33.0,15.0,0,0
53.2,0.3731,711,14.8,11.2,1,0
30.7,0.2476,698,20.8,10.6,1,0
19.8,0.1518,771,13.4,1.1,0,0
69.1,0.0441,737,13.3,4.8,1,0
40.2,0.197,681,4.4,13.6,1,0
48.2,0.3406,722,5.4,24.6,0,0
34.2,0.5232,743,8.3,12.8,0,0
33.9,0.2574,823,19.5,12.1,1,0
52.4,0.1582,767,26.6,10.1,0,0
44.1,0.1078,793,3.7,4.6,0,0
60.7,0.3162,683,13.6,12.0,3,0
61.8,0.0382,689,7.1,3.6,0,0
59.8,0.316,706,15.9,3.2,2,0
58.6,0.3481,711,26.6,2.9,2,0
78.7,0.3024,660,14.4,11.9,0,0
39.0,0.2236,796,17.6,7.8,1,0
54.2,0.3178,773,29.6,8.4,0,0
72.0,0.2705,702,21.7,7.9,0,0
74.0,0.1566,759,11.9,3.5,0,0
33.7,0.472,733,19.3,5.3,2,0
50.3,0.2078,763,11.4,5.5,0,0
75.4,0.3431,639,21.4,2.4,0,0
62.6,0.0,711,22.1,6.0,1,0
57.9,0.4032,717,7.1,3.7,0,0
51.7,0.4263,757,19.4,10.3,0,0
49.2,0.2536,682,17.1,10.6,0,0
59.3,0.3171,570,22.4,2.8,0,0
51.2,0.317,655,24.7,6.8,1,0
54.4,0.1729,716,21.8,15.4,0,0
56.2,0.3157,724,15.6,4.1,0,0
44.8,0.153,821,25.5,9.7,0,0
63.0,0.1769,755,11.0,8.4,0,0
98.7,0.3852,725,7.4,12.4,1,0
28.3,0.367,718,1.0,9.2,1,0
59.9,0.1652,786,17.4,6.3,1,0
43.6,0.162,685,11.4,8.3,0,0
63.7,0.1725,712,21.2,8.3,0,0
55.7,0.3379,655,2.2,7.6,0,0
66.4,0.13,805,12.8,2.7,0,0
72.6,0.2928,744,21.8,13.0,1,0
57.9,0.3396,678,9.8,12.3,2,0
72.0,0.2394,713,21.3,3.8,1,0
19.8,0.3712,751,13.5,6.8,0,0
78.9,0.2135,705,17.7,7.1,0,0
60.6,0.2243,688,22.8,3.4,1,0
71.2,0.1327,681,25.6,0.5,0,0
36.7,0.3721,740,18.7,5.3,0,0
42.5,0.158,699,11.5,6.6,0,0
57.2,0.292,693,14.3,2.2,0,0
54.7,0.2414,640,23.1,8.7,0,0
59.2,0.1237,725,9.8,12.7,1,0
71.3,0.1769,709,16.6,11.4,0,0
28.5,0.4159,701,14.9,7.5,2,0
69.6,0.2742,732,17.2,0.6,0,0
55.1,0.1289,765,9.9,10.9,0,0
51.9,0.2866,762,3.2,8.6,1,0
32.9,0.2325,753,22.2,9.7,0,0
62.5,0.6645,706,25.7,15.7,0,0
18.8,0.2842,686,3.7,4.7,0,0
64.7,0.2043,657,21.0,0.0,0,0
32.6,0.4204,684,26.7,3.8,1,0
55.8,0.0291,721,22.8,9.9,0,0
53.2,0.2613,673,14.7,8.1,1,0
72.5,0.4893,726,10.5,3.1,0,0
52.3,0.2361,662,18.6,2.3,0,0
44.6,0.042,620,20.0,6.6,1,0
47.4,0.2025,769,18.8,3.0,1,0
74.1,0.4245,692,16.6,10.1,0,0
63.0,0.2951,670,9.3,6.4,0,0
49.2,0.1493,654,21.4,5.5,0,0
51.5,0.1678,745,21.8,5.0,0,0
31.5,0.1828,802,19.6,9.1,1,0
60.8,0.2933,696,18.9,8.2,0,0
28.6,0.4106,707,31.4,8.8,1,0
66.3,0.3763,784,13.0,8.7,0,0
56.9,0.3047,611,28.3,7.7,0,0
90.8,0.0902,838,12.1,3.9,0,0
38.5,0.0906,850,26.9,5.1,2,0
53.5,0.314,558,27.9,6.4,1,0
82.0,0.0885,714,15.7,16.3,2,0
72.9,0.2229,677,31.3,2.6,0,0
44.6,0.2865,704,21.8,6.3,1,0
58.4,0.1135,695,11.0,8.4,0,0
55.0,0.1271,769,15.0,6.8,0,0
59.2,0.2387,713,27.1,12.3,0,0
44.5,0.3104,665,25.4,6.8,0,0
53.7,0.3774,710,9.5,7.1,0,0
31.0,0.3228,751,16.9,11.3,1,0
57.0,0.2588,649,19.6,15.2,0,0
61.8,0.1605,621,13.9,13.6,0,0
51.6,0.1215,840,36.9,7.5,0,0
30.8,0.1887,681,19.9,7.8,0,0
69.8,0.2992,712,17.5,8.2,0,0
60.5,0.2904,696,27.5,8.6,0,0
44.1,0.0,753,15.1,4.6,0,0
50.8,0.1557,826,26.1,11.7,1,0
32.5,0.3945,755,4.7,8.8,1,0
39.6,0.2595,629,14.4,7.8,1,0
46.9,0.08,637,26.4,2.9,0,0
73.4,0.5327,696,30.6,8.2,0,0
45.4,0.2465,704,11.8,0.4,0,0
64.6,0.2961,617,10.9,5.7,0,0
46.9,0.2979,769,22.5,5.7,1,0
58.7,0.2059,655,13.0,9.1,0,0
52.9,0.1627,810,15.9,15.5,1,0
68.1,0.5046,829,25.0,10.3,0,0
47.0,0.3704,705,13.6,13.8,1,0
31.4,0.3486,746,2.3,10.6,0,0
34.3,0.3192,646,7.6,12.5,0,0
47.0,0.1296,757,18.1,15.4,0,0
36.3,0.4033,690,3.1,5.1,0,0
61.2,0.1488,655,15.6,4.8,0,0
48.0,0.284,703,6.9,10.7,0,0
90.6,0.0533,692,31.1,8.0,2,0
28.9,0.0051,700,35.3,8.9,0,0
58.1,0.2882,777,9.5,7.0,0,0
38.1,0.1529,673,20.1,5.6,0,0
47.6,0.0113,824,10.3,14.5,0,0
57.1,0.3149,640,15.5,3.6,0,0
20.1,0.5044,817,32.4,10.7,1,0
58.6,0.4167,659,14.3,10.1,0,0
83.5,0.2191,720,15.7,1.7,0,0
48.2,0.2511,691,10.5,4.7,1,0
58.9,0.3565,699,27.2,5.3,1,0
70.4,0.3847,768,1.0,10.3,0,0
52.5,0.2088,810,14.5,6.5,0,0
46.3,0.2541,791,17.6,7.7,1,0
20.9,0.2861,696,12.7,2.2,0,0
64.6,0.3165,731,24.9,17.3,0,0
53.3,0.234,673,27.6,8.3,1,0
39.8,0.2356,661,6.7,10.0,0,0
56.9,0.4156,651,34.7,5.8,0,0
46.2,0.3951,694,6.6,5.4,0,0
47.1,0.3073,735,28.3,15.7,1,0
64.1,0.4563,605,19.2,0.3,0,0
34.9,0.2036,717,14.0,9.1,0,0
70.7,0.4448,811,14.7,3.2,0,0
34.0,0.3151,787,17.7,6.4,1,0
45.1,0.6425,685,19.7,5.4,1,0
83.8,0.1069,636,10.6,4.1,1,0
71.9,0.1673,748,16.1,8.1,0,0
56.5,0.3003,581,11.8,0.0,0,0
40.9,0.2977,787,8.3,6.7,1,0
47.1,0.484,707,11.5,7.6,0,0
56.1,0.1698,830,8.8,2.6,1,0
55.6,0.3586,616,14.6,14.1,0,0
53.6,0.3895,775,21.5,5.6,1,0
54.5,0.3346,714,19.0,7.1,3,0
51.8,0.1347,700,33.8,5.6,0,0
33.4,0.4189,638,1.0,7.7,0,0
47.3,0.3975,756,21.8,13.2,0,0
68.7,0.322,761,18.1,17.9,1,0
34.5,0.2745,827,24.5,11.0,1,0
52.2,0.2771,780,23.7,12.4,0,0
42.7,0.2406,684,16.7,14.9,0,0
56.7,0.3269,660,19.4,9.0,1,0
49.2,0.2537,638,12.0,14.3,0,0
77.2,0.1482,808,22.9,11.2,0,0
62.6,0.1242,673,3.0,8.6,0,0
35.3,0.1598,809,24.2,9.4,1,0
65.1,0.2767,752,17.8,0.7,0,0
43.4,0.2468,740,14.1,9.2,0,0
46.3,0.2758,702,16.1,1.8,0,0
59.7,0.3101,760,16.7,1.5,0,0
47.6,0.1747,719,28.4,8.8,0,0
68.4,0.4259,698,43.9,3.5,0,0
43.4,0.2179,762,27.8,8.0,0,0
45.7,0.198,711,13.5,8.6,0,0
45.2,0.3079,672,23.0,8.7,1,0
46.5,0.0296,756,23.4,4.4,1,0
71.5,0.1551,716,10.6,11.6,1,0
64.4,0.3677,749,7.9,7.6,3,0
80.6,0.0415,693,17.5,9.8,0,0
89.0,0.3841,647,24.5,3.2,2,0
39.5,0.4313,824,5.1,7.3,0,0
56.1,0.2057,813,12.2,12.4,1,0
37.4,0.285,773,22.6,11.9,1,0
43.3,0.3843,697,18.3,4.8,1,0
45.5,0.194,702,29.3,5.8,1,0
39.1,0.3541,803,6.7,4.0,1,0
39.2,0.1695,699,36.8,5.4,0,0
52.8,0.1927,682,5.7,2.4,0,0
36.7,0.1541,832,1.8,7.4,0,0
67.6,0.2911,717,17.5,10.5,1,0
41.2,0.389,826,8.9,4.9,0,0
97.1,0.2279,636,17.7,7.6,1,0
48.2,0.0975,751,17.4,7.1,0,0
56.1,0.1201,844,16.4,12.2,1,0
35.6,0.2974,722,11.3,5.6,1,0
80.6,0.4713,704,21.5,5.7,0,0
71.8,0.2972,650,15.5,4.6,0,0
59.5,0.2036,785,26.8,3.4,1,0
34.8,0.3419,674,16.6,10.1,1,0
58.2,0.2213,714,10.3,7.5,0,0
38.2,0.2046,646,4.5,8.2,1,0
76.9,0.135,813,16.6,13.1,0,0
67.1,0.419,789,7.8,13.3,0,0
56.4,0.0,718,7.2,1.4,1,0
18.5,0.3457,651,22.2,10.6,0,0
40.2,0.1944,812,3.8,8.9,0,0
65.3,0.2008,698,29.3,6.2,1,0
73.2,0.4531,654,19.3,9.3,0,0
71.6,0.1643,614,17.6,1.1,0,0
31.1,0.1684,681,9.7,13.9,0,0
59.5,0.2344,633,24.1,10.1,0,0
70.2,0.2997,683,18.0,4.5,1,0
30.1,0.197,765,12.5,5.7,0,0
54.9,0.0611,697,19.6,1.2,0,0
59.1,0.1461,741,4.5,6.7,0,0
50.5,0.4038,677,4.9,6.1,0,0
27.2,0.259,724,9.0,2.7,0,0
50.1,0.3041,835,20.8,11.1,0,0
50.1,0.2186,699,18.0,13.1,1,0
52.8,0.1709,743,26.4,7.9,0,0
46.5,0.4513,626,10.6,6.8,1,0
48.4,0.2274,811,22.6,9.7,0,0
54.4,0.1968,691,17.1,7.9,0,0
61.6,0.3815,783,10.5,3.7,1,0
50.4,0.1633,713,21.1,5.4,0,0
48.9,0.1786,757,17.5,6.8,0,0
56.4,0.2512,760,13.0,9.0,0,0
26.2,0.25,693,18.3,8.0,0,0
62.2,0.2812,786,17.0,8.8,0,0
55.0,0.501,674,16.8,1.9,1,0
55.6,0.2903,767,14.7,10.7,0,0
69.4,0.0,697,7.6,8.0,0,0
25.7,0.2892,741,18.6,18.2,0,0
25.4,0.2545,692,11.6,6.4,0,0
59.1,0.2552,723,9.8,9.3,0,0
54.9,0.2795,656,16.1,19.3,0,0
57.6,0.2466,735,23.9,8.8,1,0
48.1,0.2437,723,19.5,7.7,0,0
65.0,0.3236,688,13.8,4.1,1,0
69.0,0.185,717,13.4,14.1,2,0
62.3,0.1363,728,23.1,3.4,0,0
51.1,0.6129,683,1.0,9.7,0,0
23.4,0.1641,712,24.4,6.1,1,0
66.5,0.262,660,3.0,7.2,1,0
73.3,0.0705,850,6.7,2.3,1,0
64.7,0.264,784,13.9,13.4,1,0
41.8,0.138,736,35.4,6.9,0,0
65.1,0.1969,790,31.4,3.1,1,0
67.9,0.3754,601,23.7,13.0,0,0
