blue_ref,red_ref,nir_ref,swir_ref,ndvi,ndwi,texture_var,thermal_bt,land_cover
0.2291,0.1479,0.339,0.4056,0.3924,-0.2852,0.15365,308.44,0
0.0859,0.0973,0.6979,0.1551,0.7553,-0.7679,0.04056,294.29,1
0.1569,0.2998,0.3154,0.3814,0.0254,-0.1601,0.0568,297.89,0
0.3008,0.2544,0.1506,0.2662,-0.2563,0.2966,0.03497,301.4,0
0.038,0.0495,0.4364,0.1348,0.7962,-0.8178,0.03386,285.98,1
0.035,0.067,0.4678,0.1959,0.7495,-0.8034,0.01571,295.15,1
0.298,0.2648,0.3592,0.4365,0.1512,-0.1214,0.02488,304.36,0
0.2229,0.4007,0.1467,0.4592,-0.464,0.3601,0.04361,304.5,0
0.0383,0.028,0.7712,0.1264,0.93,-0.9176,0.05291,298.11,1
0.2282,0.3135,0.3445,0.4264,0.0471,-0.1197,0.06798,303.48,0
0.11,0.3569,0.3542,0.3552,-0.0039,-0.2054,0.03673,310.83,0
0.3383,0.5074,0.2155,0.5359,-0.4039,0.3249,0.05675,314.26,0
0.3167,0.3347,0.2276,0.348,-0.1905,0.1774,0.06969,306.32,0
0.1822,0.3298,0.3613,0.2751,0.0455,-0.1705,0.07648,311.7,0
0.2721,0.1377,0.0075,0.0067,-0.897,0.9296,0.00429,299.71,2
0.2441,0.0779,0.5397,0.3678,0.7477,-0.5404,0.05005,302.46,0
0.0325,0.0752,0.7945,0.0979,0.827,-0.8731,0.02162,296.89,1
0.104,0.0289,0.0309,0.0216,0.033,0.3652,0.01671,296.49,2
0.2389,0.1975,0.1331,0.319,-0.1951,0.2424,0.04447,299.8,0
0.0295,0.0291,0.7069,0.1191,0.9209,-0.9203,0.02193,291.92,1
0.039,0.0268,0.6953,0.0956,0.9258,-0.9097,0.01442,297.31,1
0.1771,0.2176,0.4007,0.5014,0.2961,-0.34,0.08355,312.73,0
0.3394,0.2296,0.2025,0.4106,-0.0627,0.1684,0.07232,304.8,0
0.3239,0.0825,0.3135,0.457,0.5833,-0.2134,0.04784,305.71,0
0.0302,0.089,0.6836,0.0792,0.7695,-0.8396,0.01468,291.15,1
0.2574,0.4576,0.3777,0.3563,-0.0957,-0.0275,0.09074,310.09,0
0.0346,0.0496,0.7767,0.1717,0.8799,-0.8971,0.01349,290.46,1
0.2225,0.2477,0.2542,0.3052,0.0129,-0.0391,0.06699,309.61,0
0.2346,0.274,0.2307,0.3691,-0.0858,0.0486,0.04822,311.71,0
0.2247,0.5157,0.2637,0.2888,-0.3234,0.1681,0.08633,303.9,0
0.1317,0.075,0.0151,0.0074,-0.6657,0.7456,0.0049,301.25,2
0.0497,0.0671,0.7386,0.1103,0.8335,-0.8534,0.0101,297.21,1
0.0509,0.048,0.4067,0.1141,0.7887,-0.783,0.03952,289.59,1
0.2807,0.1763,0.3138,0.441,0.2806,-0.1573,0.07448,293.6,0
0.0457,0.0493,0.7012,0.1475,0.8686,-0.8731,0.03197,294.21,0
0.3186,0.3053,0.2888,0.5081,-0.0278,0.0386,0.10162,297.52,0
0.2427,0.3355,0.1911,0.4393,-0.2741,0.204,0.03987,306.63,0
0.1669,0.2328,0.2393,0.4158,0.0138,-0.0899,0.02953,306.61,0
0.2878,0.1741,0.4366,0.4076,0.4298,-0.3081,0.02344,312.51,0
0.0471,0.0603,0.7143,0.1757,0.8443,-0.8602,0.00475,291.12,1
0.0713,0.0331,0.0303,0.0027,-0.0434,0.2651,0.00191,294.58,2
0.1667,0.2129,0.2954,0.4984,0.1624,-0.2178,0.03881,301.81,0
0.0999,0.2917,0.3742,0.3619,0.1238,-0.313,0.07736,304.61,0
0.2345,0.2287,0.3169,0.2817,0.1616,-0.1554,0.03411,311.32,0
0.0933,0.1771,0.5253,0.2841,0.4959,-0.5907,0.02325,305.27,0
0.2748,0.2775,0.2287,0.3416,-0.0964,0.094,0.05841,306.74,0
0.0752,0.0378,0.7307,0.1349,0.9015,-0.8564,0.03131,297.36,1
0.0376,0.0666,0.4743,0.2356,0.7537,-0.8021,0.02661,289.76,1
0.0472,0.0894,0.3521,0.153,0.5948,-0.6749,0.01248,298.46,1
0.2994,0.1527,0.3648,0.4393,0.4099,-0.2349,0.05398,306.76,0
0.3008,0.3067,0.246,0.3952,-0.1099,0.1051,0.0457,303.69,0
0.2517,0.1173,0.4188,0.3253,0.5622,-0.3883,0.06971,301.51,0
0.0435,0.068,0.7057,0.0869,0.8243,-0.8536,0.02024,288.47,1
0.0571,0.0644,0.6544,0.1808,0.8207,-0.83,0.02888,293.53,1
0.037,0.0543,0.4127,0.1294,0.7676,-0.801,0.02928,293.26,1
0.0911,0.3828,0.257,0.4182,-0.1967,-0.0405,0.10497,302.54,0
0.0844,0.067,0.0314,0.0111,-0.3613,0.4134,0.00415,294.07,2
0.2512,0.3274,0.2446,0.4731,-0.1448,0.0837,0.044,306.24,0
0.2713,0.3524,0.174,0.3466,-0.339,0.2839,0.07799,307.34,0
0.2659,0.0863,0.6179,0.3231,0.755,-0.5565,0.04476,306.8,0
0.2377,0.1971,0.3447,0.2601,0.2723,-0.2264,0.06681,302.44,0
0.0274,0.0665,0.4479,0.1158,0.7414,-0.8102,0.01039,295.82,1
0.1939,0.2894,0.3912,0.3335,0.1497,-0.2364,0.02621,308.68,0
0.271,0.3376,0.1823,0.2509,-0.2987,0.2507,0.06205,302.19,0
0.0652,0.058,0.7429,0.1999,0.8552,-0.8468,0.02131,296.41,1
0.2614,0.1792,0.2161,0.3719,0.0933,0.0097,0.05809,301.89,0
0.1972,0.1652,0.4374,0.3202,0.4516,-0.4142,0.11903,294.47,0
0.2374,0.3944,0.196,0.4677,-0.336,0.2342,0.04513,310.34,0
0.3201,0.3622,0.3258,0.4006,-0.0529,0.023,0.10729,299.47,0
0.2767,0.3417,0.4063,0.3784,0.0863,-0.1357,0.10017,310.64,1
0.148,0.2917,0.3245,0.3938,0.0532,-0.1922,0.13761,303.87,0
0.2542,0.2037,0.3891,0.4522,0.3127,-0.2592,0.11855,308.65,0
0.0385,0.0599,0.642,0.1584,0.8293,-0.8576,0.00945,291.65,1
0.1174,0.3064,0.3993,0.4471,0.1316,-0.3065,0.04863,301.06,0
0.0434,0.0511,0.4424,0.2042,0.793,-0.807,0.02121,299.76,1
0.0575,0.0376,0.6798,0.1097,0.8953,-0.8693,0.02232,294.81,1
0.3178,0.1927,0.163,0.4393,-0.0837,0.2207,0.05767,297.54,0
0.224,0.2286,0.1719,0.3263,-0.1416,0.1367,0.04203,307.11,0
0.0579,0.0513,0.7986,0.1118,0.8793,-0.872,0.00607,293.32,1
0.2573,0.2939,0.2051,0.3526,-0.1779,0.1466,0.11077,305.89,0
0.3173,0.3678,0.2043,0.3047,-0.2859,0.2529,0.05986,301.89,0
0.058,0.0859,0.691,0.1254,0.7787,-0.8114,0.02469,291.79,1
0.0666,0.0549,0.436,0.1515,0.7761,-0.7553,0.02505,297.62,1
0.4057,0.3565,0.2375,0.3532,-0.2005,0.2323,0.05102,302.42,0
0.2511,0.2111,0.1653,0.4839,-0.1215,0.1659,0.04265,301.65,0
0.2599,0.2191,0.3842,0.5047,0.2736,-0.2319,0.04262,306.46,0
0.0354,0.0704,0.7508,0.1798,0.8285,-0.8684,0.00831,291.33,1
0.0405,0.0849,0.6655,0.105,0.7737,-0.8277,0.00983,291.2,1
0.3058,0.1447,0.4362,0.2974,0.5018,-0.3189,0.05921,308.2,0
0.1966,0.324,0.1709,0.3365,-0.3094,0.2073,0.10744,308.92,0
0.0474,0.0413,0.6148,0.0742,0.874,-0.8653,0.02125,294.66,1
0.1967,0.1677,0.2695,0.4168,0.2328,-0.1933,0.0779,307.44,0
0.3495,0.1181,0.3065,0.2743,0.4438,-0.1345,0.0578,299.84,0
0.0637,0.0405,0.4801,0.1499,0.8445,-0.8044,0.01333,292.33,1
0.0327,0.0353,0.7536,0.1111,0.9106,-0.9137,0.01152,300.15,0
0.284,0.4051,0.2869,0.396,-0.1709,0.0914,0.06358,296.27,0
0.0483,0.0507,0.3282,0.1587,0.7324,-0.738,0.01651,298.78,1
0.2867,0.3582,0.2394,0.2427,-0.1988,0.1478,0.03628,307.13,0
0.2644,0.143,0.0113,0.0031,-0.8541,0.8953,0.03046,297.81,2
0.1763,0.2899,0.2556,0.5204,-0.0628,-0.046,0.06353,302.23,0
0.2368,0.4296,0.2123,0.3211,-0.3385,0.2216,0.04923,311.47,0
0.2125,0.2718,0.2456,0.469,-0.0507,-0.007,0.08288,297.79,0
0.1369,0.2279,0.2437,0.3287,0.0335,-0.1438,0.07402,307.59,0
0.0481,0.0495,0.3926,0.1625,0.7761,-0.7789,0.02016,296.99,1
0.2846,0.3058,0.182,0.3633,-0.254,0.2374,0.05136,308.32,0
0.0484,0.0537,0.4529,0.2132,0.788,-0.7975,0.01407,293.24,1
0.1585,0.1908,0.3125,0.2185,0.2417,-0.283,0.04167,304.94,0
0.0291,0.0415,0.747,0.0742,0.8948,-0.9099,0.05178,295.82,1
0.3651,0.2272,0.138,0.2522,-0.2443,0.3643,0.05885,296.4,0
0.0536,0.0514,0.7347,0.1546,0.8692,-0.8666,0.02625,291.02,1
0.0401,0.0355,0.7279,0.2082,0.907,-0.9012,0.02177,296.16,1
0.1445,0.2529,0.2071,0.427,-0.0996,-0.0206,0.07894,300.48,0
0.0865,0.028,0.3334,0.2506,0.8451,-0.7069,0.01102,297.34,1
0.0409,0.0767,0.337,0.1344,0.6291,-0.7028,0.02756,297.84,1
0.2858,0.2034,0.2109,0.5407,0.0181,0.0741,0.02967,306.04,0
0.2846,0.286,0.2458,0.4113,-0.0756,0.0743,0.0419,307.68,0
0.2804,0.2054,0.5142,0.4187,0.4292,-0.3584,0.07997,305.55,0
0.1789,0.0833,0.0163,0.0111,-0.6721,0.7785,0.00892,296.81,2
0.1632,0.2509,0.454,0.5678,0.2882,-0.3736,0.08572,298.66,0
0.1938,0.3487,0.1699,0.4521,-0.3447,0.2297,0.11998,306.4,0
0.0683,0.0203,0.0061,0.0192,-0.5384,0.7586,0.00935,298.25,1
0.1173,0.2545,0.1608,0.3228,-0.2255,0.0723,0.04129,308.92,0
0.0303,0.067,0.3781,0.1876,0.699,-0.772,0.02772,293.37,1
0.2165,0.4578,0.1621,0.4699,-0.4771,0.3507,0.04228,306.19,0
0.3342,0.3642,0.356,0.392,-0.0114,-0.0096,0.05519,306.82,0
0.1748,0.3195,0.2193,0.571,-0.186,0.0597,0.04147,305.32,0
0.0327,0.0393,0.681,0.2058,0.8909,-0.8996,0.03991,305.46,1
0.1481,0.0255,0.0218,0.0051,-0.0785,0.5984,0.01004,296.51,2
0.264,0.2993,0.2357,0.4454,-0.1188,0.0887,0.06348,309.14,0
0.3009,0.3748,0.122,0.3989,-0.5088,0.4693,0.0508,300.34,0
0.1294,0.2971,0.3834,0.2404,0.1268,-0.2851,0.12052,303.94,0
0.1,0.0224,0.0064,0.0159,-0.5547,0.8102,0.01079,290.9,2
0.1059,0.0317,0.8009,0.1593,0.9239,-0.8418,0.053,294.26,1
0.2727,0.4017,0.3191,0.4532,-0.1146,0.0276,0.05879,299.82,0
0.2509,0.164,0.4808,0.3651,0.4913,-0.3971,0.04165,305.61,0
0.2197,0.2476,0.3009,0.371,0.0972,-0.1258,0.03349,306.31,0
0.2177,0.1972,0.2877,0.3734,0.1868,-0.1623,0.06052,307.71,0
0.2747,0.2636,0.2294,0.4901,-0.0693,0.0797,0.12749,297.62,0
0.3275,0.0854,0.2676,0.3015,0.5161,-0.1289,0.04353,309.59,0
0.0548,0.0235,0.4091,0.1811,0.8914,-0.8254,0.01007,302.49,1
0.2241,0.2975,0.3615,0.2295,0.0971,-0.1618,0.04367,300.03,0
0.049,0.042,0.3137,0.2226,0.7639,-0.7468,0.016,297.87,1
0.2531,0.3102,0.1398,0.5027,-0.3787,0.3367,0.05399,314.74,0
0.0757,0.0264,0.0108,0.0072,-0.421,0.6517,0.00127,300.58,2
0.0488,0.0406,0.426,0.093,0.826,-0.8101,0.01064,292.64,1
0.029,0.0862,0.6605,0.1477,0.7692,-0.8396,0.01629,297.75,1
0.045,0.0259,0.7097,0.139,0.9297,-0.9049,0.05859,295.37,1
0.2031,0.3309,0.2402,0.3234,-0.1589,0.0529,0.0701,306.73,0
0.2263,0.3385,0.288,0.2879,-0.0806,-0.0098,0.04167,306.45,0
0.1507,0.3465,0.3085,0.3827,-0.0581,-0.1075,0.06479,305.13,0
0.261,0.264,0.2772,0.4142,0.0244,-0.0273,0.04323,310.56,0
0.3002,0.3431,0.2143,0.3032,-0.2311,0.2003,0.03255,302.76,0
0.1362,0.0701,0.0074,0.0102,-0.809,0.8661,0.0072,295.43,2
0.2019,0.2524,0.1886,0.4356,-0.1447,0.0928,0.06821,310.87,0
0.2253,0.2432,0.1462,0.4042,-0.249,0.2313,0.01927,302.99,0
0.3729,0.2409,0.1739,0.3239,-0.1616,0.2767,0.05817,305.42,0
0.3584,0.0934,0.4198,0.3329,0.6361,-0.3004,0.12283,309.43,0
0.3302,0.2871,0.2017,0.3958,-0.1749,0.2097,0.04018,307.7,0
0.3103,0.1385,0.3285,0.3412,0.4067,-0.1883,0.06295,296.85,0
0.0891,0.0313,0.0093,0.011,-0.5408,0.7319,0.0067,293.25,2
0.2072,0.2796,0.3026,0.252,0.0395,-0.1084,0.0513,300.15,0
0.0584,0.0363,0.7565,0.1566,0.9085,-0.8822,0.0359,293.86,1
0.2208,0.1623,0.1896,0.4383,0.0777,0.005,0.18,299.93,0
0.045,0.0355,0.8231,0.1106,0.9172,-0.9067,0.03255,292.96,1
0.1587,0.2542,0.1747,0.4019,-0.1854,0.0833,0.10351,303.5,0
0.1735,0.2892,0.301,0.3223,0.0199,-0.1308,0.0615,303.06,0
0.0505,0.0502,0.7228,0.1811,0.87,-0.8697,0.04472,295.62,1
0.1657,0.2041,0.4571,0.5293,0.3826,-0.424,0.0712,310.79,0
0.0276,0.0465,0.3412,0.1639,0.7599,-0.804,0.01252,291.85,1
0.0628,0.0452,0.3985,0.1141,0.7962,-0.7612,0.01449,294.06,0
0.133,0.0127,0.0213,0.0087,0.2505,0.5482,0.00609,295.06,2
0.0411,0.0387,0.4444,0.2432,0.8398,-0.8352,0.03607,290.54,1
0.0384,0.0615,0.7292,0.12,0.8445,-0.8718,0.04607,294.98,1
0.0421,0.0296,0.8186,0.0968,0.9301,-0.916,0.02036,296.51,1
0.1088,0.014,0.0145,0.0058,0.018,0.6186,0.01395,293.24,2
0.3015,0.1393,0.434,0.4554,0.514,-0.3264,0.0578,310.29,0
0.0256,0.0285,0.8204,0.163,0.9328,-0.9361,0.02415,301.36,1
0.1299,0.2938,0.3336,0.446,0.0634,-0.2232,0.09523,304.81,0
0.1506,0.4362,0.201,0.3869,-0.3691,0.187,0.05332,306.37,0
0.0704,0.0643,0.6725,0.0914,0.8254,-0.8179,0.02301,299.9,1
0.398,0.2354,0.1923,0.5339,-0.1007,0.2443,0.05822,301.05,0
0.0319,0.0536,0.4455,0.122,0.7852,-0.8248,0.02209,294.78,1
0.0511,0.0531,0.7208,0.1608,0.8629,-0.8653,0.02894,296.46,2
0.055,0.0571,0.3952,0.1301,0.7475,-0.7516,0.04288,287.49,1
0.0729,0.0346,0.2949,0.1593,0.7901,-0.6917,0.03011,292.26,1
0.1386,0.2954,0.2765,0.3422,-0.0329,-0.1207,0.0197,305.37,0
0.0979,0.4995,0.2433,0.3112,-0.3448,0.1021,0.04594,312.37,0
0.2088,0.2843,0.2204,0.3648,-0.1267,0.056,0.07071,298.62,0
0.0792,0.0262,0.7025,0.1766,0.9281,-0.8604,0.08975,298.8,1
0.2303,0.2904,0.579,0.4638,0.3319,-0.3796,0.08709,305.95,0
0.3136,0.3084,0.2302,0.3119,-0.1452,0.1492,0.12975,305.33,0
0.1062,0.026,0.0414,0.0103,0.2281,0.2294,0.00421,291.3,2
0.2381,0.3472,0.3297,0.3595,-0.0259,-0.0595,0.07293,299.35,0
0.0824,0.0412,0.6763,0.1762,0.8851,-0.8325,0.07869,288.43,1
0.1858,0.1654,0.5141,0.3217,0.5132,-0.4909,0.09085,305.77,0
0.3149,0.3848,0.3489,0.2903,-0.049,0.0014,0.02977,299.02,0
0.0616,0.013,0.0117,0.0091,-0.0545,0.5239,0.0016,291.44,2
0.0424,0.0677,0.8273,0.2252,0.8487,-0.8752,0.01579,294.97,1
0.2616,0.3067,0.304,0.4738,-0.0045,-0.0337,0.07176,306.59,0
0.232,0.1944,0.1606,0.4177,-0.0953,0.1408,0.0497,306.9,0
0.3034,0.4486,0.3046,0.3626,-0.1912,0.105,0.06313,302.63,0
0.1883,0.1602,0.3437,0.2255,0.3642,-0.3272,0.10724,304.56,0
0.2852,0.246,0.2598,0.4501,0.0274,0.011,0.07146,307.11,0
0.1644,0.4025,0.2611,0.2365,-0.2131,0.041,0.05055,302.49,0
0.2241,0.2912,0.33,0.3817,0.0624,-0.123,0.08477,298.97,0
0.057,0.0383,0.8166,0.1029,0.9105,-0.8897,0.00722,292.21,0
0.2817,0.1186,0.4022,0.3903,0.5446,-0.3354,0.05137,310.19,0
0.312,0.2389,0.1405,0.4139,-0.2592,0.3244,0.13653,311.1,0
0.1825,0.3211,0.2356,0.2177,-0.1535,0.0332,0.04461,306.85,0
0.0404,0.0743,0.7062,0.2613,0.8097,-0.8498,0.03083,299.72,1
0.1201,0.0186,0.007,0.0062,-0.4555,0.8173,0.00309,293.21,2
0.0333,0.0489,0.6875,0.103,0.8672,-0.8872,0.00676,293.11,1
0.1991,0.2527,0.1222,0.4808,-0.3481,0.298,0.14268,303.6,0
0.1876,0.2607,0.528,0.3556,0.3389,-0.404,0.06755,309.3,0
0.2333,0.3227,0.3558,0.3599,0.0487,-0.1227,0.09737,299.54,0
0.3182,0.168,0.1447,0.5349,-0.0745,0.2538,0.04203,302.5,0
0.2842,0.1443,0.2125,0.2516,0.1911,0.0042,0.10082,309.27,0
0.1153,0.2485,0.1559,0.3681,-0.2291,0.077,0.08549,307.26,0
0.0444,0.0733,0.7904,0.0724,0.8303,-0.8614,0.02142,296.2,0
0.2584,0.3183,0.2404,0.3385,-0.1393,0.0906,0.09711,306.52,0
0.0912,0.0639,0.6744,0.0992,0.8268,-0.7937,0.01256,298.64,1
0.1809,0.181,0.216,0.2105,0.088,-0.0883,0.09259,304.45,0
0.2855,0.3191,0.2055,0.4106,-0.2165,0.1906,0.02794,298.92,0
0.2667,0.3186,0.3345,0.2237,0.0243,-0.0667,0.04665,307.91,0
0.3383,0.417,0.335,0.4271,-0.1091,0.0599,0.10206,308.21,0
0.1958,0.3296,0.3019,0.4839,-0.0439,-0.0694,0.04769,300.49,0
0.155,0.0339,0.0189,0.0164,-0.2836,0.6662,0.00951,294.04,2
0.0838,0.1894,0.6138,0.3114,0.5284,-0.636,0.07042,311.85,0
0.2013,0.1642,0.2694,0.3137,0.2427,-0.1917,0.04753,304.48,0
0.0398,0.0432,0.4621,0.0999,0.8291,-0.8351,0.02325,285.96,1
0.2695,0.319,0.1878,0.4463,-0.259,0.2209,0.14713,301.89,0
0.3617,0.1261,0.1282,0.5558,0.0085,0.3108,0.07183,311.29,0
0.0484,0.0287,0.8143,0.0578,0.9319,-0.9095,0.03036,295.65,1
0.2228,0.1604,0.0152,0.0066,-0.8273,0.8533,0.00279,294.09,2
0.0751,0.0213,0.4404,0.1317,0.9078,-0.8027,0.02526,295.66,1
0.043,0.0539,0.7725,0.1268,0.8694,-0.8819,0.01287,300.77,1
0.1949,0.4107,0.1487,0.4384,-0.4684,0.3413,0.18,311.85,0
0.1588,0.2731,0.2818,0.3108,0.0157,-0.1323,0.08484,299.98,0
0.2679,0.3089,0.2785,0.4476,-0.0519,0.0175,0.02256,302.4,0
0.2497,0.2602,0.3327,0.4097,0.1222,-0.1323,0.08374,307.02,0
0.2748,0.2443,0.2892,0.3086,0.0841,-0.054,0.07746,307.18,0
0.2436,0.3641,0.3137,0.4432,-0.0744,-0.0159,0.04544,308.08,0
0.0423,0.0393,0.782,0.1673,0.9042,-0.9008,0.08932,294.35,1
0.0317,0.0584,0.7269,0.0688,0.8513,-0.8833,0.02015,292.6,1
0.0322,0.064,0.2966,0.2498,0.6449,-0.7207,0.00557,295.17,1
0.1056,0.0544,0.3653,0.1676,0.7408,-0.6407,0.05816,292.27,1
0.0505,0.0759,0.6733,0.2094,0.7973,-0.8283,0.01216,287.08,1
0.1178,0.3552,0.3225,0.4565,-0.0483,-0.1538,0.10821,306.58,0
0.1845,0.2164,0.4576,0.3646,0.3579,-0.3909,0.08212,303.66,0
0.2934,0.2035,0.4108,0.3625,0.3374,-0.2463,0.06819,306.94,0
0.2569,0.3638,0.2565,0.3548,-0.173,0.0951,0.08278,304.73,0
0.1481,0.454,0.312,0.4436,-0.1854,-0.0179,0.03657,310.65,0
0.2473,0.2589,0.5643,0.2971,0.371,-0.3807,0.09747,306.24,0
0.2084,0.3691,0.2974,0.4928,-0.1075,-0.0148,0.05015,303.39,0
0.197,0.3521,0.3516,0.4786,-0.0008,-0.123,0.0375,311.12,0
0.3277,0.3977,0.1704,0.335,-0.4002,0.3608,0.07658,317.99,0
0.2847,0.108,0.025,0.0084,-0.624,0.7741,0.01241,295.18,2
0.2254,0.3256,0.274,0.4919,-0.0859,0.0026,0.07643,311.82,0
0.086,0.251,0.4294,0.383,0.2623,-0.4364,0.06691,305.16,0
0.3156,0.4036,0.1869,0.4984,-0.3671,0.3161,0.09158,306.13,0
0.1446,0.017,0.0069,0.0066,-0.4204,0.8422,0.01537,295.02,2
0.1784,0.16,0.3358,0.4117,0.3545,-0.3298,0.07791,307.0,0
0.0643,0.0774,0.7212,0.1877,0.8063,-0.8212,0.05053,294.27,1
0.1703,0.1615,0.3804,0.4178,0.404,-0.3926,0.07904,300.85,0
0.1897,0.386,0.2158,0.3,-0.2828,0.1431,0.05613,307.34,0
0.1094,0.0114,0.0178,0.0046,0.2169,0.5456,0.00326,294.41,0
0.0549,0.0383,0.0168,0.0025,-0.3915,0.4712,0.01385,295.32,2
0.2709,0.2571,0.2653,0.5367,0.0157,-0.0025,0.11804,307.26,0
0.2556,0.2617,0.3322,0.3822,0.1187,-0.1244,0.07715,307.85,0
0.0349,0.0282,0.6814,0.1499,0.9205,-0.9115,0.01809,296.15,1
0.047,0.0625,0.7991,0.177,0.855,-0.8718,0.026,295.79,1
0.1399,0.1564,0.0383,0.014,-0.6064,0.5889,0.01017,295.66,2
0.2958,0.224,0.2815,0.5129,0.1137,-0.0399,0.06762,297.96,0
0.1649,0.2944,0.2976,0.4657,0.0054,-0.1289,0.03249,304.7,2
0.2429,0.0948,0.4807,0.5265,0.6706,-0.4801,0.0605,306.51,0
0.1956,0.2257,0.4432,0.3864,0.3252,-0.3557,0.07258,305.02,0
0.3168,0.3641,0.2667,0.3626,-0.1545,0.1216,0.03258,305.75,0
0.0523,0.0503,0.4226,0.0655,0.7874,-0.7835,0.01007,294.56,1
0.1623,0.2577,0.4032,0.3319,0.2202,-0.3151,0.02589,305.1,0
0.142,0.0166,0.0096,0.0081,-0.2654,0.7834,0.01281,293.01,2
0.1206,0.387,0.2929,0.47,-0.1384,-0.0715,0.08157,308.71,0
0.0471,0.0387,0.3106,0.1294,0.7784,-0.7573,0.02027,297.28,0
0.2225,0.2248,0.4713,0.5059,0.3542,-0.3565,0.09557,312.01,0
0.1395,0.1639,0.5303,0.3373,0.5278,-0.5552,0.13169,318.38,0
0.1185,0.2338,0.1509,0.2834,-0.2154,0.0771,0.03746,306.03,0
0.1512,0.3152,0.1393,0.469,-0.3871,0.2522,0.08123,300.57,0
0.0437,0.0636,0.7928,0.1122,0.8514,-0.8732,0.02226,294.79,1
0.2384,0.3292,0.6186,0.4974,0.3053,-0.371,0.09848,299.19,0
0.2343,0.2578,0.1839,0.3918,-0.1673,0.1446,0.03068,303.25,0
0.3358,0.2496,0.226,0.4572,-0.0495,0.1286,0.05517,311.26,0
0.2887,0.2726,0.2416,0.4298,-0.0604,0.0748,0.09063,308.5,0
0.1611,0.2555,0.2718,0.3159,0.031,-0.1323,0.05443,303.44,0
0.0897,0.0258,0.0301,0.0029,0.0776,0.3146,0.04771,292.25,2
0.3219,0.3866,0.2108,0.3584,-0.2943,0.2539,0.02507,311.19,0
0.0282,0.049,0.7434,0.1877,0.8763,-0.9013,0.02198,289.48,1
0.3043,0.2647,0.4935,0.3474,0.3018,-0.2686,0.03295,297.36,0
0.1693,0.2866,0.3856,0.3487,0.1473,-0.2569,0.04544,304.08,0
0.2433,0.376,0.1618,0.4975,-0.3984,0.3137,0.0667,297.15,0
0.2064,0.1737,0.4075,0.3969,0.4022,-0.3639,0.07101,302.21,0
0.1652,0.3348,0.1377,0.4028,-0.4171,0.2896,0.04675,304.78,0
0.1655,0.1362,0.3346,0.3253,0.4213,-0.3784,0.05194,315.74,0
0.1289,0.4106,0.1486,0.2939,-0.4684,0.2894,0.056,300.46,0
0.0551,0.0409,0.693,0.2354,0.8885,-0.8704,0.07149,297.75,1
0.2506,0.2769,0.3624,0.3274,0.1337,-0.1576,0.02593,312.92,0
0.0673,0.047,0.3322,0.1527,0.7521,-0.7065,0.03335,294.44,1
0.3256,0.2072,0.2036,0.4068,-0.0088,0.1337,0.05631,310.97,0
0.1333,0.2877,0.1843,0.3511,-0.2191,0.0664,0.07669,304.75,0
0.0209,0.0602,0.8219,0.1585,0.8635,-0.906,0.01051,294.78,1
0.1795,0.4472,0.1784,0.4198,-0.4296,0.2744,0.03009,303.74,0
0.0364,0.1,0.7398,0.2246,0.7617,-0.8312,0.03403,298.93,1
0.2613,0.341,0.2797,0.4783,-0.0988,0.037,0.03651,301.14,0
0.0213,0.0424,0.3979,0.2348,0.8074,-0.8518,0.02022,291.91,1
0.2603,0.2409,0.3432,0.5335,0.1751,-0.1559,0.05439,305.55,0
0.0384,0.1164,0.6425,0.1305,0.6933,-0.785,0.02659,297.03,1
0.2544,0.3183,0.3715,0.3687,0.0771,-0.1294,0.05129,303.72,0
0.2156,0.4134,0.4106,0.3779,-0.0035,-0.1324,0.08334,303.6,0
0.0468,0.0336,0.8319,0.0705,0.9223,-0.9078,0.02243,296.19,1
0.1348,0.4129,0.5609,0.3101,0.152,-0.3438,0.13728,306.49,0
0.3388,0.2706,0.2175,0.3649,-0.1087,0.167,0.05706,308.14,0
0.044,0.0313,0.8047,0.1261,0.9252,-0.9107,0.0181,295.97,1
0.3407,0.4426,0.26,0.3969,-0.2599,0.202,0.06383,301.75,0
0.0377,0.031,0.4158,0.1579,0.8614,-0.8474,0.02377,295.98,1
0.0532,0.0886,0.7674,0.1634,0.7931,-0.8309,0.01493,297.32,1
0.2204,0.3812,0.2229,0.4361,-0.262,0.1487,0.11372,307.13,0
0.2562,0.2455,0.5753,0.283,0.4018,-0.3927,0.06639,308.4,0
0.2137,0.2168,0.2242,0.4565,0.0169,-0.0204,0.13458,300.22,0
0.2111,0.3812,0.3444,0.2711,-0.0508,-0.0753,0.07368,311.38,0
0.2246,0.2056,0.1846,0.3573,-0.0539,0.0764,0.12739,308.26,0
0.1403,0.2112,0.2634,0.4528,0.11,-0.1995,0.08532,304.42,0
0.0579,0.0463,0.3964,0.0852,0.7907,-0.7676,0.01346,290.3,1
0.0393,0.0241,0.3551,0.0844,0.8731,-0.8361,0.00662,298.7,1
0.0249,0.0405,0.3819,0.1684,0.8084,-0.8423,0.03127,299.56,1
0.0563,0.033,0.6831,0.2109,0.9079,-0.8773,0.03459,293.55,1
0.169,0.1956,0.3089,0.5537,0.2245,-0.2577,0.04602,305.08,0
0.2287,0.2908,0.258,0.2635,-0.0598,0.0034,0.07771,302.76,2
0.0732,0.0481,0.7811,0.1379,0.8839,-0.8559,0.01283,303.05,1
0.1286,0.2436,0.2535,0.4239,0.02,-0.1533,0.01734,306.54,0
