altitude_km,vertical_extent_km,temperature_c,optical_thickness,droplet_radius_um,liquid_water_path,wind_shear,humidity_pct,albedo,pressure_hpa,cloud_type
0.1,0.1186,13.4059,7.7667,9.3949,5.4835,6.675,78.1521,0.1,1042.7303,Stratus
1.2095,0.607,5.5835,9.3146,9.4085,43.2441,4.6264,83.7102,0.4425,869.6601,Stratus
1.2571,1.1624,11.7293,8.3368,7.7878,62.413,4.5406,85.8353,0.5619,863.2346,Stratus
1.3514,0.7295,8.6327,10.0079,7.7466,27.5988,4.9301,80.7146,0.3013,860.6928,Stratus
1.0379,0.5046,9.4388,8.5765,8.8383,25.1164,3.8697,85.0173,0.3006,897.5014,Stratus
1.5822,0.7741,10.8278,8.4551,10.0542,55.6017,3.4284,89.3033,0.5243,870.1744,Stratus
0.4804,0.8483,8.8129,9.8182,9.671,62.2869,5.1179,91.6606,0.5725,951.3949,Stratus
1.881,0.2493,6.7327,8.0949,8.1673,17.9342,4.9676,97.7468,0.1839,829.8771,Stratus
0.4073,0.7363,6.1579,8.4698,8.1999,38.7322,4.3955,87.2725,0.3121,997.5403,Stratus
0.9353,0.8469,10.7814,8.628,10.1345,75.2843,3.0679,85.046,0.5455,924.4618,Stratus
1.4085,0.5037,2.3439,8.419,9.469,28.8788,4.5052,77.1428,0.3559,869.0852,Stratus
0.691,0.3882,14.8736,9.8923,10.9306,15.1812,4.3381,90.2272,0.185,948.5338,Stratus
1.4494,0.4848,9.4614,7.6998,9.6247,25.8439,3.6529,83.8278,0.2559,855.3282,Cirrus
0.7943,0.3116,7.8191,7.5036,10.0299,23.4994,3.1277,85.7836,0.2196,924.2945,Stratus
1.0709,1.0402,9.9313,7.226,9.867,11.5722,5.2543,82.9277,0.1329,904.6862,Stratus
0.8913,0.3065,6.92,5.9298,10.5175,25.3416,4.8777,83.1541,0.1782,923.1803,Stratus
0.6539,0.7756,8.3768,10.2805,8.8144,29.7653,4.3677,93.1988,0.2947,940.1727,Cumulus
2.3506,0.5503,5.039,7.4191,8.818,21.1492,7.3031,87.0027,0.211,764.6733,Stratus
0.4962,0.4175,10.3128,8.2137,9.033,0.0,4.0775,99.9547,0.1,951.0542,Stratus
0.1,1.2485,8.7254,10.3696,7.7484,69.193,6.4793,78.5148,0.657,1046.798,Stratus
0.5178,0.6477,9.6561,8.3297,8.9705,31.2547,4.668,97.4634,0.2343,960.2605,Stratus
1.0788,0.4322,14.191,9.1173,7.3214,37.878,4.7565,83.5152,0.2828,893.4515,Stratus
0.7739,0.394,6.1853,6.7953,8.8513,35.5863,3.0104,87.0183,0.2695,935.095,Stratus
1.6111,0.8356,8.5489,10.178,8.3702,69.661,3.8359,91.4161,0.574,818.2023,Stratus
1.5893,1.0306,3.22,8.3541,8.2131,54.4977,3.3144,95.6734,0.4025,845.4327,Stratus
0.809,1.2083,10.9251,7.278,9.3468,78.1827,5.1924,95.9886,0.6827,917.4852,Stratus
0.1,0.6329,8.9388,7.2772,9.8858,42.8212,5.4409,95.8334,0.3747,1011.3068,Stratus
0.2301,0.6089,9.0607,10.528,8.031,20.8927,4.164,85.799,0.304,1001.1101,Stratus
0.9807,0.7524,8.4492,7.7966,11.1629,29.7282,3.7243,100.0,0.2964,911.973,Stratus
0.1,0.7668,6.9763,7.3041,7.2292,37.4451,5.0923,92.3844,0.2774,1019.857,Stratus
0.7793,0.3912,17.7361,7.9803,10.8312,19.5813,3.2115,63.9239,0.1828,924.2629,Stratus
1.8528,1.285,9.1338,8.5544,10.5115,45.66,6.1371,87.9398,0.3905,822.2904,Stratus
1.2057,0.7089,10.0378,8.6822,9.6812,57.6286,3.5922,84.6272,0.4104,891.2573,Stratus
1.0274,0.9139,5.012,9.0332,10.6186,51.2985,4.9884,85.171,0.5965,917.229,Stratus
0.3755,0.8698,12.0979,8.7817,7.8143,59.5318,3.4103,92.7703,0.5137,992.0669,Stratus
1.109,0.8616,8.5679,9.2766,10.831,15.093,4.3129,90.1341,0.1489,897.7731,Stratus
0.8449,0.2984,10.5603,8.1727,8.9054,0.0,2.6461,82.2693,0.1,921.3608,Stratus
1.1432,0.6974,12.1582,10.9866,8.7086,22.1855,5.614,99.7042,0.2318,892.8171,Stratus
1.4363,1.6123,8.6363,7.9139,8.1441,102.2116,3.255,77.3992,0.65,860.4447,Stratus
1.5389,1.3349,6.6305,10.1229,10.8015,79.2677,6.0504,76.8589,0.7319,850.05,Stratus
1.0773,0.7628,0.8529,7.7812,9.7971,58.9772,4.0014,78.9914,0.4336,891.9615,Stratus
1.3072,0.5533,7.6449,6.7867,8.7907,33.3248,3.8394,91.2343,0.2712,905.9866,Stratus
0.6928,0.05,6.6116,6.4995,9.9779,0.0,4.6994,90.6191,0.1,931.8044,Stratus
1.6795,0.5011,4.9993,8.8647,10.0233,55.6291,3.9912,81.1813,0.5083,836.9044,Stratus
0.4677,0.6686,14.0858,9.8944,8.6347,33.3619,4.9568,82.9185,0.3424,950.9481,Cirrus
0.8755,0.5731,12.4397,7.1188,10.0072,18.8238,4.8034,87.6473,0.2995,908.6056,Stratus
1.742,0.6009,2.5956,7.447,8.5895,14.561,4.9583,79.132,0.1,814.8272,Stratus
0.711,0.949,9.538,8.9634,7.3122,54.4521,4.4903,94.0692,0.438,915.7176,Cumulus
0.1955,0.2999,6.1396,8.4969,8.2399,29.3687,6.3013,100.0,0.2995,999.7982,Stratus
0.7535,0.8091,10.2838,7.7972,9.1432,28.0327,4.7156,86.2599,0.1973,937.3005,Stratus
1.835,0.6559,6.2012,6.9649,9.3222,42.4512,4.7028,90.454,0.3848,842.515,Stratus
0.1,0.3471,7.1135,8.8709,6.589,23.4852,7.4559,88.5489,0.258,1059.0265,Stratus
1.0614,1.3696,12.3706,9.2835,7.6971,65.401,4.1053,98.621,0.5875,896.6395,Stratus
0.6196,0.9991,11.8677,9.0901,8.8916,68.5065,3.5885,100.0,0.5974,939.7663,Stratus
0.8994,0.3854,14.2832,8.5318,8.3594,13.4111,4.013,84.8207,0.1319,901.2288,Stratus
0.7909,0.9069,8.2403,7.2332,10.1283,37.1368,3.0544,87.9405,0.3529,929.675,Stratus
1.5763,0.1442,3.9052,8.8775,10.4661,22.9881,4.3746,94.5477,0.2543,832.7725,Stratus
1.0323,0.4346,12.2245,8.7878,8.0756,47.2837,4.6746,90.4419,0.4492,877.7055,Stratus
1.6063,1.231,12.2448,6.9241,10.1211,59.7977,6.2788,80.3884,0.376,854.7055,Stratus
1.7705,0.8406,11.1989,8.1372,9.1029,47.8839,5.4338,73.2101,0.4009,811.5793,Stratus
1.0179,0.8085,6.3969,8.9397,8.9813,54.4383,2.8947,82.9046,0.4688,898.5121,Stratus
0.7843,1.0948,5.2522,8.4061,9.0771,66.7982,3.4784,90.3059,0.6518,927.3869,Stratus
1.2263,0.9445,10.8759,6.1474,11.0075,50.8368,5.2584,84.5305,0.3091,871.6202,Stratus
1.3421,0.5936,5.8985,7.7316,10.1921,32.2733,3.6507,79.2451,0.281,855.6147,Stratus
0.308,1.0746,7.9221,7.6517,8.2926,81.5805,3.3965,83.041,0.6431,996.0102,Stratus
1.1416,0.05,19.1728,9.1712,10.3505,9.3457,2.9445,100.0,0.1,880.3506,Stratus
0.8479,0.433,16.4513,11.6181,10.0548,0.0,4.184,78.6551,0.1,888.1529,Stratus
0.7478,0.6612,11.7744,8.6608,9.2826,5.0108,4.4968,85.1654,0.1451,934.8006,Stratus
0.5854,0.9191,6.6821,7.0624,8.5051,24.3339,4.5923,83.5545,0.2416,950.9399,Stratus
0.6246,0.57,6.4719,8.3074,8.5418,12.2623,4.1249,100.0,0.1864,928.8805,Stratus
1.7534,0.05,11.5053,8.5128,8.0896,0.0,4.0724,75.9039,0.1,826.6898,Stratus
0.7816,0.05,14.2395,9.4079,9.6567,0.0,2.3561,81.4017,0.1,932.9456,Stratus
1.6863,0.6728,7.2093,9.9905,8.8344,35.4584,3.8385,88.2022,0.4128,843.1573,Stratus
1.0786,0.5089,7.4012,10.1692,8.7986,26.9925,4.1015,89.0371,0.3664,899.5573,Stratus
0.3204,0.336,9.307,9.1447,9.2366,8.9597,3.6408,96.6664,0.1,985.9444,Stratus
1.1145,0.2691,4.1386,8.499,11.0322,35.7983,4.4998,95.84,0.4365,900.4891,Stratus
0.2872,0.7535,4.2456,10.2801,9.1914,18.633,4.1077,82.0623,0.2131,980.0773,Stratus
1.3643,1.2209,4.884,8.083,9.6481,75.2277,2.7661,90.2022,0.6007,849.4305,Stratus
0.8753,0.7535,10.9112,8.5654,9.1995,49.8167,4.0567,86.3098,0.4654,914.4657,Stratus
1.5131,1.2262,9.952,8.2079,10.9195,52.1146,5.0172,84.033,0.4066,860.0444,Stratus
1.8601,0.5504,12.9793,5.9424,9.8529,35.6639,6.5365,95.8242,0.2663,826.1632,Stratus
0.1,0.8774,2.9198,10.0261,7.7828,57.3016,4.4215,89.7304,0.5675,1023.4178,Stratus
0.7233,1.2408,3.6908,9.3106,9.5621,80.1468,5.0468,100.0,0.5506,929.8101,Stratus
0.2743,0.6369,10.595,5.656,6.4263,0.0812,5.2171,91.5032,0.1,1005.1868,Stratus
2.295,0.7104,5.9479,9.7021,8.345,50.522,5.905,95.1133,0.4452,774.1493,Stratus
0.7358,0.5502,6.202,8.1359,8.379,31.7493,4.454,65.9824,0.3223,936.9032,Stratus
0.2109,0.937,12.5446,9.6863,8.8561,63.7483,5.7874,88.4198,0.5833,970.5738,Stratus
2.3442,1.0609,7.0647,8.5909,8.3289,13.0081,4.8046,91.1676,0.209,771.4073,Stratus
0.5644,0.8405,7.4743,6.8712,9.8438,44.0222,3.7939,91.9063,0.3231,958.832,Stratus
0.1,0.6082,8.1247,8.5316,7.8817,13.6359,5.0799,100.0,0.1,986.1802,Stratus
0.305,0.1001,8.337,7.4219,7.2121,27.9558,4.8986,92.6718,0.2111,975.2481,Stratus
1.0859,0.6806,11.3973,7.0325,9.3095,30.2206,5.5892,78.0296,0.3643,893.3365,Stratus
1.0274,0.6232,4.765,9.5404,11.3118,50.3717,3.5221,92.0427,0.6539,905.0603,Stratus
0.4984,0.7944,8.3416,8.9699,6.4033,69.8934,3.9557,94.4341,0.6667,964.9581,Stratus
0.709,0.7467,13.0683,10.2971,9.2562,49.331,4.1263,82.8587,0.4308,955.0697,Cumulus
1.0318,1.329,16.4646,8.0267,8.4125,109.4205,4.0343,84.4486,0.6446,908.6701,Stratus
1.7943,0.4214,4.2518,7.3445,10.7063,3.9018,3.3674,94.0427,0.1,832.3773,Stratus
1.2,0.0699,10.1585,9.2666,10.0957,0.0,4.4098,87.7791,0.1,873.2963,Stratus
0.6621,0.243,8.3346,7.4996,8.8086,27.1743,4.6186,96.513,0.3507,923.1947,Stratus
0.8629,0.4466,8.6542,8.1278,9.8597,13.8015,4.5995,89.2528,0.1638,931.2494,Stratus
1.4618,1.1328,6.2365,9.1301,10.2891,49.1327,3.4551,70.3128,0.4767,849.2789,Stratus
2.008,0.1811,11.6453,8.3489,9.2191,6.1079,5.8477,88.2432,0.1,794.6391,Stratus
0.3372,0.2345,11.4657,7.9135,7.9767,2.4368,5.7502,84.5998,0.1,941.347,Stratus
1.6685,0.8656,17.8301,6.8168,8.6684,76.7719,6.6771,92.7132,0.5233,844.5456,Stratus
0.8123,1.0397,4.3762,9.6243,9.4325,69.9435,4.337,91.1758,0.6534,909.1815,Stratus
0.1,0.0803,2.8823,8.0579,7.7919,0.0,5.7918,80.2516,0.1,1001.1156,Cirrus
0.1,0.05,16.1916,9.2417,5.609,0.0,4.6796,89.38,0.1,1039.9519,Stratus
1.8005,0.3854,8.8184,9.0832,10.4376,24.9725,3.7489,92.082,0.3023,790.7003,Stratus
1.872,0.9629,7.4012,9.8095,11.0667,66.8935,5.7559,91.3472,0.6385,823.9574,Stratus
0.6586,0.7573,9.6588,8.2173,8.6317,47.0678,2.5678,95.6116,0.3857,924.2407,Stratus
0.8727,0.4,4.118,8.0827,9.9093,2.8363,4.1603,79.6167,0.1,915.5031,Stratus
0.1,0.9958,10.3155,7.1701,8.0981,36.0222,7.1447,86.547,0.2921,1015.7248,Stratus
1.4572,0.7497,8.7191,7.8488,9.1782,31.4243,4.546,69.9723,0.274,836.842,Stratus
0.983,0.657,12.7582,8.9094,8.8681,40.9517,4.6388,97.2362,0.4403,898.7117,Stratus
0.1,0.0543,11.9995,7.5195,7.6968,0.0,5.0728,88.7727,0.1,994.3424,Stratus
1.1228,0.3918,12.2912,8.8789,8.4195,33.2521,4.1689,87.1057,0.3334,871.0287,Stratus
0.1663,1.4828,9.6679,10.2608,8.8849,95.4352,6.7409,86.9755,0.7706,1006.7996,Stratus
1.3345,0.5655,14.6152,7.9657,8.5951,37.9099,5.02,91.842,0.3783,853.9085,Cumulus
0.3503,0.3173,11.0169,6.9228,7.1504,28.3909,5.376,96.3254,0.2536,953.2724,Cumulus
1.2022,0.5471,7.1341,8.0039,9.7225,10.8199,4.1309,85.6705,0.1593,859.1859,Stratus
0.6082,0.7476,6.1677,6.7928,8.2446,32.2854,3.6718,91.276,0.2563,952.1287,Stratus
0.1,1.0533,6.5621,10.1011,7.0718,43.1057,8.0284,91.1829,0.4857,1045.2281,Stratus
1.5977,0.9484,11.0609,8.6018,9.5961,58.892,4.6528,70.4122,0.5962,843.0267,Stratus
1.6306,0.4294,4.3393,7.6259,8.0971,7.3015,4.8797,82.3359,0.1513,856.3249,Cumulus
0.6869,1.2086,9.5429,7.8282,10.4294,65.5825,4.6038,91.484,0.4795,940.8038,Stratus
1.1647,1.0259,6.0849,7.0815,10.3579,52.8213,4.6346,97.8708,0.4475,888.1912,Stratus
1.2629,0.5219,4.6141,9.7134,9.0666,42.9056,5.4594,98.8726,0.3783,867.5407,Stratus
1.2823,0.6487,5.1792,10.7046,9.5915,18.7861,2.8001,78.2026,0.2371,865.8657,Stratus
2.0354,0.9403,8.9167,6.7071,10.3443,66.384,5.675,95.9953,0.4886,795.9286,Stratus
1.2501,1.1299,11.6732,9.7519,9.665,55.2355,5.7522,96.2652,0.6046,882.3164,Stratus
0.7854,0.0925,6.6342,8.205,10.5749,0.0,4.6568,91.3019,0.1,935.8147,Stratus
1.2567,0.7282,1.7341,10.021,9.5394,37.1739,4.0167,71.8413,0.403,871.5108,Stratus
0.742,0.6876,20.0402,6.2994,10.1672,60.4238,4.2879,83.703,0.4016,910.6363,Stratus
0.3607,0.4717,12.9123,8.7705,6.9879,16.1576,4.9597,88.8665,0.1602,964.9071,Stratus
1.7318,0.4697,12.263,8.0105,8.4889,3.025,6.1234,86.1126,0.1,837.4552,Stratus
1.3205,1.1218,14.6976,9.2909,11.2693,51.9141,4.3691,70.6512,0.5327,868.8796,Stratus
0.1,0.9139,9.3233,8.5734,7.0011,47.239,5.3222,85.9097,0.3812,1029.774,Stratus
0.5898,1.5427,8.5275,8.5267,7.9024,123.0566,4.5495,80.5547,0.8434,952.921,Stratus
1.4546,0.4721,13.7453,8.3728,10.0129,30.9714,4.9965,92.7266,0.3904,876.2251,Cumulus
0.1,0.7549,13.7216,10.3748,9.4579,27.917,6.1089,91.8394,0.299,1016.0437,Stratus
0.5482,0.8239,11.1532,8.29,7.9743,44.1686,5.0153,92.1846,0.3657,939.055,Stratus
2.5969,1.0584,12.0887,9.5371,8.0721,84.7284,8.2103,85.045,0.6871,725.8897,Stratus
0.8013,1.2434,4.6643,9.2542,7.877,68.8659,4.5242,88.1623,0.55,920.9759,Cirrus
1.6496,0.7374,8.0989,9.5666,8.8577,41.3574,3.9408,87.3287,0.4048,823.4702,Stratus
1.9003,0.2621,14.9634,7.2823,9.9449,1.2264,5.0854,95.309,0.1,808.1078,Stratus
0.4549,0.4156,11.8152,9.3486,7.9367,34.124,3.7236,83.7334,0.3269,947.3711,Stratus
1.1598,0.7571,3.8829,8.9042,8.4364,30.4115,3.8086,81.9425,0.395,878.1367,Stratus
2.2353,1.1491,7.1411,7.0727,8.6715,77.2877,5.9841,95.6923,0.4882,774.0185,Stratus
1.2757,0.1214,14.3933,8.2451,8.6475,18.7018,4.9819,94.5669,0.2528,868.1441,Stratus
2.4193,0.232,10.5933,11.2531,9.5921,23.3517,6.2928,91.7275,0.2466,746.6148,Stratus
0.6179,1.0029,9.6366,8.0298,9.2841,44.6665,3.1372,100.0,0.4024,937.2427,Stratus
2.0783,0.1825,9.7419,8.0588,10.0992,0.0,7.1614,100.0,0.1,800.0538,Stratus
1.01,0.25,8.7075,9.0409,9.5131,9.8444,3.036,97.8452,0.1038,894.8798,Stratus
0.8035,1.1546,7.1651,7.851,8.5797,54.0015,4.8452,82.0213,0.4616,924.4819,Stratus
1.384,0.6115,6.0824,8.6685,8.987,22.6994,4.5626,94.6488,0.2164,867.4259,Stratus
0.9331,0.5809,12.5361,7.9613,9.2671,22.6929,3.5137,88.8819,0.1853,901.233,Stratus
0.9493,1.2473,9.8314,8.9829,10.9726,81.8039,4.2635,83.5016,0.6095,930.692,Stratus
1.2911,0.2748,11.4747,8.4257,8.59,0.0,4.246,82.071,0.1,890.2135,Stratus
0.1,0.1944,10.9134,10.8424,6.8342,0.0,6.3112,90.1542,0.1,1038.898,Stratus
0.5208,1.3517,13.9305,8.5552,7.5674,71.6958,3.5938,94.5347,0.6072,932.9022,Stratus
1.4336,0.7933,10.5912,8.2329,10.3681,71.1657,4.102,99.0346,0.63,847.421,Stratus
1.5949,0.9719,11.8826,9.7353,9.2794,60.0833,4.603,93.3929,0.6147,847.0072,Stratus
1.2143,0.5756,9.5855,6.8307,10.807,15.8226,4.7654,92.5914,0.108,858.4864,Stratus
1.1655,0.6574,5.6839,10.5301,9.3086,54.6062,3.5496,86.3531,0.4658,880.8799,Stratus
1.2414,0.4185,8.2103,7.3138,10.3914,19.8149,3.3968,89.7322,0.2054,853.0737,Stratus
1.5747,0.8272,11.0647,9.9309,9.0489,82.801,3.7321,76.0409,0.734,840.5984,Stratus
0.1443,1.0325,11.3719,10.2479,6.3937,65.0994,5.6543,92.522,0.72,986.1331,Cumulus
0.6943,0.7784,14.0786,7.869,9.8564,53.79,2.6265,91.4537,0.4095,904.7416,Stratus
0.9553,1.1244,7.3903,7.9843,9.2606,78.1267,5.0906,100.0,0.645,918.3884,Stratus
1.1175,0.965,9.791,8.369,8.6364,79.5278,4.0861,87.6824,0.5982,893.9231,Stratus
0.1,0.2806,8.548,9.2459,8.0132,5.2054,7.0509,97.5302,0.1,1031.4548,Stratus
0.2456,0.6421,14.6851,7.3023,7.262,51.611,4.5183,84.205,0.334,997.9945,Stratus
0.99,0.5206,10.3176,8.3689,9.0511,27.1592,3.7688,100.0,0.2254,902.6961,Cirrus
1.6079,1.0014,10.3846,8.1239,8.6245,54.541,3.9857,99.5959,0.4747,847.9824,Stratus
0.7486,0.8846,8.8752,7.1184,9.2713,58.7536,3.6019,97.0555,0.5322,931.9508,Stratus
0.5999,0.751,8.2123,7.246,10.133,54.6292,3.1605,88.4818,0.2786,938.4107,Stratus
1.3172,1.1054,3.9297,8.6539,9.8549,70.9427,4.5727,86.2221,0.6037,874.6291,Stratus
0.8032,0.05,4.5858,8.6326,9.1623,22.8226,3.7117,85.0322,0.2087,926.511,Stratus
1.5285,0.4587,9.626,7.5832,9.22,49.6746,3.2046,80.2182,0.3887,856.2703,Stratus
0.8672,0.4927,9.1895,8.5951,6.5511,27.318,3.7469,91.7411,0.302,926.3781,Stratus
0.3309,0.8007,9.6455,7.7237,7.3458,31.4149,4.7643,86.0131,0.3652,994.645,Stratus
1.8524,0.9211,12.2949,10.0685,9.5712,67.3423,6.2372,91.0614,0.586,825.9597,Stratus
1.7424,0.6995,9.3253,8.3764,8.9932,5.2359,3.8204,89.3587,0.1,820.3484,Stratus
0.4267,0.174,7.7809,9.817,7.1785,24.4736,6.3727,79.41,0.1962,965.1016,Stratus
1.2374,0.8627,8.2651,6.4688,10.1174,36.6924,3.0118,96.4902,0.3001,856.8084,Stratus
0.804,0.7512,9.8537,8.8873,10.4104,64.6569,2.5153,88.7687,0.5303,939.211,Stratus
1.3714,0.1125,7.67,9.2153,9.0887,0.0,5.2778,94.8976,0.1,855.7821,Stratus
0.4746,0.5818,12.7254,8.3345,9.4513,28.2319,3.2438,78.6769,0.3001,988.9507,Stratus
1.5231,0.8496,8.9605,7.8534,10.6909,56.7226,5.8289,81.8887,0.4559,843.5186,Stratus
1.717,1.3613,9.8808,8.3153,8.6891,85.1137,4.0978,84.8611,0.6188,835.5861,Cumulus
0.4316,0.2644,6.142,9.391,8.0006,2.9453,4.0912,89.9432,0.1,959.9214,Cumulus
1.0406,1.016,12.7271,7.0474,11.217,53.966,3.2201,87.1714,0.4263,898.4338,Stratus
1.7296,0.2694,14.0364,9.3406,8.2003,28.3966,5.7379,98.9148,0.2536,824.9947,Stratus
0.3992,0.1918,4.229,8.882,7.8411,30.9167,5.6848,96.277,0.298,973.6214,Stratus
0.5987,0.2154,10.4031,8.187,10.9244,10.9758,3.4613,82.1526,0.1,942.0736,Stratus
1.397,0.942,8.6223,8.2383,8.5628,44.4402,4.0935,100.0,0.4047,850.9313,Stratus
0.9036,0.752,9.9941,8.5742,10.3893,32.5215,4.3263,87.3214,0.3807,914.9337,Stratus
0.1,0.5741,10.5823,10.4903,6.7829,33.578,5.0944,98.3298,0.3624,999.2788,Stratus
0.8079,0.8831,1.1777,8.9176,9.4328,61.3809,5.0971,85.7235,0.5977,919.1597,Stratus
2.0479,0.7163,11.6582,7.3688,10.5219,37.276,5.7378,92.9978,0.3492,816.8383,Stratus
2.2377,0.7442,12.8934,7.9776,8.9871,20.7499,5.9191,95.5991,0.1758,770.9411,Cirrus
0.6177,0.5786,13.2868,7.1265,8.9034,53.0951,2.4859,75.9657,0.4488,936.0455,Stratus
0.452,0.289,5.6938,6.2323,9.1859,0.0,3.3521,100.0,0.1,949.0452,Stratus
0.7252,1.3765,8.8916,7.1054,7.69,100.4948,4.2156,81.7496,0.5318,923.3921,Cirrus
2.0811,1.2602,7.1138,8.6441,11.5523,74.9876,6.0248,85.2072,0.4286,797.3462,Stratus
1.5053,1.3361,2.2966,10.0287,10.9567,88.5633,5.1687,83.1586,0.6784,837.8803,Stratus
1.8785,0.4843,6.8281,9.6949,9.0041,17.9165,4.8654,83.4622,0.1778,798.8937,Stratus
1.5992,0.4272,5.2056,7.1137,9.2651,11.3852,3.196,83.8391,0.118,844.33,Stratus
0.2084,0.5342,10.1708,7.5428,10.2346,41.3695,4.1512,78.4481,0.3835,990.6144,Stratus
0.4307,1.1296,3.2899,7.3736,8.3752,70.14,6.1668,94.0899,0.489,970.5719,Stratus
0.5823,0.6999,5.5716,5.4021,8.686,15.6562,3.5876,88.922,0.1,930.7062,Stratus
0.6868,0.4827,7.1819,8.2988,10.7101,57.0972,4.0742,86.8937,0.4491,949.1551,Stratus
0.593,0.8455,11.6956,9.4639,7.6217,48.5628,2.3381,96.1287,0.4752,937.2562,Stratus
0.6628,0.4054,18.7222,8.1971,9.0505,21.1213,3.3015,100.0,0.3086,926.5284,Stratus
1.3843,0.1578,10.0608,6.9786,9.5014,15.2405,3.9063,75.5196,0.1797,873.1545,Stratus
1.0815,0.7517,5.3876,7.4858,8.6222,67.3295,4.2494,100.0,0.4205,911.4464,Stratus
1.7319,0.4936,6.6232,8.1054,7.854,18.8285,4.258,87.8146,0.1825,818.7558,Stratus
1.1511,0.6945,11.3032,9.4243,9.3602,30.5782,2.9462,77.1925,0.3822,874.0313,Stratus
0.5942,0.05,4.289,8.2806,9.6008,0.0,3.5972,91.3017,0.1,947.6958,Stratus
1.1131,0.3432,12.8385,9.2619,8.887,23.8812,3.911,87.0647,0.167,872.894,Stratus
0.1,0.682,9.9569,8.4024,6.9854,25.262,4.5536,94.8843,0.3067,1033.5398,Stratus
0.1,0.0934,8.5622,8.7841,8.5804,13.5528,6.2843,89.1631,0.184,1043.5597,Stratus
1.3859,0.107,3.1029,7.3718,10.0552,12.0748,4.7058,90.8544,0.1113,867.0014,Stratus
1.611,0.7155,12.2214,7.677,8.8401,29.775,3.9679,84.5183,0.2473,843.9625,Stratus
1.0433,0.9806,6.3343,6.993,10.4935,64.7589,4.8658,79.7725,0.5148,885.5705,Stratus
0.7652,0.3433,9.5379,9.222,9.1952,28.4459,4.276,93.9341,0.2357,911.435,Stratus
0.1949,0.5951,8.4499,8.1506,9.7467,32.5242,4.1886,83.8003,0.2312,1002.5209,Stratus
1.7002,0.6044,3.4567,4.1828,10.2699,39.5678,4.5348,91.2191,0.1584,832.5992,Stratus
1.2955,0.0751,8.1926,9.0774,8.2293,21.4371,4.1267,99.8868,0.275,859.0395,Stratus
1.1747,1.1736,4.764,9.669,8.4971,79.0982,5.3963,86.7217,0.6014,878.1287,Stratus
0.9971,0.6268,6.7179,7.5259,8.8729,42.3581,3.2808,93.6006,0.326,884.5464,Stratus
0.7183,0.6311,10.5147,9.0763,9.5246,36.5907,4.0305,87.7552,0.3483,942.4708,Stratus
0.332,0.8492,11.4586,8.2483,8.8001,55.6184,5.0494,85.0828,0.5001,989.9062,Stratus
1.1516,0.076,8.9361,5.9586,8.2035,19.8892,5.272,75.5012,0.124,895.3868,Stratus
0.6769,1.068,5.9062,10.8436,9.5492,73.5143,2.9927,87.6848,0.6636,942.1929,Stratus
0.7456,1.1202,6.7341,8.2555,9.8739,57.5316,4.1781,86.6861,0.4479,933.0685,Stratus
2.0307,0.7562,6.6733,8.7417,9.3196,40.6908,6.694,81.0336,0.4499,783.1852,Stratus
0.9712,0.8849,1.5203,7.7505,9.4839,76.0847,4.9689,71.7193,0.5647,908.25,Stratus
0.1,0.5696,9.2564,8.1454,6.6175,38.3368,8.016,74.6387,0.3717,1088.759,Stratus
0.6787,1.0453,3.1687,8.694,8.3259,62.2346,4.9672,100.0,0.4961,941.9227,Stratus
0.3991,0.3708,9.2667,7.249,8.2688,31.788,5.0134,88.3025,0.2659,968.3001,Stratus
0.9165,0.687,3.892,10.5328,9.7158,32.92,4.2597,76.5103,0.4064,900.9477,Stratus
0.1453,0.7109,4.7781,9.5058,7.9307,51.8788,4.5372,83.1831,0.4801,997.504,Stratus
1.2602,0.6845,11.3402,9.1202,9.3117,75.9954,3.6222,88.0811,0.5525,860.7317,Stratus
0.8224,1.1277,9.086,8.3299,8.2441,71.7077,4.0391,91.5908,0.5744,921.6374,Stratus
0.7146,1.5753,2.4031,7.5865,7.0049,119.0688,5.0812,86.1342,0.6565,920.4406,Stratus
1.0898,0.6561,7.0442,9.7361,10.9264,34.7654,3.9112,100.0,0.366,869.6461,Stratus
0.954,0.8881,9.9168,9.2328,7.1735,47.275,3.7619,100.0,0.5133,916.3102,Stratus
0.9192,0.379,6.8325,8.0207,9.6671,37.09,3.8071,91.0639,0.344,913.1232,Stratus
0.8655,1.1128,7.799,7.1986,9.2298,42.9687,5.1904,85.0701,0.2954,917.1511,Stratus
0.9878,0.493,9.8543,6.6089,9.1326,32.2051,3.5206,91.0607,0.2911,885.8628,Stratus
1.2059,1.9581,9.1565,8.5343,9.3886,136.5952,3.8082,77.3688,0.7664,874.7331,Stratus
1.1308,0.05,5.5271,8.2013,9.511,10.7934,5.2388,95.9958,0.1452,891.3658,Stratus
1.6761,1.559,9.0781,9.9227,10.0247,60.7919,5.1425,89.3738,0.6027,833.5447,Stratus
0.672,1.0965,7.9943,9.6906,7.2902,42.2217,3.5294,78.3438,0.4043,925.738,Stratus
1.1429,0.2511,15.0344,8.5467,9.3011,10.0015,3.2259,83.3259,0.1,902.0414,Stratus
2.4677,1.6278,8.6392,8.4027,8.3133,113.5556,6.8215,92.5877,0.667,750.2509,Stratus
0.9754,0.3286,9.4724,7.1175,8.3749,25.3851,3.5147,74.6784,0.3485,869.0761,Cirrus
0.9987,0.5743,9.9093,9.7732,8.5352,29.6713,2.727,80.8519,0.2435,902.5116,Stratus
