momentum_gev,track_chi2,ecal_energy,hcal_energy,ecal_hcal_ratio,dE_dx,isolation_score,n_hits,particle_type
19.6459,1.4057,0.0826,1.3682,0.0569,0.3151,0.1628,18.71,1
12.5326,0.8191,0.5288,0.0803,0.8682,0.7124,0.0647,25.54,1
6.5558,2.2244,6.0419,0.4536,0.9302,1.184,0.203,15.02,0
5.8152,1.2945,1.9287,4.5492,0.2977,2.1814,0.5877,11.04,2
5.6588,0.8098,0.7273,0.175,0.806,0.7642,0.3368,22.22,1
7.9286,0.6179,0.1402,0.2549,0.3548,0.6307,0.2201,24.99,1
37.1466,0.522,0.4654,1.5066,0.236,0.4796,0.181,20.34,1
8.0831,0.5629,0.3042,0.3866,0.4403,0.7779,0.5682,18.46,1
2.7575,1.2186,2.4714,0.0203,0.9919,1.2968,0.0658,20.34,0
5.2687,1.8837,1.6348,2.1288,0.4344,1.5188,0.2913,17.73,2
17.0788,2.0267,16.573,0.3129,0.9815,0.8104,0.1731,17.28,0
5.6815,1.0322,0.02,1.9849,0.01,1.7055,0.6803,17.58,2
6.6094,1.3625,5.8298,0.013,0.9978,1.1613,0.0406,17.13,0
5.4677,2.3923,0.4333,3.4122,0.1127,1.6247,0.7776,17.88,2
4.3829,1.4485,1.2012,2.9378,0.2902,1.6252,0.359,17.81,2
2.2256,2.9355,0.5385,1.0492,0.3392,1.9607,0.5946,12.98,1
8.3335,0.6649,0.3519,1.0127,0.2579,0.7326,0.0462,24.48,1
8.7343,1.3588,2.2143,4.2732,0.3413,2.0137,0.5984,9.11,2
14.9151,0.5796,0.2401,0.3109,0.4358,0.748,0.0466,19.77,1
65.8208,0.8854,0.0994,0.1194,0.4542,0.3,0.1015,18.98,1
5.9238,1.368,0.163,0.1091,0.5989,0.7864,0.5146,24.26,1
3.9521,4.2622,0.5664,2.6166,0.178,1.7655,0.2828,13.55,2
6.6204,1.2952,6.6147,0.0209,0.9968,0.9888,0.2558,16.33,0
9.1907,0.6948,0.3043,1.6136,0.1586,0.6469,0.2107,24.37,1
6.4257,1.7371,0.0403,1.8557,0.0213,0.6794,0.2427,20.23,1
4.6269,1.5303,4.3345,0.282,0.9389,1.1578,0.0756,17.05,0
7.8589,0.8736,0.0926,0.5513,0.1438,0.558,0.1682,22.57,1
10.6955,1.8563,0.3795,0.0698,0.8447,0.8498,0.3015,24.86,1
6.1695,1.3351,1.5596,3.7373,0.2944,1.308,0.6948,17.24,2
7.8746,0.6377,0.0274,0.725,0.0365,0.6146,0.3224,21.87,1
6.4029,0.8915,0.9449,0.301,0.7584,0.7972,0.1534,21.08,1
17.9257,0.6959,0.6452,0.1083,0.8563,0.4473,0.5499,22.03,1
7.8611,0.544,0.7252,0.1249,0.8531,0.623,0.2968,23.78,1
11.7831,1.8478,10.8544,0.3039,0.9728,1.0684,0.3674,20.02,0
7.7349,0.5888,0.1356,1.191,0.1022,0.4817,0.1749,25.0,1
6.9746,0.608,0.1396,0.3383,0.2921,0.7356,0.1225,24.29,1
18.3623,0.7277,0.0756,0.442,0.1461,0.4547,0.3356,22.06,1
2.7224,2.4795,0.8347,1.973,0.2973,1.8291,0.487,12.28,2
10.3936,2.4258,1.643,5.9572,0.2162,1.4995,0.6198,20.35,2
31.2476,1.0539,0.5527,0.2248,0.7108,0.4222,0.1726,22.94,1
3.5205,1.5499,1.2534,2.0571,0.3786,1.5067,0.3618,14.91,2
5.0261,1.6748,0.8278,0.3861,0.6819,0.7971,0.0565,24.42,1
12.1332,0.919,0.6122,0.2693,0.6945,0.7016,0.4017,22.93,1
5.7668,1.1006,4.8315,0.0614,0.9875,1.1636,0.3336,16.89,0
8.923,1.5186,0.413,0.4732,0.466,0.7445,0.2994,25.71,1
2.2023,1.3959,1.9461,0.4244,0.821,1.214,0.154,16.86,0
11.8115,0.757,0.6474,0.4574,0.586,0.5742,0.1277,24.24,1
3.1118,1.85,0.8162,2.1115,0.2788,2.0478,0.5233,15.54,2
9.6923,0.8569,0.6576,0.7446,0.469,0.5763,0.2207,22.35,1
12.2023,1.0271,0.4959,0.1216,0.803,0.5486,0.169,19.64,1
17.0182,1.3432,0.0094,0.4222,0.0219,0.3,0.0422,21.5,1
40.1935,0.5458,0.6347,0.0861,0.8806,0.7555,0.4383,21.93,1
3.8674,0.7549,0.3628,0.3431,0.5139,0.8401,0.3629,23.86,1
5.2062,4.7691,1.4049,3.2884,0.2993,1.3047,0.4345,9.99,2
2.6535,1.7812,0.1913,0.939,0.1692,2.0142,0.4101,15.36,2
2.9874,1.3131,2.9189,0.0323,0.9891,1.0917,0.1286,17.67,0
3.8519,1.1705,3.3833,0.5569,0.8587,1.2231,0.3402,21.01,0
4.4092,1.08,1.3704,0.4018,0.7733,0.9426,0.1558,22.85,1
7.5502,4.9891,3.6763,4.3167,0.4599,1.6293,0.5083,17.11,2
2.263,3.0188,0.4787,1.3484,0.262,2.04,0.2509,17.99,2
3.7423,0.9587,0.3773,0.7113,0.3466,0.8755,0.3993,22.63,1
6.4897,1.5875,0.8078,4.4069,0.1549,1.4768,0.6523,15.4,2
6.8273,1.2375,1.2753,3.5911,0.2621,1.4391,0.5353,19.33,2
17.5818,2.4796,0.1666,1.5265,0.0984,0.5457,0.2344,22.82,1
56.9293,0.5518,0.5784,0.5936,0.4935,0.4611,0.1965,20.59,1
12.7449,0.9502,4.4623,0.4026,0.9173,0.801,0.0239,25.15,1
2.7188,2.2124,2.8203,0.7786,0.7837,1.3402,0.0572,19.51,0
16.5263,1.8983,0.2917,0.0114,0.9625,0.4363,0.0419,23.36,1
30.5134,1.8566,9.7828,24.6705,0.2839,1.2197,0.6441,13.2,2
4.621,1.9211,0.0292,3.4082,0.0085,1.8455,0.522,15.74,2
44.2965,1.6607,0.045,0.4686,0.0876,0.3,0.4659,23.59,1
7.8892,2.5558,0.7004,0.2745,0.7185,0.6464,0.181,19.39,1
7.7703,2.811,0.7307,3.6677,0.1661,1.8117,0.5142,10.95,2
24.5382,1.2574,0.3539,0.6564,0.3503,0.4633,0.2197,24.19,1
6.8801,1.3005,6.5579,1.0717,0.8595,0.6611,0.0731,17.87,0
12.4935,0.7747,1.9585,0.5984,0.766,0.65,0.2746,23.25,1
7.4957,0.6435,0.2452,0.5821,0.2964,0.6895,0.3449,19.14,1
8.1629,1.8777,6.9147,0.081,0.9884,0.9081,0.1666,21.37,0
3.9759,0.5335,0.0738,1.0857,0.0636,0.5435,0.4449,18.06,1
9.0834,1.4034,9.2894,1.0841,0.8955,0.9697,0.0806,15.09,0
16.8227,1.2329,2.2671,14.5274,0.135,0.804,0.7926,17.59,2
23.8368,1.9412,0.4466,0.6652,0.4017,0.7189,0.2185,19.56,1
26.8262,0.6208,0.1714,0.4907,0.2588,0.5398,0.0154,20.24,1
30.7321,1.9768,0.2974,0.8039,0.2701,0.4568,0.3292,22.42,1
5.2907,1.2643,1.6141,0.2169,0.8815,0.8891,0.1509,20.57,1
7.2011,1.0046,0.0175,0.9556,0.018,0.8835,0.3632,20.72,1
10.5047,0.9022,0.0101,0.0775,0.115,0.7276,0.5197,22.85,1
7.0551,1.0902,7.1591,0.3793,0.9497,1.0477,0.3153,18.55,0
5.0414,2.1225,0.4627,3.1296,0.1288,1.5587,0.3092,17.49,2
6.834,0.6597,0.0779,0.1847,0.2967,0.755,0.097,22.69,1
23.7797,0.8416,0.3851,0.0969,0.799,0.5364,0.1836,19.7,1
4.0664,4.5797,0.7896,2.6613,0.2288,1.7315,0.4841,16.52,2
4.2513,0.5152,0.7854,0.0351,0.9572,0.8338,0.1899,19.31,1
3.5037,0.8083,0.8235,2.0904,0.2826,2.0839,0.3645,15.55,2
8.059,1.0862,2.6283,5.6301,0.3183,1.5442,0.6377,11.52,2
28.1806,0.8378,0.9819,0.061,0.9415,0.3561,0.2392,22.17,1
16.3349,0.5317,0.2837,0.2472,0.5343,0.5357,0.3526,22.76,1
9.2047,1.3474,0.3682,0.1764,0.676,0.558,0.2382,17.55,1
6.6808,1.6182,5.94,0.2151,0.965,1.2089,0.1803,20.47,0
11.0455,1.2281,0.0339,0.2663,0.1129,0.7793,0.0039,21.52,1
29.2339,0.5852,0.1965,0.3631,0.3511,0.7426,0.2732,23.96,1
4.7308,3.3515,1.4276,3.3391,0.2995,1.7433,0.608,14.54,2
10.1887,2.4344,3.6181,6.2481,0.3667,1.0966,0.6502,13.99,2
9.0883,1.166,0.153,1.361,0.101,0.6959,0.1122,19.91,1
22.9477,1.5681,0.1158,1.0558,0.0988,0.3611,0.2404,21.68,1
18.7915,0.5169,0.1435,0.2064,0.41,0.6391,0.2794,18.1,1
6.9682,3.0037,5.8701,0.0912,0.9847,1.0462,0.3753,19.82,0
7.2325,2.3825,2.357,3.6946,0.3895,1.4534,0.6355,17.2,2
2.5046,1.3129,0.2916,1.5797,0.1558,2.1846,0.6204,16.29,2
12.484,0.8581,0.4451,1.6276,0.2147,0.6272,0.1267,20.26,1
30.175,0.6485,1.2903,0.0507,0.9622,0.4142,0.0512,21.4,1
6.8883,1.2412,0.6107,0.3975,0.6057,0.8288,0.1289,22.01,1
5.0131,0.6077,0.2203,0.15,0.595,0.8019,0.1116,22.63,1
11.0735,0.7233,0.459,0.2046,0.6917,0.7983,0.1695,20.68,1
2.8936,4.4644,1.4494,2.0015,0.42,1.708,0.5707,13.54,2
66.627,1.3043,0.1408,0.2776,0.3365,0.5417,0.0937,21.4,1
10.1511,1.0226,9.096,0.1079,0.9883,1.1257,0.3245,17.43,0
1.8257,2.7715,0.5385,1.0871,0.3313,2.0568,0.3894,16.45,2
44.9067,0.7287,0.0406,1.3432,0.0293,0.3658,0.269,25.73,1
5.3099,0.5831,0.2816,0.4279,0.3969,0.7709,0.1893,24.45,1
8.9123,1.4763,0.5147,6.9318,0.0691,1.5105,0.6632,19.56,2
6.9815,2.0988,2.1757,3.3539,0.3935,1.7151,0.7265,12.2,2
6.3989,1.6009,6.4198,0.1142,0.9825,0.785,0.2158,15.2,0
3.0531,1.994,2.9938,0.485,0.8606,1.1729,0.0582,21.47,0
24.4198,1.6146,0.4065,0.6257,0.3938,0.5675,0.2858,17.5,2
1.144,1.854,0.9534,0.22,0.8125,1.7085,0.3204,15.35,0
7.9262,1.8336,1.9654,5.7273,0.2555,1.6498,0.3946,15.16,2
5.9508,1.0836,0.4656,0.7933,0.3699,0.7888,0.1157,22.94,1
13.1295,0.6709,1.3265,1.1053,0.5455,0.9069,0.0452,20.9,1
20.287,0.9771,0.3163,0.1071,0.747,0.3709,0.1883,25.42,1
2.5377,1.2518,0.3141,0.2062,0.6037,0.924,0.284,18.96,1
27.7922,3.146,0.3785,0.4033,0.4842,0.3496,0.1172,24.06,1
2.1666,1.3218,0.5684,1.3606,0.2947,2.1937,0.448,15.71,2
3.7072,2.5486,3.5041,0.2434,0.9351,1.2947,0.0688,19.81,0
8.5554,1.9951,0.5622,0.6346,0.4698,0.81,0.2539,21.71,1
3.1507,3.0546,1.1388,1.3392,0.4596,2.1354,0.6359,16.42,2
9.5539,1.0193,0.7121,0.2042,0.7771,0.583,0.3498,22.7,1
5.1057,0.8842,4.7598,0.015,0.9969,1.1586,0.3704,20.45,0
2.6984,3.2952,0.6241,1.8207,0.2553,1.8988,0.4328,15.48,2
20.4757,0.8268,0.9349,0.1059,0.8982,0.6041,0.0581,21.05,1
15.549,1.7512,2.7385,13.0202,0.1738,1.4883,0.7108,13.14,2
8.9756,1.7282,9.025,0.7159,0.9265,0.9116,0.4053,15.5,0
1.0116,2.3597,0.906,0.0551,0.9426,1.6536,0.131,15.33,0
4.1719,0.8833,0.1026,0.1734,0.3717,0.8375,0.2189,23.05,1
31.2345,1.0121,0.1293,0.0835,0.6077,0.3,0.1842,19.35,1
16.1259,6.3943,3.8691,9.7077,0.285,1.4753,0.5532,14.02,2
5.606,1.3898,5.5432,0.2203,0.9618,1.115,0.1683,13.98,0
6.6399,1.2512,1.7467,4.7344,0.2695,1.8215,0.3838,16.65,2
7.5638,1.5087,0.1181,0.8729,0.1191,0.6058,0.1123,23.66,1
6.3302,0.8379,5.6997,0.3105,0.9483,0.7673,0.3222,15.99,0
9.5393,0.561,1.4083,0.0003,0.9998,0.6034,0.1367,20.01,1
8.7039,2.5093,7.7305,0.1648,0.9791,1.0413,0.2084,20.86,0
16.6088,0.5575,0.3215,0.2304,0.5825,0.5256,0.0457,18.89,1
18.5171,1.2599,0.0591,0.0295,0.6673,0.5811,0.3394,19.76,1
4.9598,2.0018,0.8974,3.7956,0.1912,1.5037,0.4261,13.99,2
10.7859,2.6615,2.0975,8.474,0.1984,1.8535,0.4306,9.65,2
4.2937,0.9098,0.2344,0.3765,0.3837,0.9091,0.1634,20.53,1
11.6943,0.9205,0.5893,0.3199,0.6481,0.3917,0.1068,23.47,1
7.0212,1.1299,0.5394,0.1727,0.7574,0.7372,0.1641,23.93,1
3.5041,1.7774,0.5929,1.4108,0.2959,2.1055,0.4654,18.83,2
17.1382,0.5754,0.1273,0.3082,0.2923,0.3991,0.2774,25.0,1
6.3958,2.7025,1.9015,3.2536,0.3689,1.5119,0.5907,10.82,2
6.9899,0.5934,0.1473,0.2528,0.3682,0.8911,0.3464,24.99,1
3.0517,2.7315,3.018,0.0424,0.9861,1.7114,0.3322,17.1,0
6.706,0.9045,1.2971,0.377,0.7748,0.9752,0.2331,23.11,1
2.9152,1.2577,0.5,1.3364,0.2723,2.1025,0.4777,16.87,2
2.1331,4.0452,0.6709,1.152,0.368,2.1293,0.6159,15.78,2
11.1348,1.321,9.0316,0.7204,0.9261,0.6383,0.3476,20.38,0
25.4137,0.6676,0.1431,0.7096,0.1678,0.6474,0.1832,21.22,1
9.0043,3.021,1.2942,5.5174,0.19,1.3437,0.6681,15.43,2
5.1937,1.8293,0.3393,0.0941,0.7829,0.6037,0.1255,19.91,1
2.7135,2.6798,0.3503,1.2955,0.2129,1.6677,0.5335,17.3,2
30.1104,0.6402,0.5362,0.7812,0.407,0.5363,0.3532,25.23,1
22.0929,1.3774,1.327,0.2856,0.8229,0.404,0.4562,23.15,1
21.2648,1.6952,0.1324,0.14,0.486,0.6691,0.1034,24.31,1
12.972,2.0989,3.6619,9.4221,0.2799,1.4973,0.6395,10.87,2
10.7583,1.929,3.2628,6.5435,0.3327,1.2452,0.5115,9.81,2
4.3458,0.8244,1.3816,1.1011,0.5565,1.0603,0.6918,23.55,1
7.9013,0.7407,0.1647,0.1318,0.5555,0.8611,0.129,21.36,1
3.9652,1.085,3.73,0.4993,0.882,0.9785,0.2247,14.51,0
53.1533,0.8915,0.5148,0.7268,0.4146,0.45,0.1913,20.9,0
5.9429,0.9961,0.1124,0.2869,0.2815,0.8531,0.364,20.99,1
12.4794,0.6573,0.3821,0.4837,0.4413,0.6931,0.2809,19.53,1
4.2276,1.8504,4.1469,0.2576,0.9415,1.1556,0.3797,16.54,0
4.689,1.6121,0.4103,0.3646,0.5295,0.8049,0.4708,22.92,1
14.7984,0.7071,0.2349,0.6748,0.2582,0.5749,0.6374,24.3,1
10.6838,2.2138,1.6981,5.0885,0.2502,1.286,0.4784,13.93,2
10.9031,1.3497,0.3115,0.8282,0.2733,0.4735,0.1753,22.7,1
2.0959,4.0026,0.5262,0.6938,0.4313,2.0506,0.6825,11.22,2
1.937,6.4798,1.6763,0.1201,0.9332,1.3999,0.3205,13.94,0
7.0984,2.3954,1.8335,4.0726,0.3104,1.3337,0.7092,10.67,2
3.6611,1.3294,1.576,2.5028,0.3864,1.9457,0.4551,18.35,2
7.2262,1.119,0.5795,3.7474,0.1339,1.358,0.195,14.87,2
10.7509,1.0654,0.4506,0.6947,0.3934,0.5755,0.3013,21.3,1
6.5338,0.5638,0.237,0.1223,0.6595,0.8926,0.2721,19.51,1
6.3272,0.9916,0.0879,0.5068,0.1479,0.7242,0.2134,17.57,1
2.9249,2.6069,0.3996,1.8864,0.1748,1.7856,0.452,18.44,2
16.862,2.4114,0.1678,0.2817,0.3733,0.4488,0.2241,17.12,1
9.2129,0.7326,0.46,1.8471,0.1994,0.4875,0.0708,17.8,1
21.7262,1.209,0.1966,0.5741,0.255,0.4676,0.2029,19.69,1
1.3805,1.2896,0.8935,0.2389,0.789,1.2861,0.0743,23.43,1
7.4851,0.699,0.4563,0.3415,0.572,0.7187,0.3817,20.94,1
8.3478,1.1463,2.0808,2.7578,0.43,1.2122,0.5143,17.06,2
13.0945,1.0755,0.2223,0.2224,0.4998,0.4973,0.337,18.94,1
8.4318,0.7757,0.8747,1.1437,0.4334,0.7049,0.2688,21.56,1
12.7718,0.5118,0.5591,0.631,0.4698,0.6213,0.4172,19.16,1
12.1189,1.8255,1.9363,9.2131,0.1737,1.3545,0.7954,10.07,2
14.7539,0.9989,0.6162,1.0271,0.375,0.4843,0.1349,22.94,1
3.3366,3.3024,2.7966,0.2328,0.9231,1.2831,0.1816,15.06,0
6.2292,1.61,5.1872,0.4763,0.9159,0.8846,0.041,18.87,0
9.2053,0.5218,0.3925,0.48,0.4499,0.7597,0.1851,20.11,1
42.1667,0.7888,0.5344,0.1568,0.7732,0.4227,0.266,22.95,1
6.0642,1.3281,0.5986,0.5239,0.5333,0.7438,0.2372,22.94,1
8.5352,0.9054,0.3252,0.3546,0.4784,0.759,0.369,20.29,1
7.7391,3.1808,1.0169,5.5185,0.1556,1.2965,0.5625,19.51,2
14.764,1.0818,0.5161,0.3949,0.5665,0.6771,0.1022,21.89,1
2.7642,1.8067,0.6543,0.0894,0.8798,0.7912,0.1172,24.0,1
12.0936,0.6195,0.0096,0.4958,0.0189,0.6972,0.2195,18.78,1
2.4123,1.7323,2.2459,1.169,0.6577,1.1299,0.3419,15.13,0
3.2515,2.3758,3.158,0.2393,0.9296,1.3299,0.1253,16.61,0
1.8524,1.0469,0.4738,1.1494,0.2919,2.2386,0.4683,17.8,2
24.8499,2.1944,1.2188,0.0032,0.9974,0.3,0.3943,23.41,1
31.476,0.6836,0.1966,0.023,0.8954,0.439,0.3452,17.69,1
3.947,1.3377,3.7293,1.0339,0.7829,1.186,0.0316,15.26,0
5.9669,1.3423,5.1228,0.3662,0.9333,1.3004,0.2791,15.04,0
1.6487,1.6417,0.5226,0.8602,0.3779,2.2542,0.6613,12.58,2
6.1222,0.9329,0.1562,0.0507,0.7547,0.5982,0.3046,23.21,1
1.863,0.8817,0.5948,0.0121,0.9801,1.0395,0.3667,21.84,1
8.1334,1.6597,1.0096,4.0645,0.199,1.5879,0.7232,15.81,2
9.34,2.1963,2.4927,4.9221,0.3362,1.6674,0.7672,12.64,2
13.7646,0.9861,0.8447,0.5517,0.6049,0.4263,0.4155,25.36,1
5.1607,1.0787,0.4201,0.0377,0.9177,0.8684,0.3623,21.43,1
7.2445,2.2139,1.6626,5.7576,0.2241,1.2798,0.6435,16.59,2
3.5583,0.8591,3.115,0.1336,0.9589,1.2665,0.441,19.5,0
6.5524,2.8543,0.6944,0.2441,0.7399,0.5847,0.7041,24.38,1
32.3084,1.4743,0.1363,0.2554,0.348,0.3,0.2466,22.82,1
6.6493,0.8557,0.4539,0.0767,0.8554,1.0928,0.2327,23.29,1
1.8974,1.0553,0.3648,0.6573,0.3569,2.3464,0.3576,9.78,2
13.9818,0.6334,0.1444,0.4001,0.2652,0.6335,0.1206,24.93,1
1.247,1.7677,1.0913,0.0253,0.9773,1.6634,0.0595,15.39,0
5.7685,1.171,1.0015,3.0474,0.2473,1.7396,0.7084,12.43,2
3.2631,0.8269,1.0854,1.5589,0.4105,2.3828,0.6658,12.24,2
52.2655,0.9443,0.161,0.2795,0.3654,0.4583,0.145,22.23,1
38.2711,1.7781,0.0547,0.9537,0.0542,0.523,0.0796,23.29,1
3.6083,2.1548,3.2139,0.2185,0.9364,1.1803,0.1321,14.6,0
12.503,1.8318,10.7709,0.0829,0.9924,0.6301,0.0697,15.8,0
3.6643,1.6922,3.3434,0.3458,0.9063,1.3414,0.0871,18.17,0
2.0986,1.7376,0.3053,1.6867,0.1533,2.0717,0.3336,17.47,2
5.2979,1.0487,4.4454,0.8797,0.8348,1.043,0.0253,14.36,0
11.2543,0.6044,0.9277,0.3267,0.7396,0.6611,0.1577,24.14,1
6.2548,1.228,6.6541,0.6816,0.9071,0.7271,0.1976,21.22,0
8.8181,2.3408,8.0625,0.2913,0.9651,1.2129,0.2032,14.71,0
7.9961,0.7169,0.2983,0.6175,0.3257,0.7237,0.2971,20.0,1
1.501,2.6523,0.2484,1.0589,0.19,2.299,0.6215,16.45,2
9.459,3.0763,8.3839,0.209,0.9757,1.0934,0.2627,15.24,0
1.5332,2.9592,0.7684,1.1281,0.4052,1.8137,0.4624,12.0,2
8.2476,1.6594,0.0534,0.1217,0.3052,0.6095,0.3101,25.0,1
10.9878,3.5084,2.8409,5.8379,0.3273,1.0165,0.4786,12.72,2
2.0942,1.7166,1.9139,0.0788,0.9605,1.1815,0.088,14.46,0
4.6878,3.5017,1.2637,3.6544,0.257,1.3598,0.6633,16.54,2
28.4745,0.7466,0.3555,0.7646,0.3174,0.3846,0.3317,21.84,1
4.727,1.1224,0.5777,0.2721,0.6798,0.9142,0.277,19.15,1
12.9456,0.5452,0.6599,0.4024,0.6212,0.6952,0.3361,24.43,1
7.3654,1.1848,7.0522,0.1362,0.9811,0.7538,0.2411,18.71,0
3.4356,0.892,3.0077,0.1803,0.9434,1.2127,0.0418,18.11,0
4.3052,1.366,3.6583,0.1692,0.9558,1.0566,0.4444,20.35,0
17.593,0.964,0.1612,0.3559,0.3117,0.3,0.1936,22.05,1
9.0105,0.5507,0.8027,0.6609,0.5484,0.8194,0.2912,25.16,1
12.6722,0.6454,0.8531,0.2554,0.7696,0.9299,0.22,18.54,1
11.869,0.519,0.9118,0.1773,0.8372,0.4742,0.2601,20.01,1
11.6058,1.6158,1.4662,9.5705,0.1328,1.4294,0.406,12.18,2
4.6497,0.7308,0.2605,1.1892,0.1797,0.7494,0.1984,17.14,1
5.6075,0.8674,0.7197,0.1433,0.834,0.9463,0.0533,19.71,1
72.5012,1.1169,0.0477,0.6231,0.0711,0.3073,0.2177,21.32,1
12.4032,1.6563,11.5091,0.0873,0.9925,0.8842,0.5043,19.33,0
2.9961,0.9983,2.8257,0.1798,0.9402,1.2546,0.0362,18.47,0
13.3143,2.4437,0.0399,0.6088,0.0615,0.5301,0.1588,18.19,1
1.4755,1.9218,0.4444,0.9957,0.3086,2.065,0.3361,9.84,2
5.6492,1.7773,5.2531,0.0678,0.9873,0.9987,0.2087,15.45,0
17.9396,2.1599,0.0317,0.9217,0.0333,0.5264,0.2642,17.79,1
20.3797,0.7685,0.6404,0.2514,0.7181,0.3057,0.289,17.44,1
24.1421,1.5,0.059,0.3904,0.1312,0.4924,0.1535,20.81,1
5.2,0.6498,0.0159,1.4837,0.0106,0.827,0.1711,24.12,1
11.7698,1.2759,2.14,6.9532,0.2353,1.8328,0.6343,19.52,0
7.307,1.3029,0.0586,0.1323,0.307,0.7676,0.1498,21.59,1
10.2777,0.6471,0.1668,0.0716,0.6997,0.4418,0.2289,18.93,1
2.7701,2.4965,0.4569,1.8547,0.1977,1.6564,0.6269,19.16,2
23.7535,1.9746,0.4001,0.2399,0.6251,0.4835,0.3725,22.01,1
14.6555,1.2136,0.1613,1.7236,0.0856,0.4744,0.2727,18.17,1
7.9027,0.5836,0.8009,0.0519,0.9391,0.7767,0.502,18.79,1
9.7769,1.1851,9.0151,0.1891,0.9795,0.8167,0.1779,18.56,0
9.0996,0.6919,0.6618,0.825,0.4451,0.8724,0.1054,20.39,1
1.7351,1.3958,1.5774,1.2277,0.5623,1.5059,0.3579,16.19,0
4.5656,1.1028,4.4182,0.1729,0.9623,1.1624,0.0142,17.31,0
2.9071,1.4485,0.7777,2.2605,0.256,2.2087,0.5798,10.52,2
13.0751,1.2315,0.46,1.348,0.2544,0.8576,0.0879,22.51,1
2.2359,1.3995,1.486,0.0021,0.9986,1.1586,0.1756,19.68,1
26.4223,1.1363,0.128,0.6171,0.1718,0.5696,0.2415,20.06,1
52.4182,0.8566,0.0296,0.1315,0.1836,0.3,0.1612,20.28,1
17.6597,3.67,3.5844,10.8073,0.2491,1.2686,0.808,10.04,2
12.8473,0.8416,0.8966,0.1453,0.8606,0.502,0.2505,21.34,1
2.2706,1.0822,2.1558,0.2188,0.9078,1.3977,0.0599,18.83,0
11.7147,0.5471,0.5672,0.0244,0.9587,0.6777,0.1658,20.1,1
8.0244,5.9195,1.7363,7.3228,0.1917,1.7653,0.7855,16.0,2
8.0993,1.5745,1.5707,4.3813,0.2639,1.4205,0.3159,16.89,2
4.241,1.6355,1.0301,3.3261,0.2365,1.9015,0.4774,14.24,2
5.1263,1.7758,4.8851,0.1546,0.9693,1.0135,0.1732,17.54,0
6.0601,0.9333,2.1085,3.5073,0.3755,1.851,0.5204,19.1,2
15.5687,2.1272,3.7753,5.8551,0.392,1.2781,0.5166,19.27,2
24.8969,0.5934,0.0447,0.0294,0.6032,0.4578,0.2863,22.44,1
5.3336,1.2785,4.2118,0.0056,0.9987,1.2858,0.3476,17.27,0
43.2323,0.9853,0.2042,0.0919,0.6897,0.4802,0.0521,24.16,1
12.0315,0.9268,0.3232,0.0984,0.7666,0.7001,0.1674,17.87,1
5.7324,1.731,5.3378,0.2694,0.952,0.9464,0.1064,15.64,0
5.2069,1.1592,0.4638,0.0158,0.967,0.8444,0.341,21.73,1
1.8736,1.3671,1.8392,0.0412,0.9781,1.5546,0.1544,13.56,0
15.0951,0.9622,1.102,0.7398,0.5983,0.6686,0.2615,23.45,1
22.4482,1.4657,0.1487,0.1421,0.5113,0.6316,0.3835,23.26,1
2.1556,1.0368,2.0147,0.5371,0.7895,1.5299,0.1686,15.68,0
2.5234,2.7153,0.0927,1.3673,0.0635,2.1807,0.6147,12.67,2
10.5198,1.9403,9.8959,0.6599,0.9375,0.8889,0.0387,15.84,0
3.7079,2.2914,1.1526,3.0624,0.2734,1.8948,0.6846,14.2,2
15.3,0.7747,0.2329,0.5085,0.3142,0.4335,0.0661,20.55,1
2.9319,1.2355,2.5502,1.0175,0.7148,1.4725,0.0686,13.48,0
23.0284,1.0385,4.0666,14.8971,0.2144,1.3439,0.4535,11.21,2
11.2362,0.7488,0.0064,0.0419,0.1327,0.5817,0.2868,25.53,1
12.5836,0.5661,0.3797,0.1877,0.6693,0.7362,0.4596,18.77,1
37.1937,1.3161,0.2438,0.012,0.9532,0.3,0.0549,20.74,1
5.0025,1.068,4.4568,0.2644,0.944,1.3878,0.1177,18.93,0
12.6686,1.2286,0.0031,0.172,0.0174,0.5398,0.388,22.91,1
7.0172,2.2258,6.1964,0.3655,0.9443,0.928,0.271,14.93,0
3.0524,5.7631,0.2596,1.8506,0.123,1.606,0.1959,19.67,2
10.4236,1.037,1.3188,4.104,0.2432,1.3925,0.4858,16.4,2
15.5058,1.0056,0.2977,0.6042,0.3301,0.7965,0.1051,19.76,1
5.4532,2.3188,5.598,0.1522,0.9735,1.2019,0.2293,16.3,2
28.7812,0.6911,0.1029,0.0181,0.8503,0.5706,0.0732,21.64,1
14.4861,1.4557,0.2367,0.0678,0.7773,0.5121,0.098,18.39,1
8.5023,2.2587,9.2505,0.0319,0.9966,1.022,0.094,15.1,0
4.8483,2.06,4.1501,0.1361,0.9682,1.0649,0.3391,14.05,0
3.1011,2.6184,0.6392,2.5488,0.2005,1.7743,0.3168,11.92,2
6.2607,1.3987,0.2636,0.4369,0.3763,1.0314,0.1303,18.74,1
6.9395,0.5955,0.486,0.8827,0.3551,0.8479,0.1198,22.45,1
15.3603,0.6656,0.5002,0.697,0.4178,0.4104,0.1047,18.75,1
13.706,1.4017,5.5357,6.2047,0.4715,1.1933,0.4209,14.71,2
12.5442,0.8003,0.7062,0.6519,0.52,0.6246,0.2826,19.69,1
20.5578,1.5211,0.6662,0.9835,0.4038,0.5617,0.0064,18.13,1
