period_min,amplitude_mag,bp_rp,phi21,r21,fe_h_proxy,skewness,luminosity_lsun,n_modes,star_type
508.2212,0.086,0.4653,2.686,0.01,0.1304,0.1488,2.5957,2.2,0
7924.2011,1.7762,0.9144,2.7959,0.8216,-1.0766,0.3935,1122.7464,0.2116,2
62.4512,0.6368,1.1292,2.895,0.5744,0.2164,-0.6626,0.5,2.0081,0
104031.6834,5.5743,4.5485,7.7002,0.4482,-0.4744,0.736,98577.4135,-0.3,3
4718.4824,2.2236,0.3395,6.27,0.5689,-0.1421,0.8183,0.5,0.5567,2
23172.5794,1.4169,1.1691,2.4168,0.5421,0.6532,0.2138,5596.0798,0.1009,2
964.109,0.5234,0.05,2.9506,0.6449,-1.0573,1.4412,11.4393,0.094,1
15.9627,0.3547,0.3957,8.0,0.208,0.2476,0.4394,0.5,1.835,0
552.7783,0.0703,1.6839,6.5162,0.0456,0.0429,0.0786,12.2932,1.245,0
1044.3178,0.4227,0.7315,1.3677,0.8345,-3.2,0.4353,1567.1073,0.2569,1
6029.2533,0.2942,1.4326,2.9342,0.1404,-0.2402,0.1196,317.9996,0.5052,2
751.1089,0.7228,1.0169,0.7419,0.4154,-1.3666,1.4448,26.3842,-0.112,1
735.3318,0.12,0.8082,5.2685,0.6031,-1.4576,-0.244,459.4116,0.0418,1
18080.7903,0.4703,1.5019,6.0275,0.4493,0.215,0.8343,31.534,-0.1259,2
69755.43,0.3457,1.2839,8.5,0.3973,0.5233,0.3355,847.4817,0.0472,2
21.8391,0.1773,1.3105,1.0079,0.01,0.3904,0.2468,13.4541,0.9407,0
1660.53,0.3334,1.2325,3.0268,0.5334,-0.6312,-0.4257,69081.533,0.8753,0
1057.5941,0.0457,0.9896,0.7374,0.01,0.8,-0.4655,8142.9556,1.5251,0
600000.0,2.1149,3.2389,3.3257,0.2065,-0.7789,1.3619,500000.0,0.0193,3
61.4983,0.0867,0.0161,4.6263,0.0563,0.3453,-0.0871,0.5,0.5469,5
28.4081,0.0794,1.3182,6.443,0.4443,-0.438,-0.0453,20.3885,1.9893,0
826.2122,0.2585,1.1491,5.5729,0.1004,-0.3668,-0.1029,22520.4749,0.503,0
77.2301,0.0917,0.7263,7.5504,0.3674,0.1446,0.0219,3799.3714,0.9843,0
178702.9039,4.2021,4.1421,8.5,0.2708,0.2281,-0.5451,18118.1318,0.0074,3
102216.5701,2.3601,3.8903,5.1132,0.3533,0.1739,0.3018,413.4039,0.3783,3
567.617,0.1539,1.22,2.9172,0.3187,-0.3954,1.173,0.5,-0.0983,1
74896.4648,9.2614,1.7102,1.3344,0.0638,0.547,0.7991,500000.0,0.1726,3
1177.0606,1.4018,1.3152,1.6391,0.2339,-2.209,0.6319,0.5,0.2271,1
531.053,0.0679,0.9296,4.7557,0.3997,-2.2909,-0.2501,0.5,0.8485,6
901.4494,0.7056,1.2374,3.1074,0.2252,-2.1223,0.5457,3.7044,0.0085,1
99.1335,0.0639,0.0843,5.148,0.2738,0.8,0.456,1503.1266,1.0214,5
804.5108,1.3882,1.7439,1.8697,0.7718,0.1859,0.6248,7.045,-0.2,1
600000.0,2.8874,5.4089,4.6955,0.6148,-0.4066,-0.8,2040.7102,0.2697,3
2586.1937,1.7264,2.0534,4.9326,0.7567,0.1006,0.8012,136971.1223,0.0559,4
18450.696,1.1394,1.0541,4.0261,0.6914,-1.9709,-0.4115,45548.1598,0.5202,4
740.7858,0.0323,0.8347,1.4041,0.01,0.8,-0.3195,0.5,2.0405,0
62.4563,0.1214,1.2104,4.6476,0.1727,0.1483,0.2275,0.5132,1.4497,0
19.2575,0.2067,1.3792,7.1118,0.4493,-0.9813,0.9129,789.29,0.6383,5
835.666,0.3761,1.9997,0.9661,0.3425,-1.9735,-0.4649,1063.1779,0.4983,1
300.0458,0.0529,0.7982,3.4273,0.5202,-0.9887,0.243,0.5,0.4925,0
212.0331,0.0563,0.8341,2.9357,0.386,0.7614,0.1406,56.8143,1.5676,0
543.0008,0.1284,0.5481,3.0344,0.5602,0.6847,-0.5219,2.5904,1.8355,0
7338.708,0.3351,0.694,2.4553,0.4264,-2.8602,-0.5,359.5096,-0.2,4
1302.5328,0.4319,1.6109,3.6372,0.2274,-0.9092,0.3346,214.2426,-0.083,1
665.6138,0.0855,0.8379,3.6214,0.2088,-0.404,0.4097,0.5,1.4043,0
15963.4461,0.2768,2.1803,4.6893,0.7466,-0.0542,0.4369,4.1642,0.62,4
8476.161,1.2635,1.9301,0.6352,0.7579,-1.1649,0.4001,0.7771,0.4139,4
825.9945,0.4722,1.2446,3.6832,0.4457,-2.1411,0.0594,0.5,0.2471,1
14900.0878,1.6583,1.3,8.5,0.5774,0.4884,0.8891,5.8022,0.4492,2
859.7004,0.1493,0.8541,0.349,0.6122,-1.0179,0.6613,2674.497,0.1164,1
207551.2227,2.6324,2.7749,6.2835,0.1071,0.8142,1.5105,500000.0,-0.3,3
63.763,0.0999,1.0212,4.39,0.196,-0.4717,-0.079,0.5,0.9471,0
45451.3596,0.1636,1.1001,5.5516,0.8247,-0.4813,0.2295,500000.0,0.1883,2
8375.295,0.3058,0.4183,2.8032,0.5425,-1.4319,0.6477,282.9564,0.7461,4
301674.2527,2.2838,3.7685,1.9756,0.4499,-1.7027,0.3355,58490.3657,0.2251,3
902.098,0.0515,0.4914,5.1142,0.4429,-0.4615,-0.1362,500000.0,0.6656,0
4488.5547,0.5055,1.605,2.9474,0.6824,-1.8396,0.124,87.5244,0.3563,4
1995.4298,1.5675,0.7032,1.9757,0.6233,-0.4101,1.0184,273.9405,0.5131,1
1262.1311,1.1045,0.9585,2.7125,0.2183,-0.7667,1.2084,0.7577,0.0461,1
1698.1912,0.6386,2.6101,2.0254,0.6119,-2.0244,0.6227,193.1465,0.1251,1
152.1286,0.1468,0.8959,2.7625,0.2217,0.5261,0.3227,0.5,1.6921,0
195.1473,0.2044,0.7871,5.7591,0.1728,-0.5124,0.1716,0.5,1.7916,0
2124.763,0.9149,1.3062,0.0,0.6759,-1.1758,0.6235,36.8733,-0.1078,1
176334.0748,2.1171,2.5339,7.1611,0.1702,0.2204,1.1132,18069.2615,0.1576,3
722.1537,0.0212,1.0242,1.0546,0.4939,-1.0859,0.7163,7.4119,1.1126,5
1156.6994,0.8132,0.8107,2.249,0.0738,-0.8391,0.2158,0.5,0.743,1
17227.1611,0.2985,1.9927,2.8291,0.9388,-1.0506,-0.5,0.7386,-0.2,4
23255.6802,1.981,0.1115,6.3198,0.7082,-0.4501,-0.1393,42709.0009,0.3875,2
1126.8095,0.3816,0.6259,0.0,0.301,-3.1168,1.2078,5.1411,0.5338,1
45677.093,0.5148,1.4711,4.5972,0.5057,0.85,-0.0676,1004.0688,0.7729,2
600000.0,6.3839,4.4507,1.2495,0.3229,-0.9098,0.5332,25312.2821,0.0336,3
130727.7299,1.5146,2.7552,2.6313,0.345,0.85,0.2969,30339.374,0.1509,3
333219.812,0.6107,3.3797,1.4345,0.4481,0.1848,-0.1041,451.6953,-0.1321,3
160530.3018,8.2123,2.2632,7.1866,0.5094,-0.8539,-0.0128,242562.4374,0.4417,3
442.9614,0.0666,1.3132,6.4999,0.4554,0.0066,0.1149,28080.0978,0.361,0
852.7082,0.3527,0.7407,3.6137,0.5505,-1.0493,1.3642,21.7863,0.9,1
38856.7894,0.4199,2.4281,4.6635,0.95,-1.0364,0.1987,116.8476,0.6597,4
1477.3475,0.4419,1.3933,1.458,0.6362,-2.0645,0.6624,3046.9372,-0.2,1
258280.6266,3.9736,4.0301,1.6826,0.2108,0.85,1.0854,203514.4291,0.3927,3
55.8073,0.0598,0.05,3.4636,0.0924,0.8,-0.5067,110174.2724,0.6575,0
1372.0793,0.5081,0.8773,2.0435,0.3773,-0.6731,0.5667,333.4375,0.5427,1
324.1266,0.0732,0.5037,1.8991,0.492,-0.3592,0.4178,4.827,1.5173,0
407.9257,0.0598,0.6572,4.2905,0.1089,0.496,-0.7221,36785.4414,0.4816,5
9661.5714,0.5862,1.8949,4.7328,0.3818,0.1764,0.3086,5722.6927,0.2864,2
2146.1344,1.3023,1.734,4.1949,0.3734,-1.4253,1.0454,206.355,0.4038,1
1153.6796,0.9203,0.2435,2.9699,0.5108,-1.0895,0.7141,0.5,0.1914,1
10511.3225,0.2102,1.5515,3.4669,0.3523,-0.1298,0.4244,18219.9346,0.0566,4
35.1006,0.0334,0.5703,5.514,0.01,0.6564,0.8316,0.6579,1.713,0
178.7056,0.045,1.2218,0.1673,0.2685,-0.2366,0.2536,204.2944,0.2891,0
1216.3855,0.8524,1.5798,2.5447,0.733,-1.1546,0.8987,0.5,0.0855,1
380.2369,0.1247,0.8449,6.4905,0.772,0.0192,0.0971,1.5904,1.1413,0
2805.3862,0.7535,0.9234,6.5033,0.2494,0.2599,0.1584,66.7476,0.1478,2
1169.4413,0.5216,0.6809,2.5013,0.32,0.35,0.2612,3.979,0.4838,4
7705.1568,0.6202,0.7274,5.738,0.4223,-0.4462,0.0757,97825.1136,0.4568,2
1543.2826,0.3075,0.9736,2.1238,0.3727,-1.8305,1.1569,33.0761,-0.2,1
220695.4928,1.6323,2.7439,1.9436,0.01,-0.4214,2.0,75.8183,0.1671,3
1023.344,0.7231,1.2157,0.0,0.3611,-1.545,0.6901,465.5531,-0.2,1
1001.8274,0.9988,2.1352,2.1094,0.4701,-1.1856,0.864,9.8763,0.4109,1
1125.9573,0.7607,0.8551,3.0249,0.5843,0.0397,0.7314,66.2457,-0.2,1
196.6436,0.1314,0.9992,5.4869,0.4153,-0.3822,0.8536,0.5,1.3532,6
979.3797,0.1253,0.8653,6.486,0.0517,-0.4155,-0.4288,0.5,0.9882,0
4287.2311,2.0113,1.5316,3.5084,0.5283,0.0335,0.9149,5313.9807,0.6816,2
722.1864,0.8318,1.3502,3.255,0.276,-1.508,0.4009,2.2625,0.26,1
692.8657,0.9957,0.502,1.2777,0.5485,-0.0798,0.3527,36.6792,0.7685,1
50815.2661,0.6064,1.9247,7.3938,0.5054,0.0808,-0.0319,1580.0712,0.2815,2
899.9675,0.49,0.9607,1.7918,0.411,-1.2795,0.5441,0.5,0.2031,1
254.5848,0.7537,1.0251,6.9013,0.01,-0.1753,0.5004,0.5,0.8416,0
414.0663,0.0831,1.3139,7.2176,0.3062,0.3682,0.1567,0.5,1.1449,0
10120.7512,1.6948,1.9113,7.4802,0.4306,0.35,-0.2958,71.5321,-0.142,4
7993.0103,0.9122,0.5196,6.1512,0.5773,0.2309,-0.2862,1687.5492,0.231,2
552834.2812,2.6969,4.5708,1.4225,0.1712,0.2242,0.6824,500000.0,-0.3,3
248264.6113,1.7348,4.2672,0.9705,0.2523,-0.2061,0.3842,24529.0462,-0.3,3
534.246,0.3557,0.5013,6.4115,0.1223,0.3212,-0.1057,13537.5791,1.8579,0
26.2679,0.0385,0.1217,6.8067,0.01,0.8,0.5415,500000.0,0.7866,5
9485.6453,0.9381,1.1409,4.0901,0.3573,0.85,0.7064,2220.7438,-0.0705,2
12343.3088,2.8,0.9025,6.047,0.5282,-0.9849,0.0974,413.4758,0.3917,2
1717.0995,0.9491,1.7146,1.6651,0.6729,-1.9515,0.9181,1704.2237,0.1542,1
977.4018,0.7484,1.8273,4.1475,0.113,-1.73,0.5777,1063.3804,-0.2,1
3444.4745,0.5577,1.072,6.3246,0.3219,0.049,0.6761,268192.4465,0.5022,2
36256.506,1.2978,0.9389,3.5228,0.2406,-0.2269,0.8835,500000.0,0.8524,2
311766.1112,3.2745,3.4404,4.9312,0.01,-0.778,-0.0654,500000.0,0.5691,2
224.1272,0.1283,0.4558,4.0257,0.613,-0.2053,0.3616,8.2393,1.2961,0
139.9014,0.0183,1.2843,2.2246,0.1911,0.0626,-0.0219,7.5077,0.6045,0
749.1483,0.8147,0.744,1.8422,0.286,-1.4933,0.9252,395.5658,0.5171,1
770.311,0.2104,1.0257,3.6561,0.3936,-2.6668,0.9943,0.5,0.2727,1
1653.5932,0.7968,2.2165,0.0,0.0503,-2.1958,-0.0434,811.4442,-0.0556,1
442.1299,0.0274,1.3641,4.2735,0.159,-0.3292,0.3475,92.3295,0.8594,0
55.0126,0.1115,0.447,3.9794,0.6395,-0.1778,0.2057,1.078,1.2823,0
799.6423,1.1181,1.745,4.0605,0.3052,-1.1805,1.0907,438.5997,-0.2,1
52.4211,0.0912,1.7225,4.7994,0.4271,-1.0141,0.5829,34185.3826,2.2,0
418.3778,0.8845,2.0229,5.3148,0.2854,0.0576,0.2125,16092.4155,-0.2,1
799.1191,0.7684,1.2153,1.3183,0.5356,-0.498,-0.1157,0.5,0.2832,1
149820.3326,2.732,3.9369,0.0,0.3505,0.5694,0.3858,45.7841,0.7863,3
751.6803,0.671,1.9322,2.0996,0.5272,-2.2179,0.5383,0.5,-0.2,1
400.4241,0.036,0.7942,3.836,0.3245,0.0848,0.5168,0.5,0.9783,0
45.9352,0.1592,0.9144,3.0509,0.2116,-0.521,-0.5493,9137.431,1.5465,0
8925.67,1.091,0.05,4.587,0.2099,-2.2711,0.0489,0.5,-0.0539,4
19531.204,1.5784,1.5592,3.8823,0.425,0.3443,-0.5,9558.3246,-0.2,2
129.7232,0.0752,1.2441,6.6463,0.0495,0.0338,0.0806,26.5486,1.5388,0
79.3548,0.0755,0.2746,4.3091,0.1938,-0.3193,0.002,188982.5602,1.2075,0
600000.0,5.338,4.0531,2.4,0.1918,-0.205,0.8123,4.1917,0.7746,3
155.3271,0.0617,0.3599,7.6008,0.1837,0.3564,-0.8323,7834.5062,0.9685,0
9121.077,0.5452,1.4129,6.137,0.7175,0.5781,0.6499,1053.8695,0.195,2
1669.687,0.5181,1.8317,0.0,0.5371,-1.8652,0.8362,0.5,0.2112,1
762.8006,1.0068,1.409,1.7088,0.5615,-1.8257,1.393,24.1503,0.7601,1
361.7906,0.3098,1.5152,4.2194,0.2875,-0.2123,-0.5278,7030.9289,0.8947,0
1193.27,0.3884,1.5317,5.2036,0.295,-0.5239,0.2777,0.5,0.8858,0
249.0228,0.1112,1.1608,0.218,0.01,0.0555,0.615,3310.098,1.0071,0
16806.5678,2.5314,2.0729,4.0598,0.4369,0.3868,-0.2802,74898.9129,0.2193,2
1131.9448,0.4334,0.05,3.1891,0.4322,-1.5552,0.6592,7745.319,0.3851,1
894.0683,0.728,1.0527,4.0547,0.2081,-0.3817,0.0991,22.4268,0.072,1
39372.2753,1.1128,0.181,2.8472,0.739,-1.9175,1.1012,10527.5151,0.2799,4
467.4946,0.01,0.541,4.185,0.1652,0.2488,-0.252,14.799,0.8752,5
49.2246,0.2145,1.0749,5.4626,0.2667,-0.3249,0.638,45.228,1.8644,0
21.7689,0.1353,0.691,8.0,0.1558,-0.6461,0.8608,41185.2868,1.5035,0
3186.307,0.7918,1.7053,1.0321,0.8662,-0.9797,0.9856,85.8781,0.0392,4
13968.2688,1.0101,1.1676,5.1236,0.4518,-0.6314,-0.2843,6703.338,0.7357,2
520.4631,0.1126,1.7094,5.9543,0.2233,0.0209,-0.4135,263011.4731,0.9619,0
11424.4567,0.628,0.7621,5.9224,0.5732,-1.6002,0.3088,3274.2452,0.7342,4
71510.8644,1.7556,4.7153,3.8586,0.0548,0.0578,1.0093,0.5,0.5063,3
37542.4692,0.7553,1.0969,3.7476,0.6147,0.85,0.821,1.3083,0.655,2
592538.4562,1.8565,3.1483,4.9569,0.1424,0.2092,1.3311,3851.0895,0.3493,3
24.791,0.157,0.5614,4.0444,0.4319,0.077,0.2122,336.0481,1.2165,6
801.214,0.5811,1.6611,3.3127,0.5954,-1.9133,1.18,6893.0719,-0.2,1
53.6678,0.0182,0.9194,1.1232,0.3229,0.118,0.4479,23276.7609,0.6536,5
26.6735,0.1026,0.1851,7.4701,0.2861,-0.3413,-0.3835,0.5,2.1539,0
1039.3252,0.8268,1.1309,2.7576,0.4787,-1.8618,0.1295,3999.269,-0.2,1
14707.8357,0.7029,0.05,7.8151,0.3547,-0.1852,1.0934,18.0999,0.4296,2
1377.0031,0.6923,2.0207,1.0266,0.594,-1.0765,0.1211,7.8504,-0.1976,1
572.7973,0.7634,1.4596,1.2141,0.4765,-1.6073,1.327,1.8817,0.5149,1
11841.9638,1.1628,1.6554,6.8422,0.6257,-0.0414,0.9206,0.5,0.0634,2
139.2484,0.0794,0.6183,3.5797,0.01,-0.6933,-0.1326,25217.2651,1.4963,0
1297.8688,0.4205,1.4284,4.4412,0.2378,-1.945,-0.143,4080.3501,0.4721,1
944.0396,0.5419,1.6858,1.4214,0.3914,-3.2,0.9576,4416.0573,0.0374,1
22.3859,0.1979,0.1609,8.0,0.4594,0.6114,0.2897,1.3959,0.9742,0
466.7791,0.6836,2.2587,1.5932,0.496,-2.1716,0.6717,0.5,-0.2,1
1013.9716,0.9573,1.2982,2.2394,0.3809,-1.3044,0.0549,0.5,0.2039,1
25.8043,0.1496,0.5593,3.2909,0.1268,0.7555,0.216,0.5,0.7388,0
43427.2287,0.3306,1.6804,4.0223,0.7057,-1.6376,0.1222,1121.7148,-0.2,4
600000.0,0.8494,4.3204,1.5216,0.4334,-1.3746,-0.492,1722.4986,0.008,2
1042.0285,0.8066,2.2665,2.9257,0.3901,-2.0243,0.3395,200.104,-0.1428,1
79433.9998,0.6618,1.7741,1.4484,0.3796,-1.0974,0.0129,918.0497,0.0924,4
53.564,0.0083,1.1537,0.0,0.4421,0.8,-0.1033,500000.0,0.4255,5
4677.8445,0.7237,0.5783,5.4997,0.445,0.6787,1.215,500000.0,-0.2,2
890.8009,0.0187,0.5056,4.8389,0.3731,-0.4723,0.5951,0.5,2.2,0
40950.8,0.2641,1.6452,4.2885,0.524,-2.152,1.1837,194828.9254,-0.2,4
967.9464,0.3194,1.116,3.2615,0.314,-0.9968,1.0749,276.8498,0.3215,1
52669.4198,0.4017,1.3527,4.2667,0.3395,0.0817,0.5448,1.1839,0.7953,2
547.6078,0.8092,1.1708,2.3863,0.4129,-0.4385,1.0812,1.4383,-0.0055,1
1433.6726,0.6441,0.8807,2.3165,0.3909,-1.0335,1.5487,0.5,0.0272,1
302.5635,0.3075,0.5343,1.5126,0.01,0.4876,-0.3607,0.5,1.3244,0
22452.4587,0.651,1.5537,5.7421,0.4038,-1.7349,1.2305,54.0423,-0.1223,4
231.0536,0.0495,1.5702,2.733,0.5319,0.6275,0.1503,2447.7413,1.3784,0
1207.3773,0.2702,0.4951,2.1593,0.1527,-2.1817,0.9224,43.8378,0.4299,1
472.0862,0.1786,1.1705,1.1965,0.3272,-0.4853,0.0487,9.4022,1.2007,0
786.5052,1.0143,1.5617,2.7888,0.6536,-0.1574,0.5554,84.9121,0.6744,1
870.4122,0.5517,0.2427,0.1446,0.3996,-0.1412,-0.3661,2.8863,1.5241,0
114407.7429,2.2476,3.9693,4.6606,0.01,0.1588,0.0555,427115.3955,-0.3,3
2307.2898,0.4946,1.2177,1.2696,0.4468,-1.9644,0.1595,21.8179,0.5826,1
105606.7427,0.4675,1.0974,3.5021,0.6499,-1.1428,0.0166,500000.0,-0.1323,2
200366.8279,4.0917,3.069,0.3917,0.2208,-0.5699,1.6179,277.8964,0.5157,3
671.5338,0.5509,0.6904,3.462,0.451,-2.5222,0.7133,719.1332,0.6214,1
313.3396,0.0652,0.885,7.7633,0.4073,0.4016,-0.0488,3.5994,1.8544,0
23.8519,0.1117,1.0728,5.2602,0.01,-0.1253,-0.338,8083.3775,1.3176,5
1847.5855,0.5389,1.1516,3.2312,0.6296,-2.9595,0.6053,8.0942,0.6977,1
275731.4986,7.3713,4.1439,2.2353,0.01,0.0102,0.3274,500000.0,-0.0382,3
17589.1453,0.6336,2.1674,7.1172,0.3899,-2.8176,0.529,61.1281,0.1511,4
38.2668,0.1005,1.3975,3.6807,0.1057,0.3134,0.3332,468.3014,1.4918,0
149.7248,0.1059,1.6833,5.9483,0.01,-0.9217,-0.9654,427.0181,1.6072,0
24292.7218,0.5212,1.12,2.9111,0.4984,-0.4095,0.3141,0.5,1.0,2
38.1145,0.1334,0.2556,6.6906,0.5369,-0.5638,-0.1646,143.1598,0.9725,0
693.1222,0.6805,1.3249,0.1591,0.7321,-0.4713,1.405,21.9698,0.8958,1
895.0921,0.0689,0.5856,5.783,0.2022,-0.1138,-0.8663,500000.0,0.8538,5
54.478,0.1061,0.3275,5.4484,0.1298,-0.3346,-0.518,0.5,0.5416,0
3887.1657,0.5671,1.5141,3.8639,0.6409,-0.4313,0.7011,11540.8054,0.177,2
25.715,0.0484,1.4944,3.4721,0.01,0.3266,-0.2694,1.8801,0.5037,0
338.2929,0.2509,0.3879,3.4107,0.1657,-0.1648,-0.6381,3.3556,2.2,0
687.6831,0.4662,1.4895,0.4734,0.5424,-1.0602,0.1218,6.1745,0.0901,1
1028.8952,0.4229,1.2896,2.5582,0.4906,-1.1222,0.2128,0.5,0.3017,1
417.5088,0.5463,1.0274,3.1284,0.3045,-0.5072,1.1171,500000.0,0.6299,1
735.3889,0.4207,0.9329,2.4724,0.58,-1.5514,0.2844,462.4072,0.4928,1
5609.5612,0.3128,0.9637,5.6476,0.3754,0.1421,-0.1008,500000.0,0.2172,2
233385.8529,2.3602,2.5011,3.4668,0.3706,-0.041,-0.1944,39293.5506,0.85,3
42.5629,0.0852,1.1676,4.6444,0.4044,-0.1615,0.2564,18628.6906,1.9633,0
666.5138,0.1835,1.3209,0.9085,0.1836,-0.4223,-0.4047,0.5,0.8099,0
9595.3559,2.8,0.2743,4.3695,0.7013,0.3123,0.7923,500000.0,0.1782,2
90386.5409,0.4095,2.0753,5.2204,0.702,0.658,0.472,119.7486,-0.2,2
457.6461,0.4073,1.2978,3.216,0.01,0.1953,-0.3142,0.7076,0.8911,0
883.6219,0.5545,1.4638,3.2891,0.3309,-1.566,-0.4467,2108.099,0.5403,1
1568.3044,0.7955,0.7198,1.6346,0.4908,-2.0895,0.097,93.6741,-0.2,1
172339.0045,2.4437,2.3794,6.1116,0.3539,-0.4235,0.3033,500000.0,-0.3,3
9299.9532,0.2804,0.687,7.4224,0.6963,-0.8669,0.2783,500000.0,0.296,4
6889.696,1.1998,2.0301,5.7342,0.7705,-2.0319,0.3894,500000.0,0.1297,4
23.7394,0.2635,0.5511,0.5392,0.056,0.7428,0.5946,23979.0275,1.7245,0
176.6144,0.0476,0.3842,2.7445,0.2384,-0.3443,0.5195,53.7233,0.7657,0
350362.096,6.569,4.4465,1.5972,0.3857,0.5811,1.0747,708.7084,0.4905,3
600000.0,3.2535,4.5644,1.3595,0.3844,-0.9939,1.5658,6232.007,0.1007,3
1885.4137,0.0436,0.7457,7.2472,0.4709,0.6478,0.2991,0.5,0.1466,2
2823.6014,0.9972,1.0848,6.9008,0.6149,-0.0589,0.4551,252.5806,0.6257,2
1676.9061,0.3413,0.5809,0.0,0.3774,0.35,0.5229,29466.159,-0.0013,1
146728.8277,2.2372,1.9914,5.3555,0.01,-0.9693,0.3484,1449.388,-0.0047,3
44146.9952,0.3531,1.5368,6.8604,0.2603,-0.9057,-0.1575,453.3621,0.5588,2
957.4395,0.504,1.2223,1.9608,0.5252,-2.2346,0.4801,0.5,0.2397,1
40.4409,0.2509,1.4579,2.4796,0.4422,0.7265,0.3458,169.6715,1.5166,0
8340.8345,0.1931,2.0907,6.0273,0.4509,0.85,-0.1588,0.5,0.3779,2
1180.7304,0.9014,1.1667,0.4749,0.5699,-1.0348,1.2251,29.0091,0.0693,1
151.9598,0.077,0.3493,7.6853,0.4726,-2.465,-0.1992,0.5,0.9153,6
15587.61,0.4537,0.4205,3.5178,0.7479,-1.2639,0.681,414.3663,0.4236,2
8614.0346,0.6177,1.8197,4.9973,0.3468,-1.4498,0.7712,0.5,0.2258,4
117275.575,1.9751,2.3984,1.73,0.6642,-0.9288,1.2641,1175.8923,-0.0282,3
11967.7077,0.9084,1.5797,4.0176,0.9171,-0.7554,1.0121,193.3888,-0.1119,4
136.0977,0.0533,1.247,6.0917,0.2524,-0.797,-0.721,7.383,2.1316,0
722.405,0.8602,1.3598,0.5694,0.5225,-3.2,0.7116,0.5,-0.0808,1
1859.5388,2.8,1.5715,2.9531,0.3105,-0.3037,0.4685,1479.7375,0.8128,2
802.8961,0.4826,0.8688,0.6759,0.6689,-0.1637,0.0041,17.9527,-0.0237,1
85626.395,1.2659,1.1703,3.2037,0.8205,0.2413,0.4375,534.3935,-0.0611,2
549.547,0.097,0.4638,5.0685,0.2115,0.7137,0.6454,484.2084,0.6805,0
616.7091,0.0745,0.9342,3.398,0.2302,-0.6124,0.8197,21.1285,1.3749,0
440250.7104,7.0044,4.511,5.4654,0.3643,0.7263,0.9609,500000.0,0.1787,3
1016.9943,1.022,0.8905,1.1427,0.1627,-0.511,0.3621,0.5283,1.3785,0
23.3171,0.2755,1.2627,0.2259,0.5619,0.8,1.037,0.5,1.2062,0
600000.0,7.2941,2.0181,1.9746,0.5288,-1.0811,0.889,38.0887,-0.2147,3
1316.0792,0.12,2.3655,0.1886,0.6952,-1.9138,1.1287,52.6858,-0.0081,1
18.7086,0.0959,1.0593,7.5448,0.01,0.1354,-0.6056,5.8614,0.9188,0
673.2089,0.3015,1.4455,0.3155,0.4452,-2.0101,1.5606,0.9768,-0.0231,1
20330.5796,1.0378,0.7302,6.6437,0.7109,-2.2217,-0.0774,0.5,0.0892,4
46.8713,0.0936,0.05,0.9985,0.01,-0.2595,0.6236,1.4183,1.2471,0
165725.189,1.9635,4.6654,3.1503,0.2048,-1.1164,-0.2621,57845.2518,0.3662,3
3603.2581,0.0425,1.9572,3.6699,0.7483,-1.0011,-0.2942,1663.6936,0.1164,2
60887.2601,0.4455,1.0887,3.7232,0.3639,0.85,-0.1182,5242.0156,-0.2,2
130.21,0.0148,1.0691,2.5209,0.5105,0.4917,0.6408,7.6321,0.9868,0
77.0458,0.0892,0.2628,5.2225,0.1378,0.8,-0.1901,72.1307,1.2299,0
107.6503,0.0336,0.9426,7.5931,0.2498,-0.1804,-0.4371,47.2712,0.9395,0
104586.9477,7.4334,4.3086,3.8681,0.5796,-0.1554,0.9944,95.2276,-0.3,3
622.7361,0.3754,2.026,5.6516,0.4484,-0.774,-0.9438,347.3437,0.986,0
691.0378,0.6057,0.9603,2.7454,0.7019,-1.4948,1.4577,0.5,0.3082,1
590.9162,0.4723,1.2528,2.7438,0.2276,-0.5614,0.2962,17.5491,0.7014,1
653.239,0.0618,0.4938,1.502,0.2383,-1.096,1.4315,6.6361,0.736,0
1799.4793,0.167,1.3508,2.0483,0.53,-3.2,0.7239,2442.9945,0.1761,1
1204.8666,0.1234,1.6416,1.9016,0.4306,-1.5802,0.4727,60.0235,0.863,1
78228.5836,2.8,2.1893,6.4952,0.4559,0.0504,0.6285,3244.645,0.5018,2
29.6719,0.1074,1.4824,3.9377,0.3899,-1.6979,-0.1761,10.1322,1.1305,6
141.427,0.2132,0.6465,4.7189,0.5475,-0.7966,0.0741,2436.7752,0.6292,0
1113.7744,0.3967,1.903,3.4706,0.4725,-1.154,0.4367,0.5,-0.2,1
16.6418,0.2687,0.3541,8.0,0.0505,0.1821,-0.8722,35.0176,1.4601,0
83.6122,0.0758,1.4075,6.5155,0.0802,-0.3283,-0.5042,756.9043,0.7719,6
520.8514,0.5458,1.4334,1.1841,0.2781,-1.4102,0.7133,291880.0661,-0.0494,1
129547.9881,0.1225,0.8889,3.7205,0.5574,-0.3058,0.69,1046.3368,0.1991,4
778.0563,0.6076,0.6177,0.8591,0.3605,-2.6305,0.4565,303.0115,0.0568,1
103407.622,1.5124,1.8197,2.8363,0.5682,0.85,-0.5,2.3604,1.0,2
135.8077,0.3452,1.3684,5.2989,0.3629,0.0286,-0.1546,7058.4379,2.0123,0
200.143,0.2812,1.3407,2.7294,0.3826,-0.5227,-0.0082,2.1531,1.2476,0
258.6082,0.0547,0.0996,5.7126,0.01,-0.4079,-0.4807,500000.0,1.4651,5
