rsi_14,macd_signal,bb_position,volume_ratio,atr_pct,price_momentum_5d,ma_cross,overnight_gap,market_sentiment,sector_beta,earnings_proximity,spread_proxy,movement
63.24882,-0.14425,0.29343,1.288,1.49923,0.97008,-0.18216,0.77092,0.97796,0.79169,0.69402,0.06959,2
45.38669,-0.31894,0.70639,1.42076,0.7963,0.23438,0.02921,1.01463,0.44913,0.86737,0.40092,0.04694,1
59.83351,-0.60546,0.5045,2.15081,2.72453,2.26889,0.04701,-0.33008,0.22056,1.11481,0.10014,0.01,2
64.29759,-0.45697,0.71644,1.03844,1.41999,-1.39904,-0.1074,-0.18767,-0.31961,0.42104,-0.75316,0.07242,0
63.40106,0.25864,0.61193,2.0583,0.56491,-1.02183,-0.18579,-0.65764,0.39627,0.73875,-0.99254,0.01,1
52.74445,0.47926,0.69873,0.59804,1.0113,0.41234,0.19456,-0.16524,-0.18102,1.15735,-0.27973,0.06994,1
26.81159,-0.52573,0.32527,1.78042,2.34561,1.44465,0.20128,1.12164,0.20184,0.91057,-0.64061,0.03325,2
73.50288,1.98547,0.20952,0.95486,2.16882,2.57849,0.11633,-0.68592,-0.03967,0.35502,0.69438,0.08268,2
67.90313,-0.03362,0.29666,1.05524,1.24906,0.12402,-0.18453,0.24274,-0.13251,0.7736,0.93139,0.04221,1
19.29293,0.00468,0.27375,1.23063,1.57439,1.00104,0.52422,-0.14226,0.18755,0.86407,0.91129,0.02522,2
65.75534,-0.63684,0.71099,2.29917,1.40145,-1.27013,0.73307,-0.62249,0.14799,0.79002,0.35141,0.03632,0
34.81909,-0.96007,0.47682,0.94419,1.03477,-0.01024,-0.57251,0.04492,-0.13199,0.95622,-0.73213,0.05239,1
20.27204,0.82132,0.85163,0.70362,1.59119,-1.2498,-0.18057,-0.63806,-0.20335,1.47786,-0.96561,0.07002,1
28.90344,1.01507,0.46265,2.06258,1.38422,1.27757,1.12852,0.70138,0.37341,0.87943,0.91606,0.04607,2
41.17349,0.24378,0.27949,1.83273,1.28665,0.72956,-0.13628,0.70766,1.0,1.04291,0.79373,0.03078,2
28.70798,-0.01316,0.62276,1.51332,1.6349,0.79746,-0.09136,-0.65602,0.09972,0.84257,0.99762,0.05481,1
68.90273,-1.16605,0.75696,1.77281,2.00886,-2.26757,-0.57196,-0.15944,-0.64929,1.73448,-0.77626,0.04132,1
55.66488,0.15191,0.44016,1.5315,1.51174,-0.71294,-0.39341,0.39443,0.19628,0.2463,0.10145,0.02354,1
40.84722,-1.23761,0.16202,1.46827,2.52452,-1.90959,-0.5813,0.62956,0.02536,0.63723,-0.39772,0.05324,1
52.25585,0.44877,0.52236,0.86165,1.34038,-1.58304,0.22287,0.00696,0.05215,0.96491,-0.48499,0.09367,1
30.89025,-0.30917,0.69439,0.72042,1.20871,0.35318,0.24933,0.10002,-0.74596,0.66123,-0.18922,0.096,1
54.5371,0.9908,0.08872,1.42376,1.05698,2.95951,0.27229,-0.94673,-0.49421,1.55854,0.77547,0.04676,2
39.39725,0.07903,0.40368,0.58411,1.91141,3.4371,-0.36753,0.47714,-0.04658,2.15338,0.45273,0.06038,1
63.83988,-0.13154,0.62043,0.56194,2.08897,-0.08572,-0.83065,-0.01402,0.26169,1.36324,-0.12017,0.09701,1
41.6486,0.22798,0.74143,0.33125,1.20238,0.57063,-0.65703,-0.05957,0.26882,1.31667,-0.17625,0.15917,1
56.83202,-0.44957,0.80149,2.20557,1.20831,-0.60782,0.50501,-0.17012,-0.93362,0.74911,-0.7904,0.01,0
26.63913,-0.17697,0.91517,0.90458,3.25053,-0.19589,0.13553,-0.22006,-0.86184,1.63711,0.44699,0.05544,0
33.03893,1.06886,0.09951,0.68008,1.46617,1.29627,-0.51634,-0.74009,0.10238,2.36225,-0.37824,0.0801,2
33.52444,-0.78115,0.78424,0.80586,2.23324,-1.17075,-0.43203,0.396,-0.02754,0.6116,0.01289,0.10859,0
50.38195,-0.0867,0.75089,1.08742,0.73945,0.33334,-0.57921,-0.053,-0.44516,0.39662,0.06265,0.04564,1
79.85821,-1.47882,0.64048,1.27994,3.07257,1.29926,-0.45528,-0.02613,-1.0,0.66031,-0.2367,0.08831,0
31.71565,-0.36925,0.55071,0.95704,0.92127,-0.31668,-0.10395,0.06224,-0.15755,0.62499,-0.18301,0.06058,1
54.809,-0.08769,0.47285,0.48617,1.35842,-1.57271,-0.59551,-1.35473,-0.54705,1.0722,0.25145,0.17164,2
71.0857,-0.63304,0.43284,2.11671,1.34441,-5.40993,0.15622,-0.03271,-0.21185,0.85552,0.71783,0.0647,0
69.35635,0.1856,0.58826,1.76396,1.48598,-0.13981,-0.30203,0.42455,0.17125,0.62917,0.39051,0.04196,1
13.74079,1.42627,0.28485,1.87082,1.56116,-1.70831,0.21861,-0.11049,0.38138,1.47284,0.213,0.07747,2
90.43561,-0.53638,0.43705,1.53882,1.1375,-3.16852,-0.16998,0.45793,0.83985,0.64637,-0.98651,0.01,1
42.64218,0.55909,0.2387,1.81749,1.15868,0.09279,-0.06496,0.83159,-0.32309,0.91279,-0.42861,0.04543,2
75.04237,-0.19757,0.65837,1.02032,1.37446,1.75839,-0.64258,-0.17207,0.52234,0.54405,0.3087,0.1133,1
48.5975,-1.95231,0.77763,1.40047,1.59114,1.97902,-1.666,-0.69948,-0.02768,1.09862,-0.19991,0.04233,0
28.67629,0.68366,0.38886,0.76278,1.52994,-1.12718,0.43316,-0.68544,0.29145,1.38408,-0.17048,0.06748,2
36.50181,-0.61235,0.05224,0.72815,1.57232,-0.89959,-0.63238,0.05377,0.27876,1.65693,0.3277,0.08678,2
28.26027,0.37766,0.05563,1.75731,0.99844,0.09427,0.43352,0.15169,-0.26111,2.0857,-0.34144,0.05371,0
72.68499,0.26489,0.20057,0.97482,1.6979,3.79831,0.06839,0.23968,0.31056,1.52531,0.38359,0.10792,2
51.2333,-0.52083,0.43673,1.89086,1.69381,0.11461,0.20647,-0.69364,-0.03786,1.87751,-0.52172,0.06221,0
55.73205,-0.3907,0.74622,1.44811,1.89249,0.66999,0.335,0.25282,-0.10808,0.62212,0.56885,0.03683,0
73.79791,0.1185,0.48753,2.08573,2.09618,1.89586,-0.12956,-0.14506,-0.09527,0.60504,0.23031,0.04377,1
46.48894,0.3476,0.58754,1.21119,1.03882,-1.01066,0.09869,-0.1597,1.0,1.27572,-0.06166,0.01128,1
46.52815,1.15107,0.6776,0.9962,0.90416,-1.72761,0.14661,-0.47184,0.28437,2.43447,0.31443,0.04954,1
62.69335,0.01884,0.73292,0.63327,1.55015,-0.59506,-0.97014,-0.19679,-0.35328,0.43536,-0.52325,0.11095,0
41.32545,-0.32067,0.47326,1.31782,0.8255,-1.0532,0.40058,-0.80242,-0.02106,1.2773,-0.55377,0.04936,2
42.23938,0.44501,0.28588,1.46084,1.56136,5.4865,0.03051,0.81639,0.00616,0.47712,-0.35641,0.05956,2
55.9393,-0.71765,0.95374,1.23188,2.55005,-3.21784,-0.32508,-0.32774,-0.59551,0.29103,-0.36742,0.06114,0
32.28239,0.43367,0.44538,1.09583,1.4248,-0.7421,-0.09117,1.34774,0.70631,1.21798,-0.06311,0.08902,2
37.42939,0.61318,0.30954,1.22937,1.04074,-0.76301,0.53534,0.61386,-0.06589,0.34137,-0.40047,0.05462,1
46.7437,0.84375,0.19274,0.95488,1.09631,2.8271,1.01208,-0.42702,-0.63545,0.54587,-0.33176,0.06613,2
63.16543,0.82863,0.20707,1.63723,1.41041,4.16969,0.75807,-0.42894,0.66774,0.62293,-0.78827,0.02822,1
45.01586,-1.69791,0.41608,0.88228,1.12267,0.076,-0.52558,-0.08627,-0.19439,0.8998,0.37969,0.10026,1
29.01003,-1.56069,0.19689,0.72303,1.67475,-1.73206,0.41817,-0.32162,-0.81956,1.6829,0.58441,0.09659,0
83.9369,0.70109,0.34584,1.059,1.51668,2.65413,-0.16651,0.4386,0.43059,1.96921,0.97994,0.11397,2
32.69609,0.40637,0.75796,0.81443,2.15525,-0.62177,-0.02761,0.18833,-0.02177,1.07285,0.15678,0.06897,0
17.52542,1.30947,0.50468,0.84263,1.99768,1.92296,0.78125,-1.14269,-0.36354,0.75436,-0.44582,0.08976,2
63.08854,0.66867,0.47565,0.84926,1.097,-1.45461,0.45723,0.10832,-0.59416,0.94306,0.37871,0.06363,1
41.87671,0.38322,0.2876,0.63462,2.91275,0.52219,-0.71972,-0.32199,0.0804,0.75785,0.90909,0.09567,2
68.19585,0.51457,0.17432,0.93862,1.52983,-0.36484,-0.21672,0.26456,-0.31604,0.57133,0.55146,0.07207,2
45.42579,1.57939,0.52325,1.61071,1.76007,-2.4766,-0.07334,0.10906,0.79577,0.6875,-0.22086,0.05311,2
58.92904,-0.60848,0.21086,1.10769,2.88273,0.49133,0.13367,-0.28491,0.4009,0.80539,-0.94487,0.05782,0
53.02908,-0.55436,0.75743,1.28696,0.73803,0.08787,-0.08542,-0.17758,-0.01891,1.50574,0.62053,0.06947,1
34.20954,0.03075,0.50151,2.75855,0.87057,-1.71316,0.22074,0.21373,-0.69713,0.76941,-0.3446,0.01,1
64.74212,0.25479,0.42312,0.57699,1.91346,3.76025,-0.1335,-0.05367,0.18332,0.5008,-0.43125,0.10604,1
58.70736,1.76426,0.41375,0.81059,1.62052,4.06432,0.52224,0.26314,-0.20994,0.42084,-0.9059,0.09519,2
67.1204,-0.02284,0.53749,1.56738,1.23036,-4.964,-0.10721,-0.22317,0.5818,1.00665,0.79616,0.05698,0
30.00852,-0.24063,0.59704,0.44387,2.16776,0.6669,0.39829,-0.40388,-0.67109,0.37434,0.81272,0.15286,0
58.41312,0.61898,0.52726,1.18485,1.74549,-0.65208,-0.06648,-0.26062,-0.28842,1.30565,0.72485,0.04156,1
73.37631,0.17052,0.75223,1.10919,0.92001,-1.34197,0.53621,0.32057,-0.18793,0.67439,-0.86958,0.04945,1
42.45495,1.05221,0.20052,0.77406,1.08449,-0.86022,0.77702,0.56017,-0.36737,0.75021,0.55989,0.07969,2
70.49066,0.54394,0.36047,1.10406,1.53282,-2.22257,0.49983,-0.2009,-0.22613,1.31194,-0.78818,0.05979,2
46.8486,-0.12968,0.89993,1.24607,1.90039,0.101,-0.61288,-0.56606,-0.31114,1.30841,0.54125,0.05743,0
83.54879,0.53026,0.8287,1.6207,2.63589,-1.47604,0.33295,0.96499,0.26652,1.61131,-0.19549,0.0804,2
71.79915,0.80735,0.45838,1.44296,2.95194,0.62573,0.26771,0.40424,-0.65922,1.2178,-0.70352,0.07059,2
58.85379,-0.41921,0.44295,0.61933,1.09493,0.09281,-0.29814,0.17115,-0.49827,0.68224,0.08037,0.10731,1
96.54108,-0.797,0.66803,0.96537,1.75948,1.08341,-0.06211,-0.26173,-0.0475,1.05275,-0.74058,0.07143,0
54.53261,-1.18436,0.72976,2.08424,3.41678,-0.54075,-1.02995,0.04733,-0.98332,0.88568,0.58316,0.0682,0
80.39296,-0.47527,0.42302,0.93967,2.19127,-4.50358,0.12229,-0.66082,-0.50747,0.68589,-0.97663,0.06663,0
76.58294,-0.81461,0.63447,1.74963,2.10481,-1.05209,-0.81425,-1.15427,-0.43141,1.35917,0.45376,0.06319,0
60.48008,-0.68618,0.36968,0.43667,1.4634,1.33228,0.35873,0.09352,-0.04317,0.69492,-0.04641,0.09224,1
96.49087,-0.14293,0.86199,1.05451,1.43101,1.90583,0.01083,-0.44083,-0.35707,1.58288,0.45167,0.07787,0
37.80188,-0.06768,0.93263,0.724,1.82083,0.6258,-0.25127,1.33017,-0.10184,0.86352,-0.23489,0.09142,0
55.03831,0.38492,0.56083,1.16308,1.90641,0.29028,0.44271,-0.01764,-0.13102,0.80305,-0.44307,0.06537,2
55.80097,0.49806,0.26621,0.7443,1.3676,-0.52056,0.5386,0.14071,0.06732,1.28678,-0.17835,0.06245,1
41.94984,0.47997,0.62334,0.46988,1.98009,0.19788,-0.73886,-0.76442,-0.72227,0.85403,0.83983,0.159,0
43.02986,0.10871,0.66409,1.27899,1.52444,-4.18798,1.21443,0.51738,0.10232,1.09654,0.59028,0.02966,2
44.15532,-0.02153,0.47688,1.13594,1.42392,-1.47065,0.13136,-0.04303,0.03265,1.76476,0.2122,0.04952,1
49.10545,-0.22326,0.46163,0.5067,1.34092,-2.28613,0.19194,1.37825,-1.0,1.21246,0.97813,0.1337,0
45.97379,0.63545,0.60488,1.04703,0.81412,0.31881,-0.1888,0.2173,-0.00635,2.5,-0.49499,0.02398,1
67.32853,-0.65099,0.6692,1.07336,1.09684,0.58617,-0.05088,0.07453,-0.47129,0.44225,0.78399,0.08316,1
49.16845,-0.26121,0.40839,1.03187,1.42963,1.37383,-0.36327,-0.15164,-0.00107,1.33658,-0.97567,0.03857,1
36.62678,0.04045,0.11143,1.77412,2.67929,1.87526,-0.21718,0.69262,-0.32894,1.30282,-0.1414,0.01702,1
52.60792,-0.12527,0.62199,1.17059,1.16371,0.50048,0.06755,0.48467,0.74166,0.45017,-0.19592,0.06798,2
16.72272,-0.49664,0.5311,1.5323,1.86989,-3.01381,-0.58537,-0.59157,0.07636,0.57366,0.68718,0.06159,0
67.31216,0.16836,0.28269,1.31731,0.60412,-0.06074,-0.01436,-0.73393,0.56448,0.2,0.12069,0.03557,2
39.69381,0.87186,0.34275,1.23595,1.08615,2.91955,0.47456,-0.43232,0.84947,1.03171,-0.59825,0.04682,2
54.28002,0.69916,0.39864,1.56337,1.49879,-0.94299,-0.16191,-0.26332,-0.22832,0.90083,-0.50808,0.04702,1
20.11497,-0.64947,0.70304,1.15039,1.32356,-1.13995,-0.24714,-0.55001,-0.12562,1.61931,0.83847,0.04668,1
2.74355,0.16107,0.52711,1.26257,1.28999,-1.82879,0.39553,-0.75804,0.13011,0.80973,0.78251,0.03984,1
11.75432,0.82792,0.19287,0.63893,2.26376,0.80367,0.17724,0.28954,-0.38457,1.46945,0.77492,0.1029,2
37.06814,-0.82624,0.33547,0.89706,0.78674,-0.57396,-0.29597,0.17333,-0.14762,0.55276,0.42993,0.02279,1
62.56873,-0.4035,0.27827,1.39806,0.77742,0.71832,0.20823,0.43584,0.33247,0.82041,0.41848,0.09204,1
65.17303,-0.11636,0.43466,1.68271,2.05899,0.26992,0.04966,-0.34227,0.87215,0.69815,-0.75694,0.07823,2
50.61998,-0.36061,0.73509,0.76948,2.26809,-2.6678,-0.66,-0.19945,1.0,0.91988,-0.10305,0.08681,1
2.45428,0.30507,0.35787,0.72701,1.96933,-2.99394,1.14639,0.94713,0.37611,0.83386,0.01654,0.10219,2
57.90564,-0.29673,0.60757,1.36976,1.28645,-1.48349,0.20081,-0.76088,-0.67695,0.52974,-0.02549,0.04997,1
22.77805,-0.56812,0.5226,0.47946,1.21125,-1.68408,-0.33959,0.21475,-0.65124,0.74164,-0.15173,0.10309,1
61.38283,0.31472,0.4666,1.09566,2.04986,-1.34312,0.05541,0.54135,-0.23764,0.52945,-0.65671,0.05472,0
23.98431,0.74239,0.21238,0.92194,1.16416,2.02591,0.62163,-1.27497,-0.53191,0.7018,-0.9595,0.07927,2
37.69713,-1.00962,0.74322,1.20392,1.60085,-2.15164,-0.65805,-0.66749,-0.18003,1.2944,-0.83674,0.08199,0
56.02798,-0.29765,0.42593,0.7715,1.62624,-0.69228,-0.41118,-0.12287,0.19351,1.32727,-0.57698,0.06876,1
38.3599,-0.23922,0.1213,0.75297,1.7176,1.52222,0.11332,0.60379,-0.37149,1.45918,-0.166,0.07595,1
62.09046,-0.44767,0.43788,0.78766,1.30539,-0.73821,-0.48719,-0.06201,-0.1991,1.08417,0.71608,0.04742,1
52.59623,-0.57206,0.4663,2.31921,1.0991,2.69748,-0.12931,-0.90189,-0.50303,0.7567,-0.82458,0.02885,1
49.94246,0.16824,0.60187,0.60066,1.50585,-0.58511,-0.70329,-0.35899,-0.30246,1.13889,0.77007,0.07574,1
66.56667,0.86811,0.38547,0.8059,1.26409,2.0113,1.30115,0.56017,0.59928,0.52832,-0.98738,0.11283,2
69.30665,-1.51349,0.36314,1.84009,0.98283,1.07685,0.0363,0.13372,0.78658,0.62328,0.56012,0.0543,2
91.39987,-0.81228,0.54379,1.09286,2.38298,1.17935,-0.42457,-0.19241,0.44766,0.85548,0.39263,0.07206,0
26.21108,0.55909,0.16284,1.56632,1.62242,2.92895,-0.36828,1.04189,-0.04254,1.01966,0.95697,0.08164,1
67.08124,0.03089,0.20533,0.80667,1.12297,-0.2483,0.38767,-0.01028,0.34148,0.6743,0.55335,0.05493,1
27.50054,0.21106,0.80295,1.31535,0.95175,0.32259,-0.24121,-0.2126,0.42553,0.81007,0.21292,0.06043,1
54.19938,0.97228,0.26676,1.1291,2.14136,0.84017,0.95062,0.39313,0.79617,0.47291,-0.8906,0.06529,2
23.24471,-0.86105,0.32727,1.17149,0.92317,-1.27919,-0.11095,-0.62896,-0.51929,0.69628,0.08287,0.03556,1
41.49062,0.46198,0.41014,0.73025,1.95964,0.09293,-0.26497,0.22056,0.3344,0.77201,0.4239,0.11506,2
44.4358,0.11422,0.25998,0.78785,1.7762,-0.67022,-0.10275,-0.99692,-0.00346,0.97237,0.86445,0.04673,1
84.85124,0.35463,0.54871,0.73105,1.81704,0.26675,0.02293,0.29259,0.08494,1.27672,-0.0783,0.12269,2
45.43318,0.03725,0.57896,1.80981,3.95408,0.07567,0.20658,0.8268,-0.18219,1.27586,0.33962,0.04863,2
63.79186,-0.73317,0.8026,1.10017,1.73621,-0.07428,0.18131,-1.34201,0.23621,0.50841,0.73865,0.04379,0
44.13806,0.65798,0.59336,1.1112,1.90469,2.70507,1.43784,-0.65739,0.16908,1.53207,0.6482,0.07665,2
32.94526,1.67123,0.47083,0.93631,1.24211,0.65596,0.72194,-0.49797,0.18921,1.69261,0.31169,0.09672,2
65.05999,-0.70089,0.5199,1.64106,2.70757,-2.73448,-0.23546,-0.52324,0.22298,0.86719,0.03203,0.03658,0
42.73711,0.18542,0.28782,0.53713,1.95605,-1.36373,0.27709,-0.37197,-0.61121,1.02492,-0.59113,0.15547,0
67.6425,0.51401,0.19501,0.50796,2.58418,0.85242,0.77572,-0.17719,0.03407,0.95787,0.88282,0.16703,2
40.6843,-0.29992,0.05603,1.35257,2.45131,2.20863,-0.11894,0.35501,-0.32909,0.29104,-0.19842,0.06484,1
63.58183,-0.37215,0.20915,2.50843,0.67806,0.0486,-0.23593,0.07611,0.46437,0.42331,0.35183,0.01803,2
77.78276,-0.6871,0.3896,0.47241,1.43995,-1.19356,0.00906,0.14265,0.05695,0.90646,0.61922,0.12077,0
24.41781,0.23888,0.39359,1.18033,0.99356,0.89468,0.18308,1.05033,-0.35938,0.4697,-0.61454,0.06761,1
44.16372,1.05466,0.44405,0.59368,0.90442,1.30914,0.78195,-0.99943,-0.23902,0.44535,0.12118,0.10601,1
45.90045,0.90428,0.32177,0.78088,0.96395,-1.3072,0.92306,-0.24438,-0.37593,0.407,-0.13775,0.08184,1
55.77644,0.06682,0.69708,1.38126,2.53037,-0.71509,-0.5076,0.47418,0.08115,1.0766,0.55862,0.07545,0
31.91467,-0.03619,0.5804,0.84428,0.86069,0.27253,-0.07573,-0.19772,0.43179,0.94359,0.6684,0.10045,2
56.81579,-0.18617,0.21389,0.59204,2.29816,0.51325,0.73263,0.80049,-0.06294,0.58716,0.62027,0.07483,1
43.20456,-0.17157,0.63097,1.94926,1.38587,0.80552,-0.08917,-0.28311,-0.32754,0.65053,-0.14816,0.02131,1
45.33041,0.11038,0.8115,0.76039,0.90359,0.4589,-0.19979,-0.00201,0.10968,0.83621,0.78338,0.08268,1
74.77169,0.07627,0.39158,0.58425,1.50837,1.90622,-0.39446,1.0261,-0.40151,0.85748,-0.1854,0.08777,1
52.02587,0.61402,0.08544,1.17909,1.10204,3.83357,-0.3712,-0.88611,-0.22129,0.48141,0.40001,0.05665,2
40.50729,0.8355,0.49597,1.04669,1.65842,-0.14022,-0.29549,0.41743,-0.27476,0.85386,0.62134,0.02625,1
34.2757,0.33727,0.4982,0.66429,1.24654,-2.04427,0.21771,-0.2799,-0.37263,0.65507,0.67732,0.09152,1
55.93705,0.27954,0.78068,0.41826,1.30988,1.08112,-0.21099,-0.75896,-0.52885,1.04137,0.08622,0.07145,1
61.5973,-0.83072,0.75457,1.22896,1.01489,-0.69305,-0.78971,0.55593,0.41195,0.3777,0.47748,0.05255,0
56.37259,0.01317,0.86121,0.72949,0.86786,-0.73705,-0.1948,-0.74528,-0.56684,1.24373,0.15214,0.08764,0
51.22912,0.78862,0.28323,1.51854,0.80129,-1.90611,0.32455,-0.24306,-0.33061,0.74869,-0.93492,0.04115,2
29.74556,0.39078,0.36758,1.1281,1.34454,2.08645,0.70416,1.0312,0.45031,0.51944,0.77608,0.03669,2
85.32226,0.01206,0.9154,1.65443,1.05779,-2.3231,-0.74993,-0.76452,0.1814,1.69884,0.90729,0.04163,0
54.58809,1.14033,0.32325,1.39846,1.26852,1.90561,0.98255,0.2507,-0.09191,0.89081,-0.69031,0.10609,2
58.06241,-0.29636,0.52516,0.83429,1.54972,0.69964,0.09255,0.97918,-0.03845,1.09512,0.60851,0.05732,1
44.63836,0.17279,0.29751,0.93613,1.07285,-1.21792,0.84992,0.37616,0.41147,0.9378,-0.77488,0.08336,2
9.93574,-0.62533,0.63908,0.5602,1.39436,-4.95653,0.2262,-0.11874,0.48057,0.85429,-0.79658,0.14564,1
77.23107,-0.09091,0.64222,1.50127,1.20712,-0.79505,-0.60981,-1.21705,-0.46445,0.64363,-0.03794,0.0555,0
33.01036,-0.00656,0.27682,2.37002,1.2942,1.14958,0.23667,0.87394,0.47884,1.13473,0.78787,0.06473,2
16.82886,-0.54909,0.53922,1.26595,1.63276,-0.46262,-0.90537,0.26242,-0.54985,1.0046,0.50194,0.02163,1
27.3803,-1.19404,0.18115,2.50204,2.8131,-1.49508,-0.83117,-0.14333,0.06583,0.89631,-0.4857,0.02678,0
53.39826,-0.2031,0.66434,1.45684,1.21849,1.60729,-0.31014,0.26084,-0.06529,1.34403,0.31982,0.02618,1
72.20242,0.33493,0.19177,1.24127,1.64667,2.01439,0.3327,0.87734,-0.01813,1.38995,0.49264,0.03454,2
66.96571,-0.88556,0.66921,1.32796,1.64013,-0.22289,-0.84829,1.13622,-0.05886,0.81977,0.61839,0.08195,0
97.08824,-1.71043,0.93479,1.30857,1.37616,0.93331,-0.18388,-0.01791,-0.1019,0.76578,-0.50016,0.01,0
64.60264,-0.16752,0.31832,0.83837,1.32501,2.62135,0.14365,0.75555,0.23537,1.18606,-0.0077,0.09202,1
54.87945,0.09255,0.67892,0.53269,1.52941,0.20293,-0.24929,0.91515,-0.4476,0.65435,-0.09639,0.11703,2
40.54202,0.51712,0.77328,0.5965,1.68546,-0.43536,0.78723,0.10396,0.55775,0.64232,-0.72572,0.10025,2
26.35649,-0.42647,0.66753,0.69155,4.67625,-0.88299,0.52523,-0.63686,-0.29194,0.83967,-0.26515,0.11403,0
57.84874,-0.34607,0.92409,0.64504,2.03921,-3.71589,0.51069,-0.66057,-0.49624,0.52045,0.94878,0.12124,0
51.85079,-0.71254,0.46699,0.83752,1.89379,0.06183,0.24796,-0.7426,0.22386,1.28347,0.04121,0.08355,2
50.39354,0.59336,0.30254,1.51071,2.45838,-0.12109,0.70401,-0.69348,-0.79193,0.85899,0.27021,0.06996,2
46.27742,0.40967,0.09041,3.20599,1.79389,0.0112,0.36691,-0.44609,-0.54178,0.65782,-0.54512,0.01312,2
22.32435,-0.67189,0.67472,0.96969,1.18053,0.7895,-0.25424,-0.1942,-0.61267,0.38729,0.766,0.01323,1
22.49158,0.00894,0.77267,1.60479,0.80542,0.13621,-0.2546,-0.38988,0.65502,0.82515,-0.02094,0.06553,1
59.30495,0.34017,0.49776,0.98618,1.06787,-1.98909,-0.1525,-0.94543,0.27841,0.3919,0.7774,0.06407,0
61.64445,-0.80253,0.93253,0.35951,2.37766,-4.064,-0.32952,0.48268,-0.25608,1.27771,0.68557,0.15948,0
46.8156,-0.66589,0.29727,1.09998,1.71686,1.32622,-0.71108,1.29167,0.16404,0.93953,-0.44109,0.08259,2
30.29991,0.33376,0.36083,1.02799,1.39338,-1.36424,0.25101,-0.18828,0.73629,0.61551,-0.56112,0.04472,1
64.32253,-0.74688,0.61668,2.17926,0.91895,1.41036,0.831,0.73226,0.07082,2.16749,-0.77201,0.0124,1
36.13044,-0.04414,0.69834,0.6667,1.09065,-0.53698,0.20017,-0.56615,-0.12228,0.64879,-0.25482,0.07488,1
61.35692,0.25087,0.13345,0.71945,1.97137,-0.47862,1.04451,0.23734,0.57289,1.27262,0.15841,0.08505,2
95.3133,-0.04376,0.52457,1.57174,1.83564,-2.01978,-0.16294,0.54507,0.89849,0.65475,0.01255,0.0726,0
84.62394,0.67224,0.70276,2.29933,2.56861,-0.10125,0.2396,-0.25143,0.33522,0.53366,-0.14255,0.03302,2
25.39376,0.06037,0.1872,0.88164,1.43955,4.56623,0.31195,0.10488,-0.09612,0.66811,0.77283,0.06406,2
58.07537,-0.14421,0.4271,2.91445,1.49389,2.7317,0.59019,0.61771,0.00776,0.99002,0.48515,0.01,2
51.91137,-0.8086,0.6589,0.49109,1.65332,2.44094,-0.30055,0.84105,0.33608,0.55426,0.06765,0.11259,1
74.59534,-0.63602,0.29545,0.80702,1.76977,-2.38299,-0.76824,-0.09174,0.23754,1.1704,-0.43684,0.09849,0
36.88228,0.81689,0.5823,0.97325,1.02372,-0.24709,0.55313,0.59438,-0.38193,1.15029,0.96463,0.05505,2
64.38065,0.98702,0.28866,0.99864,0.88983,4.70123,0.05517,0.21871,-0.4207,1.43937,-0.64862,0.08793,2
30.8127,-0.24699,0.71636,1.37341,1.51225,0.75402,-0.07322,0.41719,0.15944,1.19964,-0.85957,0.07422,2
53.06873,-1.04444,0.43133,1.96986,1.33035,-0.32665,-0.77918,0.02817,0.34261,0.97164,0.8192,0.0367,0
34.93354,-0.11226,0.60931,0.82771,1.20564,1.53575,-0.13957,-0.39756,0.35111,1.38991,0.89954,0.05161,1
56.60587,-0.35761,0.36249,1.21859,1.41151,1.47351,-0.16345,-0.49718,0.41999,0.82726,0.23019,0.04567,1
29.47348,-0.56203,0.45181,0.80375,1.4493,-2.70307,-1.00355,0.23627,0.23161,0.76951,-0.07044,0.11845,0
61.22833,-0.02238,0.51356,1.47594,1.77598,-1.11382,-0.16731,0.09438,0.08623,0.32048,-0.46953,0.02058,2
65.00985,0.35747,0.70992,1.12508,1.3777,-0.66294,-0.53143,0.13333,-0.7497,0.47477,0.86122,0.05869,0
35.44987,-0.93764,0.4098,0.78982,1.65355,1.32385,-0.51127,0.06765,-0.21206,1.14765,0.62756,0.08384,0
38.49408,0.15445,0.29502,0.59453,1.04306,-0.37284,-0.30845,-1.99568,0.41551,1.1041,0.48088,0.13494,2
52.96342,0.83096,0.30794,0.52446,1.6149,0.17407,-0.21878,-0.10958,0.46681,0.85162,0.23039,0.12314,1
63.42781,0.52748,0.50775,1.28895,1.23284,1.13272,-0.59828,-0.35004,0.16739,1.0625,0.74853,0.06009,1
82.84727,0.27641,0.78994,1.83616,2.08874,0.172,-0.09139,-0.07894,0.83573,0.95794,-0.9235,0.05573,1
72.00537,0.56287,0.06044,1.00283,0.98772,0.59022,0.84027,0.07486,-0.11911,1.58478,-0.80341,0.04919,2
37.02766,-0.41337,0.23018,0.83681,3.15131,-1.67492,-0.49343,-0.01916,0.73895,1.19775,-0.03295,0.06497,1
57.12005,-0.42712,0.80616,1.02347,0.92011,-0.2357,0.41327,0.15797,0.33663,1.32749,-0.0938,0.04266,1
92.85677,-0.67163,0.53552,0.64301,1.4248,0.80552,-0.8816,-0.0621,1.0,0.5108,0.63786,0.07211,0
50.60067,-0.01872,0.3016,0.86138,1.77649,-1.12814,-0.11247,0.42821,0.02898,1.13776,-0.42617,0.09327,2
