log_sfr,log_stellar_mass,u_r_colour,dn4000,log_ssfr,h_alpha_ew,log_halpha_lum,velocity_dispersion,galaxy_type
-1.30404,9.35527,1.70209,1.13205,-10.65931,12.90334,40.21859,49.27178,0
-1.77072,11.21483,2.38277,1.46017,-12.98554,-3.89261,39.04936,92.88353,1
-1.94277,10.23725,2.63976,1.63627,-12.18002,-0.56993,38.74441,91.63013,1
-1.27659,11.10278,2.84478,1.75317,-12.37937,6.4481,39.84994,80.0,1
-0.39046,10.7473,0.81428,0.97797,-11.13776,25.37195,40.62227,58.84064,0
-1.6411,10.50989,2.31749,1.4228,-12.15099,0.7259,39.37612,86.41129,1
-0.58486,10.19622,1.59245,1.18788,-10.78108,11.11634,40.29648,54.53148,0
-0.75208,9.97229,1.25347,1.13123,-10.72437,31.98634,40.92784,82.97073,0
-0.37696,10.01128,1.37251,1.01271,-10.38825,6.19072,40.94889,65.74147,0
-0.48775,9.57033,1.74431,1.00409,-10.05807,22.84116,40.89764,49.73091,0
0.81678,9.91108,1.49999,1.04121,-9.09429,77.6987,42.06549,25.0,2
-1.84071,10.10199,2.78538,1.73835,-11.9427,7.06806,39.47105,80.0,1
-0.77432,9.01334,1.7664,1.17071,-9.78767,19.81193,40.10093,28.69068,0
-0.998,9.67441,1.54259,0.9906,-10.67241,29.29956,40.20246,43.53355,0
0.2643,9.84923,1.52534,1.10784,-9.58493,67.39429,41.73688,122.40977,2
0.89847,9.64433,0.46402,0.85,-8.74586,124.94375,42.31162,114.52325,2
-1.81455,11.38362,3.04232,1.71509,-13.19817,0.60352,39.23219,81.62058,1
-1.87843,10.60525,2.85462,1.73563,-12.48369,4.43317,38.95795,80.0,1
0.62763,9.18825,1.38473,0.9225,-8.56061,94.39161,42.11198,74.66085,2
-0.80599,9.8093,0.86896,1.0956,-10.61529,13.04908,40.59522,44.41698,0
-0.65708,9.72953,1.95984,1.45199,-10.3866,18.05766,40.8705,67.0723,0
-2.25738,11.30924,2.46795,1.68049,-13.56662,0.99221,38.5968,84.67957,1
-0.86749,9.7033,2.88909,1.77903,-10.57079,1.01355,40.07883,85.57377,1
1.67129,10.53669,1.11504,1.11174,-8.8654,32.61678,42.76863,163.42313,2
-1.69809,10.77133,2.6423,1.65998,-12.46943,4.17442,39.68935,80.0,1
-1.84126,10.63854,2.7124,1.61673,-12.4798,-1.20708,39.58454,80.0,1
-3.16334,10.77809,2.55766,1.45037,-13.94143,-5.4248,37.52714,80.0,1
-2.38636,10.99156,2.25746,1.45529,-13.37792,5.26381,38.70571,108.64727,1
-0.24823,9.73056,1.77273,1.10531,-9.97879,4.11068,41.03982,42.43431,0
-1.96436,10.93239,2.86026,1.86167,-12.89675,7.78211,39.08555,103.15393,1
-1.62346,10.70959,3.02424,1.7473,-12.33305,2.36496,39.47907,94.82877,1
-1.35283,10.13972,2.75255,1.73735,-11.49255,4.09846,40.27479,118.08079,1
0.03641,10.65102,1.44903,1.01918,-10.61461,44.29631,41.18808,66.6301,0
-1.9666,10.59577,2.58485,1.67492,-12.56237,-3.59144,38.94688,121.6759,1
-1.92254,9.90777,3.05502,1.77245,-11.8303,2.71885,39.06347,80.0,1
0.20679,9.87821,1.12885,0.93845,-9.67142,40.86828,41.52807,183.4451,2
0.43926,10.42602,1.68648,1.28867,-9.98677,23.36763,41.64339,58.31693,0
0.76007,9.2413,0.98718,0.85,-8.48123,53.95485,41.84728,102.89673,2
0.2821,10.93839,1.24757,1.30889,-10.65629,21.56893,41.11907,82.66913,0
-1.5982,10.64982,2.63789,1.59852,-12.24802,3.48191,39.57835,80.0,1
-0.00428,10.00749,1.64628,1.18684,-10.01177,11.27825,41.19366,94.71048,0
-2.91455,10.67286,2.50077,1.7287,-13.58741,-2.15404,38.31103,80.0,1
-0.79531,10.9919,2.68455,1.56541,-11.78721,0.50942,39.71263,86.59734,1
-0.14031,10.28786,1.81017,1.0333,-10.42817,19.89362,41.15964,76.14011,0
-0.97407,9.71379,2.31472,1.30857,-10.68786,19.10464,40.31063,42.28545,0
0.37603,10.7934,1.71069,1.27364,-10.41737,15.04176,41.29252,95.79184,0
-0.48567,10.25301,0.99301,0.85,-10.73868,20.38319,40.79579,60.81892,0
0.99369,9.50105,0.47402,1.0138,-8.50736,19.7933,41.97983,142.44337,2
-1.57722,9.99669,2.84094,1.66312,-11.57391,5.15568,39.74829,80.0,1
0.13134,10.92579,1.74853,1.18756,-10.79446,13.14145,41.45497,87.94428,0
1.7559,9.86134,1.23317,0.92264,-8.10544,20.2065,42.84484,56.91177,2
-1.18425,9.3577,1.39878,1.09116,-10.54195,19.11814,39.55618,23.81244,0
-0.55853,10.342,1.92447,1.21675,-10.90053,3.88842,40.39861,36.38428,0
-2.70222,11.16435,2.20264,1.45912,-13.86657,0.58327,38.74658,85.49565,1
1.991,11.13831,0.75954,0.85,-9.14731,45.56006,42.64115,133.76968,2
-3.10669,12.00499,2.793,1.57479,-14.0,3.72902,37.65168,87.59225,1
0.82238,10.7373,0.76077,0.85,-9.91492,16.01143,41.81425,87.69126,0
-0.26125,9.78181,1.75809,0.96617,-10.04306,14.43385,41.27592,22.84077,0
0.54236,11.17283,1.5433,1.05632,-10.63047,87.60752,41.52118,67.16184,0
-1.95182,11.41931,2.54475,1.68494,-13.37113,-1.95699,39.59059,110.47642,1
-0.07893,10.61802,1.81262,1.20237,-10.69694,10.92325,40.92321,52.62934,0
1.0959,10.48679,1.24581,0.99285,-9.39089,34.86744,42.70019,35.95572,2
0.35322,10.54456,1.54881,1.05479,-10.19134,8.96214,41.50315,27.81187,0
-1.08271,11.10096,2.60166,1.72586,-12.18367,2.84267,39.6843,94.75252,1
1.76249,10.82594,1.03635,0.91529,-9.06344,46.57802,42.76804,78.09078,2
0.54119,9.48087,1.42483,1.09042,-8.93968,89.75493,41.43015,64.82615,2
-0.04654,10.56703,1.67641,1.21511,-10.61357,8.14583,40.68119,77.03365,0
0.23683,8.91254,1.29389,0.95665,-8.67571,176.80043,41.28667,104.91259,2
0.87491,9.9889,0.99953,0.8795,-9.11399,72.17028,42.4383,79.10615,2
-0.3616,10.0485,1.52327,1.09871,-10.4101,7.3272,40.7273,59.5333,0
-1.67822,11.13151,3.0561,1.78816,-12.80973,-2.42731,39.44123,120.13243,1
0.0,9.52253,0.82164,0.91197,-10.15834,81.02606,40.58447,102.0671,2
-0.50267,9.94805,1.28411,1.3231,-10.45072,8.11225,40.80809,56.45128,0
0.93142,9.82763,0.83043,0.95694,-8.89621,252.24092,42.09135,128.47413,2
-0.38435,11.08444,1.44699,1.12597,-11.46879,45.55301,40.89469,49.45082,0
0.72089,10.77988,1.31885,1.03637,-10.059,34.16911,42.03273,168.00143,2
-0.98798,10.15758,1.35728,0.93183,-11.14556,42.27401,40.17015,52.64685,0
1.05021,9.66473,1.30707,1.11977,-8.61452,69.2159,42.52333,95.36471,2
0.95698,9.85489,1.10871,0.85,-8.89791,81.47056,42.13273,84.65836,2
-0.71807,9.95321,1.60175,1.31769,-10.67128,34.58469,40.25806,69.21388,0
-2.01615,11.50379,2.58561,1.62201,-13.51994,4.9956,38.9694,122.77422,1
-0.83729,9.09605,1.63332,1.0015,-9.93333,29.22548,40.53546,24.82627,0
-1.06822,9.13117,1.64054,1.0196,-10.19938,33.95776,40.18751,26.62113,0
-0.68337,9.49988,1.46592,1.03118,-10.18325,9.58311,40.55288,26.13281,0
-1.57988,9.5,2.94023,1.68925,-10.89066,1.97274,39.62124,103.58358,1
2.04153,11.5,0.6517,0.85,-9.68862,57.23715,43.08121,119.24409,2
0.00548,9.53928,0.97183,1.18459,-9.53381,37.70854,41.07543,98.81048,2
-1.67909,10.6045,2.29141,1.54765,-12.28359,2.32343,39.07673,96.79405,1
-1.27163,10.26935,2.6244,1.54637,-11.54098,-4.6007,39.89997,109.44509,1
-0.02934,10.86841,1.35866,1.17237,-10.89775,19.92367,40.78736,100.19359,0
-1.0115,10.01814,1.55655,1.23319,-11.02964,20.66483,39.66511,68.24432,0
-2.24737,10.62087,2.55367,1.59655,-12.86825,5.57745,39.07414,81.14265,1
0.25663,10.27999,1.39314,1.12759,-10.02336,7.80427,41.56799,37.0149,0
-1.0716,11.16355,2.81788,1.75046,-12.23515,6.33801,39.8461,88.07452,1
0.89077,8.96576,0.88041,1.06616,-8.07499,79.55035,42.21956,104.7319,2
0.44091,10.83505,1.93595,1.2156,-10.39414,20.09098,41.29463,48.46064,0
-0.6639,10.02878,1.73819,1.12307,-10.69269,16.27983,40.72751,32.8567,0
-0.71394,9.15283,1.90281,1.11035,-9.86677,26.17852,40.30569,46.24985,0
-0.68103,9.71554,1.89164,1.39302,-10.39657,12.9247,40.42216,72.67924,0
-0.21394,10.54134,1.47429,1.16166,-10.75528,17.73665,41.10257,122.62541,0
-1.87554,10.54589,2.93609,1.71608,-12.42143,2.87614,39.14697,80.0,1
-0.96888,9.44367,1.60046,1.17096,-10.41255,18.39764,40.20332,74.35115,0
0.0428,11.09625,1.67427,1.23839,-11.05345,7.99631,40.9485,82.40715,0
1.6684,10.77639,0.98331,0.8835,-9.10799,36.1727,42.84403,76.26489,2
-2.23048,10.29817,2.6759,1.74481,-12.52864,-3.3298,39.30364,80.0,1
1.14803,9.8491,1.65188,1.135,-8.70107,74.58427,42.17644,128.72248,2
-2.59469,11.19815,2.81054,1.79682,-13.79284,-0.17483,38.46425,98.6173,1
-2.60741,11.06197,3.00927,1.64949,-13.66938,-3.99746,38.08442,133.00003,1
1.10492,10.41023,0.82287,0.85,-9.30531,47.95645,42.40267,150.8046,2
0.11734,10.53427,1.09546,0.91511,-10.41693,3.5943,41.11338,71.70153,0
-1.30395,10.49402,2.65035,1.78095,-11.79797,-2.16709,39.44595,80.0,1
-1.87248,8.59771,1.37883,1.27865,-10.47019,14.86478,39.33317,36.31278,0
-1.15183,9.22361,1.10018,1.03293,-10.37544,6.43648,39.98122,58.05472,0
-2.30531,10.30786,2.25562,1.56887,-12.61316,2.3454,38.91426,139.65314,1
-1.45201,11.42482,2.2171,1.59868,-12.87683,-4.53234,39.92038,100.99087,1
0.39655,11.20579,1.63959,1.33622,-10.80924,9.38195,41.60463,67.65493,0
-0.05097,10.67615,1.78355,1.14025,-10.72711,16.92063,40.64712,78.79576,0
1.59058,10.14539,0.68552,0.94732,-8.5548,81.38667,42.77931,128.11406,2
-2.24506,10.15656,2.37743,1.50334,-12.40162,-0.75358,38.77575,123.95086,1
-2.63301,10.81997,2.41088,1.59783,-13.45298,-1.06597,38.40199,110.49394,1
-0.70573,9.89128,1.60236,1.14253,-10.59701,9.53315,40.36503,67.03283,0
-2.52418,10.65186,3.23029,1.84394,-13.17605,-2.78359,39.50672,80.0,1
-2.75552,10.90606,2.49315,1.54626,-13.66157,-5.77893,37.84098,96.58616,1
-2.65353,10.1708,2.78378,1.71085,-12.82433,4.01146,38.68485,80.0,1
1.02234,10.14152,0.91667,0.99061,-9.11918,34.3996,42.22648,25.0,2
-2.39059,11.01952,2.54135,1.6198,-13.41012,-2.05212,39.02619,119.13755,1
0.78084,11.48203,1.58086,1.12539,-10.70119,27.23213,42.07935,59.5479,0
-0.75801,9.35538,0.68354,0.97555,-10.11339,41.33291,40.52837,89.03162,0
2.03197,10.87563,0.86886,0.85,-8.84366,83.93991,43.23649,118.64658,2
-1.33632,10.76796,2.40434,1.61432,-12.10428,2.51066,39.3269,120.38107,1
-0.50532,9.82649,1.45808,1.31598,-10.33181,14.32922,41.22887,20.6648,0
0.43312,10.45556,1.21333,1.08255,-10.02244,62.3052,41.67824,156.05975,2
-0.68618,10.05593,1.89292,1.17801,-10.74211,46.20052,40.77588,70.52844,0
0.05177,10.85013,1.72723,1.25124,-10.79836,9.94836,40.5092,68.30758,0
-0.96485,9.35708,1.64011,1.15894,-10.32193,89.90481,40.39609,50.29127,0
0.1785,10.5277,1.3773,0.99172,-10.3492,5.84921,41.44035,91.75029,0
-0.91229,9.97577,1.29639,0.9865,-10.88806,13.44607,40.09344,43.83715,0
1.70945,10.49037,1.70239,1.06048,-8.78091,39.35925,43.08686,195.70315,2
0.61749,11.15211,1.07622,1.12138,-10.53462,4.64972,41.82704,78.89664,0
-0.35398,10.7594,1.88926,1.0515,-11.11338,18.37903,40.45001,92.18532,0
-0.9149,10.1117,1.97773,1.30376,-11.02659,23.72652,40.68944,70.88049,0
-0.22378,11.03969,1.54066,1.00923,-11.26347,21.84255,40.72623,50.41825,0
0.24279,10.65887,1.77661,1.21684,-10.41608,24.75384,41.56301,45.39123,0
0.83411,9.49144,0.81862,0.85,-8.65733,127.78966,41.99114,31.97827,2
-0.38115,9.85739,1.12337,0.94893,-10.23854,26.17633,41.02245,59.89122,0
-1.7021,9.79784,2.42256,1.53449,-11.49994,7.75645,39.10294,117.04659,1
-0.46463,9.86698,1.50869,1.14862,-10.33161,9.92414,40.86917,97.97468,0
0.0,8.99656,0.7724,0.85,-9.433,47.65142,40.5,75.05372,2
0.0,8.93363,1.27735,1.20606,-9.81764,24.10951,40.5,98.74404,2
-0.79307,10.63901,2.9438,1.87803,-11.43207,-0.27656,40.74422,80.0,1
-0.5,11.02688,2.52157,1.4,-11.20217,2.03259,40.83734,80.0,1
-1.53485,11.08145,2.34419,1.47051,-12.6163,3.54843,39.84716,141.03722,1
0.0,8.97019,0.40985,0.85,-9.53474,30.91446,41.17211,99.10564,2
-2.24572,11.37605,2.41591,1.45807,-13.62177,9.27703,38.64782,80.0,1
-1.17142,9.49405,1.38698,1.07183,-10.66547,10.83612,40.21922,23.40753,0
-0.92587,9.40398,2.05808,1.22642,-10.32986,21.79198,40.44307,63.65431,0
3.5,11.5,0.90952,0.92968,-8.08496,77.86777,44.5,158.79038,2
-0.11784,10.38964,1.74716,1.24534,-10.50748,13.5335,40.75178,21.40082,0
1.62247,10.36887,1.19262,1.07463,-8.7464,115.59675,42.97435,54.08282,2
-0.32487,10.41426,0.7016,0.85,-10.73912,21.90486,41.04424,63.48523,0
-1.92902,10.66988,2.7543,1.91984,-12.5989,2.04932,39.45899,119.43418,1
-1.97869,11.19692,2.45152,1.44714,-13.17561,-2.69576,39.04098,122.45236,1
0.50029,9.29093,1.28828,1.18247,-8.79064,81.87229,41.74466,113.38912,2
-2.66492,10.81963,2.82735,1.81336,-13.48454,2.63523,38.52831,80.0,1
-2.51773,11.56091,2.36616,1.61173,-14.0,1.5212,38.25194,122.36022,1
-0.00981,11.21685,1.69929,1.36857,-11.22666,15.14059,41.53115,88.42604,0
-0.21443,10.27257,1.60701,1.03561,-10.48699,27.54049,41.06193,53.71689,0
1.21628,9.95039,1.41621,1.14147,-8.7341,51.97334,42.42242,64.89523,2
-2.77706,10.7544,2.5031,1.48643,-13.53146,-4.92165,38.06757,80.0,1
-1.25536,10.10702,1.99074,1.43814,-11.36238,23.73627,39.66333,44.49769,0
0.47528,9.52088,0.83836,0.85,-9.0456,21.48145,41.86255,82.71389,2
-1.33294,11.63469,2.80811,1.79393,-12.96763,0.08693,39.7431,138.54576,1
-0.05555,10.25343,1.72222,1.24658,-10.30897,21.63189,40.66979,56.51218,0
-0.19787,10.33842,1.50807,1.03081,-10.53629,19.07743,40.65906,79.06537,0
-1.01993,9.5578,1.88143,1.21372,-10.57773,11.03744,39.95928,86.86168,0
-0.51509,9.89194,1.26024,1.09142,-10.40704,32.61026,40.46791,75.08994,0
0.0,8.64526,1.04611,0.97889,-9.04216,27.07785,41.01168,32.86496,2
-1.9674,9.9851,2.5294,1.71778,-11.95249,-1.07993,39.25136,130.61876,1
-1.84946,11.37161,3.06112,1.74396,-13.22107,6.20708,39.44434,82.81707,1
2.2772,10.74779,0.94201,1.00272,-8.47059,30.64797,43.34691,70.22592,2
0.05853,10.81039,1.36191,1.09045,-10.75186,8.95361,41.08917,65.08793,0
-1.26429,10.07511,2.49157,1.45996,-11.3394,-4.26929,39.93574,80.0,1
0.09462,8.92349,0.91007,1.08111,-8.82888,130.439,41.33124,129.53895,2
-1.03011,9.40544,1.31771,1.24205,-10.43555,23.5758,39.81982,81.31477,0
-1.58603,10.90346,3.20009,1.94949,-12.48949,7.70263,39.32505,170.69413,1
-1.1607,9.53232,1.27548,1.09143,-10.69303,3.04283,39.91994,60.37726,0
-1.40202,10.21418,2.4563,1.7264,-11.6162,7.08024,39.40781,101.75159,1
-0.14125,10.25069,0.99054,1.04422,-10.39195,16.79256,40.68598,39.85759,0
2.35278,10.92092,1.34983,0.92719,-8.56815,52.98171,43.4275,121.55533,2
-0.60351,9.23487,1.18085,0.89642,-9.83838,7.86267,40.56967,91.17888,0
-2.09874,8.58757,1.30425,1.11469,-10.68631,5.76603,39.50896,24.90081,0
-0.87264,10.06987,1.28875,1.00726,-10.94251,23.94569,40.5034,34.23846,0
-1.26598,11.9324,2.4745,1.5093,-13.19838,1.07697,39.87048,81.2551,1
-0.20135,10.81718,2.01206,1.48126,-11.01853,34.16088,41.6433,63.02053,0
0.264,11.03282,1.49138,0.90905,-10.76882,16.19612,41.46712,81.08552,2
1.27851,11.13959,1.90832,1.40033,-9.86108,10.35903,42.32212,66.67537,0
-2.63947,10.69405,3.15083,1.83834,-13.33353,-2.13996,38.56222,106.12549,1
-0.64587,10.04071,1.99173,1.30704,-10.68658,49.19817,40.43808,69.95025,0
-0.15225,10.21285,1.36439,0.87614,-10.3651,1.60614,40.95285,20.0,0
-2.70401,10.89357,2.98974,1.89979,-13.59759,3.34038,38.9998,119.31199,1
-1.88785,10.58873,3.11214,1.98899,-12.47658,-0.65538,39.44587,80.0,1
3.18691,11.5,0.77573,1.1749,-9.12334,60.07193,43.92075,152.58832,2
2.37449,11.38411,1.09022,1.0441,-9.00962,140.66796,43.59813,178.61823,2
0.05723,10.33605,1.5636,1.26808,-10.27882,38.20972,40.72365,61.13712,0
-1.39017,9.4707,1.66867,1.37593,-10.86087,26.03224,39.82894,66.34882,0
-1.31746,8.57347,1.2646,0.89801,-9.89093,7.03724,39.99735,64.65806,0
-3.01762,10.89951,2.5962,1.56945,-13.91713,-1.174,38.42958,97.78695,1
-1.89289,10.82689,2.65222,1.69988,-12.71979,0.29382,39.05832,80.0,1
-1.07848,9.36734,1.01655,0.89976,-10.44582,19.90272,40.27144,68.3183,0
0.40592,10.53555,1.69553,1.26043,-10.12963,46.41886,41.17893,108.05067,0
-1.99119,10.85343,2.43146,1.64643,-12.84461,-7.64336,39.45583,80.0,1
2.32875,10.34546,1.8,1.32922,-8.01671,42.21713,43.82316,175.47453,2
-2.11637,10.08453,2.30043,1.4,-12.2009,-3.22444,39.251,105.75029,1
0.58315,9.75426,0.4518,0.95826,-9.17111,43.10626,41.78849,124.88498,2
-0.07752,9.93831,1.99152,1.27525,-10.01583,18.57584,40.9987,48.2908,0
-2.76022,10.08982,2.72916,1.54181,-12.85004,1.00978,37.72154,80.0,1
0.89411,9.46178,0.91658,0.85,-8.56767,49.81955,42.35165,121.76053,2
-2.68829,11.26797,2.78185,1.55796,-13.95627,-0.80952,38.68354,80.0,1
-2.14837,11.59951,2.00843,1.4413,-13.74788,1.70081,38.61203,112.48927,1
-0.5634,9.60995,1.82053,1.28273,-10.17336,24.27219,40.60196,34.54696,0
-0.62645,9.39718,1.09623,1.00791,-10.02363,10.17799,40.48292,112.49586,0
0.6474,11.16236,1.6199,1.26852,-10.51496,8.94737,41.87488,63.9148,2
1.94492,10.7866,0.84754,1.00522,-8.84168,91.77256,43.08155,71.85778,2
-0.36211,9.8702,1.66767,1.26621,-10.2323,19.22386,40.8833,57.01195,0
-0.1131,10.25487,1.38521,1.03203,-10.36798,13.94609,40.91728,43.74086,0
-0.24584,10.40641,1.77902,1.11517,-10.65225,11.14262,41.02377,67.71794,0
1.20069,9.39044,1.04314,0.89054,-8.18975,55.49034,42.34526,119.42607,2
-1.89605,11.13967,2.13594,1.4,-13.03572,-0.50898,38.73978,85.85872,1
-0.10111,10.2156,1.11395,0.90653,-10.31672,20.85087,41.32165,34.23575,0
-0.77834,9.816,1.71143,1.06669,-10.59434,16.95192,40.22236,91.72635,0
0.37264,9.68751,1.21868,1.3568,-9.31487,142.80886,41.48012,137.53283,2
0.0,9.21646,1.17501,0.85,-9.24982,31.51647,41.00542,213.82376,2
-0.33416,10.01648,1.43536,1.17163,-10.35064,28.91143,40.87034,61.12347,0
-1.31334,9.10148,1.89666,1.25855,-10.41482,11.84314,39.64491,46.67543,0
0.51794,9.87673,1.31549,1.20719,-9.3588,135.40546,41.8737,105.60471,2
1.01317,10.25326,0.98607,0.90162,-9.2401,62.84876,42.21625,41.77701,2
-0.80616,10.25216,2.56031,1.55198,-11.05831,5.42388,40.14515,80.0,1
2.05601,10.85794,1.25387,0.92845,-8.80194,123.19518,43.29953,89.64745,2
0.0,9.81568,0.98563,0.91185,-9.93609,41.37,41.46519,116.44945,2
2.10862,10.99738,0.58895,0.91415,-8.88875,124.55957,43.05622,111.6537,2
1.7305,11.14083,0.8983,0.85,-9.41033,54.46768,42.88208,126.79207,2
0.52708,10.61353,1.35326,0.95917,-10.08645,8.63806,41.77325,63.60011,0
-0.03744,10.61441,1.91309,1.34667,-10.65185,33.89974,40.9945,79.8873,0
1.64075,10.31403,0.99053,0.96013,-8.67328,88.28582,42.24317,71.91022,2
-1.05093,9.59269,1.5977,0.90195,-10.64362,17.05457,40.00681,50.82406,0
0.32016,10.62396,1.61038,1.22226,-10.3038,7.92338,41.41483,92.38772,0
0.58614,10.98317,1.31016,1.07844,-10.39703,21.34119,41.44354,26.19096,0
-1.3781,10.15674,2.53546,1.58724,-11.53484,-5.6961,39.55908,129.93493,1
0.12938,8.69813,1.27917,0.95184,-8.56875,87.00128,41.32654,126.49201,2
-0.575,9.86859,1.45951,0.85,-10.44358,23.55703,40.5133,20.0,0
-1.54257,11.3288,2.73591,1.73475,-12.87137,-1.21183,39.2487,82.52713,1
0.39914,10.78994,1.25102,1.09029,-10.3908,7.13831,41.34859,104.81356,0
0.0,8.83835,1.15737,1.10344,-9.41847,38.44207,40.50358,25.0,2
-0.11028,10.07814,1.1474,1.04812,-10.18842,18.84298,40.82478,75.45124,0
1.40381,10.61855,1.18399,1.03954,-9.21474,114.3244,42.56325,120.02567,2
-1.18334,9.5363,1.94936,1.28641,-10.71964,57.83361,40.08557,50.50614,0
0.0,8.92507,0.94873,1.16692,-9.7371,158.5325,40.5,95.82357,2
2.00695,10.96718,0.33522,0.85,-8.96023,176.29916,43.50245,89.57483,2
0.25961,10.9051,1.36185,0.96317,-10.64548,14.56804,41.30639,40.41519,0
-0.86065,10.02371,1.49614,1.08432,-10.88436,9.86725,40.45315,37.68769,0
-1.86827,10.87711,2.62627,1.56187,-12.74539,-3.34783,39.16015,111.29949,1
1.89931,11.02743,1.36814,0.97575,-9.12812,66.99577,43.20901,108.66593,2
-1.48783,10.18679,2.46561,1.56005,-11.67462,2.61382,39.43559,80.0,1
-1.6461,10.56644,2.63946,1.46955,-12.21254,0.21494,39.28072,80.0,1
1.32969,10.14343,0.88186,0.85,-8.81373,50.7313,42.75796,25.0,2
-0.43807,10.13912,1.60478,1.34813,-10.5772,10.67599,40.75215,71.37921,0
0.46957,10.81619,1.31518,1.04493,-10.34662,12.57223,41.52021,56.8566,0
-1.64955,10.15192,2.6322,1.70183,-11.80146,3.52991,39.4326,81.31376,1
-2.00365,11.21801,2.72539,1.756,-13.22167,1.45143,38.82036,119.37047,1
-1.79564,8.929,1.82178,1.05597,-10.72464,18.05764,38.92718,53.92441,0
-0.20948,10.25692,2.05555,1.23971,-10.4664,6.09291,41.17859,54.32942,0
-1.40953,10.91323,2.59153,1.63415,-12.32276,1.65677,39.79425,80.0,1
-0.11987,9.97724,1.52614,1.12456,-10.0971,10.02187,40.59943,24.70168,0
-0.47901,10.06886,1.71557,1.27962,-10.54787,52.72054,40.90729,57.39169,0
0.49237,10.81929,1.92938,1.14787,-10.32692,4.80901,41.35742,94.07699,0
2.59508,10.52098,1.44466,0.94482,-7.92591,65.3235,43.53045,168.24185,2
-0.20413,10.26165,1.47992,0.90733,-10.46578,25.19193,41.02134,69.50439,0
-0.69838,10.0081,1.48522,1.189,-10.70648,7.30136,40.48562,58.24476,0
-1.12699,9.99681,2.22611,1.5241,-11.12381,-4.08914,39.91565,110.67459,1
0.66253,9.52919,0.67323,0.85,-8.86665,24.42195,42.04764,28.83947,2
0.1572,10.26813,1.56746,1.12212,-10.11093,12.1143,41.48341,50.31372,0
-1.30827,10.15363,2.62734,1.59196,-11.4619,-4.22826,39.74764,80.0,1
-1.56673,11.83375,2.74532,1.82978,-13.40048,0.0719,38.78034,162.69301,1
-1.15129,10.27667,2.48651,1.62828,-11.42796,1.40729,39.4854,80.0,1
-0.29835,10.59825,1.18154,1.10857,-10.89659,5.44814,41.14575,75.79138,0
-0.821,10.24489,1.0088,0.96958,-11.0659,4.70099,40.32492,80.14984,0
-1.84959,11.03158,2.57664,1.64755,-12.88117,1.80215,39.52611,111.58453,1
2.42597,10.74738,0.99122,1.04832,-8.32141,53.44595,43.04859,170.03837,2
-1.34799,9.32912,1.96117,1.16577,-10.67711,9.07076,40.22615,83.10396,0
-0.31815,10.38042,1.60912,1.05141,-10.69857,18.99316,40.78375,67.77821,0
-0.55702,10.24016,1.65512,1.15745,-10.79718,13.87241,40.50905,66.85251,0
0.5915,10.86031,1.43759,1.22337,-10.26881,18.38874,41.95983,56.18202,0
0.0,9.8442,1.38489,0.98755,-9.94968,34.25758,41.49076,91.49247,2
-1.09177,11.03881,2.49385,1.81987,-12.13058,2.73651,39.87185,88.66124,1
-0.76283,11.12537,2.61449,1.66648,-11.8882,1.84205,40.25211,85.70838,1
-0.38268,10.06243,1.52688,1.08021,-10.44511,24.04327,40.38409,30.22842,0
-0.5,10.76627,2.53377,1.45943,-10.84621,9.18254,40.56825,141.25997,1
-1.5776,11.36079,2.98881,1.71325,-12.93839,-0.39439,39.12344,88.52974,1
2.43908,10.88034,0.64398,0.85,-8.44126,28.46442,43.41589,137.53404,2
-2.10972,9.77857,2.51465,1.58026,-11.88829,-2.84675,38.63178,80.0,1
-0.11634,10.69965,1.30486,1.15617,-10.81599,11.00675,41.41435,55.36506,0
-1.54872,10.58609,2.22128,1.42213,-12.13481,1.81187,39.114,128.18123,1
-1.91313,11.39743,2.34439,1.54952,-13.31055,-5.63638,39.17562,99.49666,1
0.19493,10.36725,1.28005,0.93092,-10.17232,26.24403,41.4229,54.08574,0
-0.34947,10.37417,1.36043,1.11153,-10.72364,18.50836,40.7908,70.56965,0
-1.37971,11.59409,2.59357,1.72933,-12.9738,-0.71127,39.06541,85.7938,1
0.0,9.25115,1.4161,1.08291,-9.96616,54.62229,40.5,156.46963,2
-2.4317,11.03064,2.99974,1.58272,-13.46234,2.35289,38.42025,80.0,1
-2.52801,11.92207,2.37534,1.4,-14.0,10.0,38.35199,127.72986,1
0.16732,10.25137,1.41379,1.01255,-10.08404,39.24261,41.53458,80.88499,0
-2.07402,9.81192,2.68004,1.68116,-11.88594,5.93873,39.14856,80.0,1
-1.49471,10.86899,2.86057,1.72568,-12.3637,1.43452,39.4078,80.0,1
0.0,8.85217,0.93656,0.92945,-8.87951,30.76119,41.53621,55.37823,2
1.73477,10.93977,1.07369,1.17642,-9.20499,182.32421,43.07343,65.00781,2
-2.06859,10.92329,2.85025,1.82579,-12.99188,0.6282,39.58755,91.12032,1
-1.78427,9.8134,2.12043,1.4,-11.59767,4.27167,38.99391,80.0,1
0.4427,11.00236,1.56437,1.34299,-10.5,87.03309,41.28642,38.04886,2
1.23824,9.36408,0.74207,1.07185,-8.12584,56.88476,42.12585,72.86744,2
-0.94785,10.09946,1.40971,0.94788,-11.04732,7.27546,40.47464,86.30989,0
-0.63731,9.80756,1.23554,0.85,-10.44487,15.49562,40.65797,37.83913,0
-2.18636,10.36783,2.4364,1.43668,-12.55419,3.69039,38.8356,80.0,1
