log_sfr,log_stellar_mass,u_r_colour,dn4000,log_ssfr,h_alpha_ew,log_halpha_lum,velocity_dispersion
-0.66687,9.20362,1.83021,1.20373,-9.87049,11.25933,40.37924,46.80391
0.03678,9.64343,0.80563,1.03578,-9.60664,78.97065,41.3456,80.34411
-0.9544,9.27197,1.53748,0.97895,-10.22638,11.99888,40.33663,59.41185
-0.68645,9.62733,1.56282,1.17878,-10.31378,13.91655,40.39762,49.1857
-0.02805,10.89379,1.42288,1.2481,-10.92185,14.32374,41.43103,60.58149
-1.30047,10.70046,2.88404,1.72818,-12.00094,-2.23673,39.64995,80.0
1.12986,10.38206,0.92221,0.98215,-9.2522,39.95156,42.34832,35.20198
3.19869,11.5,1.00552,0.85,-8.50238,49.49024,44.01383,101.24655
-2.06339,10.85345,2.50624,1.59268,-12.91683,-4.87606,39.52599,80.0
-1.08741,11.13329,2.52332,1.56948,-12.22069,2.15359,39.71803,113.68377
-1.12212,10.93237,2.52082,1.58926,-12.05449,-2.78287,39.80516,102.20353
-1.80858,10.6103,2.00944,1.4,-12.41888,1.84778,39.78205,80.0
0.7498,10.9232,1.39306,1.05601,-10.1734,21.08744,41.56713,66.32691
0.24436,10.43793,1.6952,0.91891,-10.19357,17.80656,41.37963,55.29696
-2.6765,10.28822,2.32327,1.48055,-12.96472,0.79645,39.10381,80.0
-0.36514,10.08881,1.54039,1.15438,-10.45395,57.08854,41.07644,45.66908
-0.35822,10.51105,1.79432,1.21731,-10.86927,31.73217,40.78685,51.97172
2.42118,11.09185,0.91261,0.88007,-8.67067,54.77736,43.38161,47.97687
-0.28831,10.55189,1.79543,1.32146,-10.8402,19.53105,40.87725,38.65034
2.17537,10.49281,0.86751,0.85,-8.31744,20.65911,43.67418,145.32301
-0.72556,10.14269,1.15853,0.85,-10.86824,9.11895,40.9351,27.26808
-0.4337,9.96029,1.33528,0.90692,-10.39398,15.80167,41.07409,41.6838
-0.81926,9.92392,0.95037,1.0066,-10.74318,18.66289,40.65618,100.06336
-1.47782,11.58249,2.7155,1.59543,-13.06031,5.28722,39.2996,141.70219
1.0157,10.35067,1.02985,0.85,-9.33497,60.91099,42.41544,79.30653
-1.67343,10.53009,2.45534,1.63568,-12.20351,0.11038,39.6949,80.0
-1.52121,11.14158,2.82909,1.66272,-12.66279,3.11925,38.88066,127.44204
-1.57131,11.28889,2.75844,1.60368,-12.86019,-3.60382,39.4214,80.0
-2.52154,11.46623,2.93071,1.7146,-13.98776,2.9987,38.75417,82.08458
-0.44338,10.79212,1.79829,1.2756,-11.2355,19.80655,41.02671,57.66436
-0.39921,10.02948,1.61261,0.90551,-10.42869,18.88407,40.9521,63.53221
0.0,9.05897,1.63249,1.10824,-9.64903,64.23826,40.73719,183.2464
-1.09868,10.6736,2.96634,1.62164,-11.77227,-2.58622,39.56025,80.0
-1.04281,10.1106,1.48635,0.93722,-11.15341,27.45071,40.022,38.13871
0.24485,10.84802,1.1222,0.90955,-10.60317,13.93833,41.70908,68.5657
-0.86948,9.73267,1.48048,1.1089,-10.60215,21.86109,40.39107,95.78073
0.13668,8.98592,0.98887,0.87863,-8.84924,10.0,41.69448,122.84132
-0.93828,9.69341,1.64567,1.14161,-10.63169,30.39488,40.17366,71.5122
-2.7266,10.17951,2.3851,1.45911,-12.90611,0.4155,38.25389,80.0
-2.2627,11.04802,2.51427,1.65278,-13.31072,2.39358,38.50789,90.21648
-0.34962,10.35077,1.28238,0.85,-10.7004,9.74283,40.63707,106.13382
-0.46377,10.0644,1.69998,1.16116,-10.52817,7.15883,40.67667,36.03638
1.77377,10.09726,1.48922,1.08617,-8.3235,50.61588,42.50648,107.64805
-1.69991,11.15299,2.85561,1.68825,-12.8529,2.01559,38.90086,100.18544
1.21338,11.00856,1.58781,1.11856,-9.79518,12.70424,42.23848,73.00721
0.3286,9.52217,1.01554,1.15334,-9.19356,38.43881,41.6659,96.37453
-2.40124,12.0039,2.23916,1.4834,-14.0,8.85548,38.70452,104.32627
-1.522,10.23971,2.54536,1.68264,-11.76171,-1.26363,39.69731,80.0
0.36516,10.29025,1.78491,1.23623,-9.92509,17.44512,41.063,42.35982
-1.15473,9.80416,1.14892,1.06125,-10.95888,14.00398,40.31443,64.50397
0.10374,10.98686,1.52215,1.31978,-10.88313,11.29264,41.04454,57.95792
-1.86746,9.77948,2.79668,1.52009,-11.64694,2.78242,39.23201,128.29035
-1.07531,8.86928,1.36716,1.07755,-9.94459,25.97667,40.42546,55.38331
-0.05065,10.60415,1.72147,1.20952,-10.65479,6.10338,41.01324,62.73005
-2.32904,12.20552,2.82939,1.67511,-14.0,6.1867,38.63491,91.67191
-2.30896,10.14828,2.09746,1.50943,-12.45724,-0.0345,38.84334,115.11825
0.0,8.8719,1.14732,0.8741,-9.65901,41.83146,40.77243,163.62529
1.62032,10.77644,0.79103,0.96987,-9.15613,71.64808,42.57993,32.40115
0.98089,11.61378,1.46448,0.85,-10.63289,15.24804,41.97966,95.39936
0.5935,9.58311,0.96888,0.85,-8.9896,49.97216,41.98493,79.47268
-2.74236,10.82741,2.53807,1.68901,-13.56977,9.87678,38.10166,105.1889
-2.03337,10.83285,3.08234,1.78488,-12.86622,-4.64155,39.6154,87.08252
-0.15529,10.35693,2.23468,1.22046,-10.51222,13.05527,40.7401,54.51388
0.16443,10.68646,1.61569,1.26483,-10.52202,8.55055,41.25192,83.30165
0.92695,11.70993,1.38691,1.06345,-10.78298,53.54821,41.51282,80.13252
-1.0693,11.19589,2.50089,1.67707,-12.26519,5.55227,40.0534,102.37772
-1.24535,11.09602,2.30967,1.58758,-12.34138,3.26845,39.38038,80.0
-2.37863,9.9693,3.10586,1.69906,-12.34793,2.37152,39.19979,83.48557
-1.40827,11.22736,2.56913,1.65226,-12.63563,-0.01454,39.56988,106.80588
-0.09904,10.81465,0.86745,0.85,-10.91368,15.19814,41.52599,46.11459
0.0,9.30075,0.80055,0.85,-9.69206,122.10711,40.61345,98.52168
-0.8354,9.04692,1.84263,1.23223,-9.88232,28.36831,40.79959,92.22937
-0.2171,10.49861,1.22362,0.95483,-10.71571,5.21154,41.15148,87.05699
0.72375,9.32129,1.47352,1.04578,-8.59754,127.85119,42.53817,57.84902
-1.9204,8.69488,1.30169,1.09752,-10.61528,26.51653,39.3407,64.48285
0.72219,10.61097,1.37072,1.13219,-9.88878,46.76118,42.0118,21.93684
-0.20332,9.53671,1.69416,1.1161,-9.74003,9.82337,40.92432,39.89844
-0.81133,10.36052,1.13412,1.07496,-11.17185,10.05746,40.40695,58.07141
-1.46178,11.30526,3.03505,1.63511,-12.76704,3.37323,39.33073,127.81373
-1.57116,10.77568,2.15491,1.57967,-12.34683,-4.16562,39.68554,80.0
1.70534,10.3102,1.30632,1.10264,-8.60487,94.96292,42.96418,51.81145
0.0,9.80179,1.01986,1.25104,-10.18331,62.85755,40.81143,145.00037
-0.41202,9.90566,1.71138,1.27142,-10.31768,40.8409,40.69169,20.0
0.03327,9.81487,1.14398,0.85,-9.78161,21.7854,40.9266,49.16583
-0.33577,10.10469,1.80011,1.36332,-10.44046,12.67238,40.13992,72.86953
0.88707,9.62003,0.87448,0.94207,-8.73296,45.29487,42.18585,69.88302
0.89874,10.00517,1.16327,1.01362,-9.10643,75.59918,42.20182,180.1666
-0.92897,10.58989,2.69945,1.76422,-11.51886,1.81777,40.17872,118.1011
-0.22605,10.25247,1.80079,1.19264,-10.47852,12.45979,41.19937,70.70405
-0.13401,10.23088,1.26436,1.15159,-10.36489,3.48568,41.16066,73.51472
1.51766,10.40646,0.80202,0.87791,-8.8888,64.57917,42.77967,156.95049
-0.65154,9.73667,1.18333,0.91418,-10.38821,33.93007,40.88538,57.70213
-1.6316,11.22039,2.36355,1.5689,-12.85199,-3.37939,39.81102,96.06233
-1.08411,10.39394,2.65397,1.75277,-11.47806,3.90264,40.20575,83.00082
-2.34447,11.02883,2.9866,1.63259,-13.3733,-1.43444,38.57221,81.31046
-1.16177,10.80857,2.57208,1.58498,-11.97035,3.94559,39.87925,80.0
-2.27171,11.32328,2.6209,1.69929,-13.59498,-6.7428,38.39859,110.60392
-0.06584,10.63311,1.3932,1.05045,-10.69895,11.62627,41.27735,61.48938
-1.04228,11.4468,2.74417,1.71234,-12.48908,-1.48375,40.1835,144.08309
1.27915,10.43368,0.70584,0.90104,-9.15453,59.54249,42.28048,59.87748
-0.58749,10.74484,1.72756,1.37104,-11.33234,8.86321,40.36975,64.17731
-0.92468,9.71645,1.09352,0.85,-10.64112,13.40664,40.71667,46.39897
-2.02766,10.16053,2.45853,1.54624,-12.18819,5.8752,39.43494,80.0
-1.73708,10.634,2.31862,1.72492,-12.37108,1.96989,39.32315,80.0
-1.85712,10.63735,2.72058,1.71076,-12.49447,8.10489,39.61264,80.0
0.27324,11.13572,1.54905,1.07013,-10.86248,26.04076,41.20898,86.39095
-0.25436,10.46256,1.69807,1.10487,-10.71692,26.00335,40.56487,38.91336
-0.36027,9.47889,1.92526,1.46768,-9.83917,14.97309,40.74204,98.5327
-2.55973,12.12359,2.61442,1.5096,-14.0,4.32075,38.67878,80.0
0.39024,11.30738,1.45784,1.25759,-10.91713,7.45897,41.46927,103.47053
-0.5,10.26753,2.50955,1.63191,-10.67408,-1.31614,40.32426,80.0
0.13134,10.99853,1.35046,1.21868,-10.86719,18.65644,41.09047,110.14211
0.97878,10.31846,0.7994,0.85,-9.33968,16.8685,42.33659,91.69583
1.44241,10.81122,0.6549,0.88174,-9.3688,31.10027,42.22431,87.97475
-2.10554,11.35565,2.44618,1.51921,-13.46119,-3.33543,39.46051,121.92697
-0.86996,9.97886,1.57759,1.14699,-10.84883,13.73372,40.61088,46.96791
0.21338,9.64782,1.41001,0.93123,-9.43444,59.96961,41.19683,123.0235
0.0,8.8004,0.89117,0.85,-9.1329,154.8639,41.18295,204.64144
-0.47487,9.96451,1.47464,1.09565,-10.43939,28.25589,40.58459,89.09996
-0.65412,9.83805,1.86988,1.41242,-10.49217,11.74563,40.75024,73.1404
-2.35224,9.96723,3.09583,1.81872,-12.31946,-8.0,38.10071,111.4678
-1.58697,10.82835,2.59298,1.7157,-12.41532,0.27398,39.68611,135.8444
0.03927,9.80653,0.80781,0.85,-9.76726,100.43015,41.48467,62.42286
-2.75221,10.69036,2.46908,1.54258,-13.44257,3.34407,38.20972,97.11424
0.80475,10.98493,1.92658,1.38682,-10.18018,26.34149,41.87208,68.60775
1.84916,10.3879,1.02188,0.91572,-8.53874,75.96743,43.0668,103.88449
-0.8424,9.45809,1.49221,0.8949,-10.30049,20.96234,40.62737,60.65766
-1.80425,11.77688,2.90289,1.80205,-13.58113,-3.33473,39.55457,104.35379
-1.13656,9.60672,1.54123,1.16056,-10.74328,38.69615,40.25945,26.99217
-1.55801,10.65301,3.22715,1.77601,-12.21102,5.61679,39.85121,87.51144
-0.97239,9.078,1.25443,1.02591,-10.05039,10.51648,40.20479,82.50713
1.4498,10.50059,1.15963,0.95905,-9.05079,79.24106,42.72282,112.01519
2.49816,11.23046,1.12581,0.86226,-8.7323,37.25202,43.19305,94.76643
-1.27468,11.47879,3.11714,1.8635,-12.75347,2.10848,39.74486,108.86377
-1.26088,10.99223,2.2722,1.59792,-12.2531,1.16642,39.54276,80.0
0.82369,9.53792,0.89576,0.996,-8.71423,71.50624,42.17485,127.8998
1.59252,9.95347,0.90624,1.09274,-8.36096,75.67616,42.74205,99.70512
-1.57938,10.598,2.6961,1.57273,-12.17738,-1.70257,39.31563,147.88898
-0.5,10.78139,2.2273,1.67796,-11.2437,7.83187,40.06309,131.89536
0.0,9.6251,1.58651,1.03757,-10.2136,38.7868,40.75852,171.17747
0.92766,9.96274,1.30686,1.03844,-9.03509,38.55598,42.18616,38.30955
-1.18464,10.5687,2.72019,1.73121,-11.75334,4.47568,39.13996,101.38608
-0.29122,10.44494,1.5742,1.21889,-10.73616,8.48791,40.78138,60.52302
1.86527,9.72762,0.984,0.85,-7.86235,89.33908,42.7547,122.8754
-2.50688,11.63224,2.75453,1.60571,-14.0,2.22028,38.73587,80.0
-0.90825,9.76663,1.60673,1.04574,-10.67489,28.81743,40.63426,67.23395
0.29616,11.46331,1.74659,1.24307,-11.16715,86.12804,41.562,96.47968
-1.85693,10.94444,3.12168,2.19193,-12.80137,0.86629,39.22033,91.61458
-0.382,10.18402,1.75105,1.23798,-10.56602,15.34397,40.70146,20.0
-0.42786,10.17696,1.43632,1.10946,-10.60482,21.20229,41.09184,20.0
0.0,8.89947,0.67426,0.91689,-9.12997,52.40929,41.17039,159.69981
-2.18348,11.09757,2.9591,1.81237,-13.28106,0.67713,38.86045,135.49529
0.56795,10.255,1.04155,0.93376,-9.68704,31.64947,41.61485,79.37431
-1.99955,11.09771,2.81863,1.67296,-13.09726,4.12769,39.19477,113.1059
-0.28811,10.35642,1.35044,1.34228,-10.64453,10.50468,40.99381,24.74132
-1.65272,9.5,2.73393,1.7807,-11.06712,-3.92747,39.50445,87.10309
0.94721,11.39697,1.46377,1.394,-10.44976,8.71587,41.70309,45.36119
-2.13707,11.07377,2.52882,1.51323,-13.21084,4.09486,39.38241,91.83433
-1.33757,11.59643,3.0357,1.72074,-12.934,1.07646,39.87194,124.74856
-0.69863,9.56637,1.28257,1.18268,-10.265,6.37105,40.48185,105.00387
-0.1561,10.93488,1.70876,1.28792,-11.09098,7.63054,40.80121,34.83976
0.79236,10.87174,1.56282,1.27328,-10.07939,20.3467,41.90748,85.25164
-0.40495,10.16983,1.52928,1.17444,-10.57478,18.73172,40.30128,46.84074
-2.28907,12.29662,2.36056,1.58079,-14.0,5.26561,39.40317,142.13792
-0.75289,9.38114,1.34746,1.17117,-10.13402,10.09981,40.74711,49.69046
1.01288,9.90977,1.31314,0.85,-8.89689,66.06348,42.32781,179.05971
-2.35506,11.61265,2.95265,1.72544,-13.96771,-0.13974,38.77405,113.12445
0.12411,9.20622,1.07257,1.02483,-9.08211,59.60575,41.66789,133.10136
0.49413,10.64427,1.65342,1.18601,-10.15015,131.93622,41.53707,63.5755
-0.25981,10.0312,1.36503,1.11053,-10.29101,51.60412,40.73714,63.35497
-0.14374,10.27011,1.64377,1.3112,-10.41385,7.93359,41.39638,48.75434
-1.32763,10.39146,3.04829,1.99691,-11.71909,3.3718,39.92403,94.66753
-1.0649,11.47966,2.68221,1.64014,-12.54456,6.06346,39.72126,126.6066
-1.75746,11.67869,3.11946,2.09622,-13.43616,0.26385,39.66941,80.0
-1.87991,10.9026,2.9529,1.88242,-12.78251,4.80664,38.55173,80.0
-0.95951,10.89484,2.73291,1.83059,-11.85434,4.00941,40.13707,86.90381
0.07363,11.07567,1.28928,1.05638,-11.00204,12.11146,41.06092,83.17138
-1.50592,9.24771,1.44381,1.05513,-10.75363,8.76836,39.59927,88.70636
-0.93366,10.61575,2.80034,1.6765,-11.54941,5.46061,39.51294,80.0
0.24721,10.35386,1.74239,1.11263,-10.10665,10.79326,41.5076,102.4063
1.36575,10.34245,1.77745,1.01969,-8.9767,26.67881,42.70047,142.96252
-0.83161,11.16363,1.90895,1.4,-11.99524,0.20752,39.79031,80.0
-0.41195,10.8613,1.67957,1.45323,-11.27325,8.24015,40.71666,88.03571
-2.68435,10.28122,2.70276,1.65559,-12.96558,5.0794,38.71024,80.0
0.88974,10.17285,0.89268,0.85,-9.28311,58.547,42.11956,174.30921
-2.44584,10.82919,2.43028,1.53901,-13.27504,0.6372,38.40168,143.03474
1.11499,11.295,1.37279,1.13021,-10.18001,51.09693,42.15199,79.646
2.23755,11.05336,1.13313,0.88166,-8.81581,26.46949,43.33963,45.36587
-0.18099,10.47399,1.74042,1.41591,-10.65497,16.07558,41.15067,50.43594
-0.07039,10.94727,1.1629,1.0111,-11.01766,18.04414,40.98525,49.78192
0.11977,10.57292,2.43305,1.32317,-10.45315,18.51747,40.98332,60.44187
-0.27821,10.52325,1.26073,0.95359,-10.80147,23.47827,40.96808,59.99872
-0.5,10.51482,2.99041,1.9215,-10.81107,-1.43277,40.08603,80.0
-1.15881,9.79926,1.20507,1.09227,-10.95807,7.94109,40.05039,75.03961
-0.85456,10.50152,2.4162,1.53155,-11.35608,6.85334,39.97102,80.0
-0.93525,9.34247,1.67614,1.08319,-10.27772,26.99497,40.16396,21.945
0.0,9.8682,1.4497,1.13559,-9.93435,23.25364,40.89261,154.5974
-0.14683,10.20813,1.45099,1.12703,-10.35496,23.77123,40.78607,20.0
-1.40632,10.55158,2.75907,1.73853,-11.9579,0.64617,39.45615,169.08899
-1.10959,11.27083,3.11132,1.874,-12.38042,10.0,40.0486,98.67042
-1.2844,10.5347,1.99636,1.42037,-11.81911,1.24329,40.02448,84.63357
0.04376,10.46052,1.86252,1.25158,-10.41677,23.52143,41.20929,54.21514
0.59216,10.24426,0.59157,0.96562,-9.6521,47.70508,42.00589,105.91236
-1.93888,11.11023,2.61721,1.56883,-13.04912,0.0278,39.69854,80.0
-2.3497,11.19452,2.5182,1.76598,-13.54422,7.06685,38.76014,80.0
1.80682,10.72758,1.00133,0.89861,-8.92076,33.32221,42.99101,75.58651
-0.42516,10.12567,1.18925,1.10965,-10.55082,21.2265,41.02657,20.0
0.39186,10.97587,2.5,1.75,-10.584,12.5019,41.5836,50.54282
0.7397,10.44452,0.95141,1.14831,-9.70482,28.74819,41.86247,108.16931
-0.5395,10.81839,1.3768,1.21996,-11.35789,39.02848,40.42616,27.59179
0.4276,9.15946,0.93453,0.85,-8.73185,37.8113,41.44911,197.3301
-0.5,12.03085,2.9102,1.86146,-12.48717,2.96438,40.6392,122.25864
-0.11167,10.13791,1.32886,1.01634,-10.24958,33.34031,40.85037,37.25789
1.82014,10.73501,0.6887,0.98391,-8.91486,39.08997,43.1649,163.63176
0.61605,9.32318,1.14644,1.0383,-8.70713,156.51553,41.57651,121.24435
0.61655,11.56675,1.33981,1.14782,-10.95021,15.66703,41.89758,85.2714
0.25807,10.53387,1.72461,1.28503,-10.2758,14.65859,41.17926,62.97344
0.1034,10.28096,1.48773,1.01097,-10.17755,10.5822,41.16759,81.22772
0.28778,10.77783,0.92023,1.12364,-10.49005,44.48215,41.47264,59.11945
-1.91585,10.32849,2.65784,1.46142,-12.24434,-3.34479,39.33443,110.49407
-1.15657,8.56363,2.26877,1.2483,-9.7202,37.48478,40.27138,62.4817
-1.3629,10.619,2.64585,1.68161,-11.9819,4.72852,39.65389,103.10131
-0.78119,10.35011,2.18639,1.33019,-11.1313,15.41566,39.8383,63.16929
0.42619,10.28052,0.95385,0.85,-9.85433,68.6475,41.78009,142.54105
-2.18946,10.75477,2.45234,1.67213,-12.94422,1.48365,39.30392,93.55092
-0.55649,9.76534,1.12751,1.07116,-10.32183,11.77628,40.43315,54.2795
-0.1492,10.03453,2.00511,1.10785,-10.18373,12.97351,40.93636,28.52211
-0.92941,9.31375,1.99665,1.2848,-10.24315,29.95003,40.26451,36.29421
-2.28893,10.91652,2.63941,1.73573,-13.20545,-0.1383,39.49743,82.56422
0.80659,11.45082,1.67859,1.20842,-10.64423,17.39202,41.52775,94.64342
-1.28481,11.23647,2.86829,1.67898,-12.52128,1.75262,39.87199,130.29803
-2.9419,10.85968,2.38189,1.48642,-13.80158,-1.03005,38.1132,80.0
-0.78851,9.82208,0.90022,0.95246,-10.61059,14.29942,40.38199,51.37457
-1.98813,11.16712,2.66484,1.76077,-13.15525,5.95842,38.86654,103.44613
-1.05673,9.85563,1.80683,1.00739,-10.91237,12.69616,40.46845,56.65909
1.37197,10.37754,1.68452,0.8944,-9.00558,35.60803,42.61431,90.33351
-0.14229,10.17629,0.89414,1.01967,-10.31858,17.40053,40.71581,94.44027
-1.94109,10.02512,3.3993,1.95465,-11.96622,-0.63707,39.24287,80.0
0.19373,9.65294,0.89392,0.89123,-9.45921,54.98562,41.18018,73.06965
1.29712,10.41596,0.90849,1.12868,-9.11884,155.7679,42.13445,152.44403
-3.06418,10.95295,2.57597,1.61973,-14.0,8.05258,37.85562,168.44054
-0.82544,11.19055,2.69765,1.43736,-12.01599,-1.32665,39.69697,125.91277
0.07205,10.9359,1.22014,1.05713,-10.86385,9.71265,41.32684,90.86918
0.0,9.70112,1.06854,0.87735,-9.71831,27.73583,41.36985,83.25553
-0.32405,9.57195,1.31577,1.00904,-9.896,17.41637,40.96625,53.07261
-1.78599,10.82383,2.5414,1.4,-12.60982,2.71318,39.31642,89.42358
-0.09926,10.43196,1.13943,0.98649,-10.53122,14.04498,41.11339,98.79683
-0.34074,10.78527,1.66023,1.11336,-11.12601,15.15715,40.46545,61.06882
-0.75437,11.93884,2.80299,1.50389,-12.69321,-1.80185,40.70109,149.66058
-0.60152,11.31396,2.91022,1.8204,-11.91548,-2.48948,40.70308,80.0
0.93578,11.38253,2.09082,1.35153,-10.44674,24.49549,42.15579,63.84692
-0.23368,10.86317,1.87638,1.28582,-11.09686,5.37322,40.9302,39.54949
-2.59014,10.67792,2.78486,1.53072,-13.26806,5.43112,38.5915,97.66869
-1.61754,10.57647,2.22227,1.4917,-12.19401,-3.30266,39.41661,80.0
-1.80429,10.97921,2.45242,1.69659,-12.7835,1.99337,39.46485,105.34974
-1.89296,10.69601,2.72524,1.60796,-12.58897,1.00824,38.87347,86.05739
-2.03789,10.56885,2.95791,1.76109,-12.60674,-0.17211,38.90889,83.92175
-0.97028,10.98124,2.81957,1.67607,-11.95151,-2.61729,39.8186,113.25302
-0.33566,10.47964,1.49343,0.99098,-10.8153,12.43061,41.01357,25.90674
-0.08267,10.34606,1.2051,0.98449,-10.42872,9.49283,41.52646,51.74792
1.47674,10.23873,1.49521,1.22057,-8.76199,152.28835,42.23766,38.99836
0.19808,10.46793,1.18443,0.96591,-10.26984,16.41206,41.05785,69.06328
0.13597,10.53378,0.95237,1.17777,-10.39781,43.2641,41.16065,70.84995
0.0,8.5,1.15191,0.85,-8.65844,27.56056,40.90302,166.80695
1.11464,10.20403,0.99094,1.12307,-9.08939,41.10207,42.35905,110.37996
0.12438,10.11569,1.73563,1.32354,-9.99131,14.08036,41.00828,67.87148
-1.02987,9.75759,2.15387,1.35223,-10.78746,6.76469,40.4032,35.81617
-0.85843,9.83983,0.64311,0.85,-10.69826,50.62897,40.98905,78.90003
-0.02603,10.13102,1.94961,1.13163,-10.15705,59.83055,40.97451,92.80927
-1.9072,9.71775,2.29003,1.4,-11.62496,0.52554,39.23259,80.0
2.08613,9.93313,0.99811,0.93743,-7.847,120.21623,43.23149,126.47432
-0.78374,10.13197,1.90034,1.11496,-10.91571,18.1676,39.98344,57.30901
0.61009,10.94355,1.37289,1.10493,-10.33347,5.61382,41.60217,70.98892
-1.7379,11.31252,2.59202,1.64101,-13.05042,1.09466,39.50345,121.87931
-2.3872,10.43072,2.61631,1.62502,-12.81792,5.18356,38.30914,98.99529
-1.88329,9.91022,2.59056,1.61762,-11.7935,2.11543,39.3155,80.0
-0.25601,10.67676,1.81098,1.13995,-10.93277,19.45673,40.5505,52.54087
0.28109,9.41716,1.02498,0.85,-9.13607,75.72869,41.43862,118.52202
-1.31614,12.14348,2.7429,1.67114,-13.45962,-1.45597,39.52299,137.78528
2.49154,10.07033,1.35903,1.12435,-7.57878,30.75995,43.2508,96.98764
-2.19986,11.7404,2.67881,1.73371,-13.94026,4.5716,38.97505,112.05853
-2.51451,11.70251,2.05881,1.45652,-14.0,5.50771,38.22,129.64543
-0.87542,10.60257,1.12467,0.93575,-11.47799,28.03218,40.40739,40.12571
-0.68321,9.5218,1.45021,1.23723,-10.20501,24.15981,40.58829,33.34708
0.51871,10.04498,1.0341,1.0108,-9.52627,33.1656,41.77644,46.96978
-2.09298,10.58951,2.62092,1.81272,-12.68249,-1.07488,39.18296,80.0
1.68692,10.01686,0.89733,0.90944,-8.32994,50.57911,42.8856,86.73155
-2.02357,10.29977,2.93528,1.88225,-12.32333,0.64785,39.74061,86.30259
0.01389,10.15566,1.82377,1.20298,-10.14177,21.9555,41.47212,26.03603
0.93633,10.11676,1.06752,0.9661,-9.18043,30.72585,42.00137,117.46424
0.33341,10.97564,1.50439,1.09158,-10.64223,34.22964,41.43953,50.78317
-1.10212,9.98171,2.45215,1.6313,-11.08383,-6.22309,39.97651,80.0
0.53082,9.65149,1.10072,1.01256,-9.12067,93.6618,41.55838,176.60804
-1.57878,9.19661,1.8088,1.15852,-10.77539,10.40386,39.2871,87.10717
-1.63466,10.58094,3.08677,1.93764,-12.2156,-6.75258,39.6775,81.73617
-1.44873,10.75339,2.97115,1.7425,-12.20211,0.58252,39.60449,96.65269
2.34498,10.59573,1.19952,1.09408,-8.25074,104.73158,43.41611,102.92453
-1.80467,11.72654,2.52426,1.60138,-13.53121,-0.47235,39.21431,87.74939
-2.40881,10.67774,2.91727,1.77589,-13.08655,1.48495,39.12176,94.832
-1.30417,10.72008,1.98932,1.4,-12.02424,4.60512,39.28645,114.82078
-2.90036,11.617,2.64155,1.62932,-14.0,-2.0713,38.76031,118.57661
-1.75353,10.88849,2.26426,1.52422,-12.64202,4.72555,39.54724,80.0
-1.1595,10.76993,2.91993,1.82573,-11.92943,-4.05543,39.77304,107.75691
-1.02789,9.16344,1.31329,1.016,-10.19133,19.56371,40.50037,51.42658
0.62816,9.31202,0.87742,0.94264,-8.68386,64.17096,41.64623,25.0
0.05653,11.60487,1.32789,1.13675,-11.54835,14.53417,40.72886,71.6096
-0.25992,10.38147,0.94406,1.11815,-10.64139,21.52177,40.8712,61.82681
0.3468,10.44496,1.662,1.01297,-10.09816,27.25913,41.76153,45.91835
-0.08367,10.11047,1.27712,1.02219,-10.19415,9.13667,41.06074,20.0
-0.76886,9.90828,1.62441,1.13947,-10.67714,9.62654,40.70736,55.23873
0.08928,9.27933,1.39001,1.02372,-9.19005,58.35194,41.11389,87.61048
0.0,8.92273,1.02916,0.85,-9.48344,187.87217,40.65437,69.07325
0.0,8.5,0.95652,0.98021,-8.73943,39.81426,41.33938,106.79882
-0.23465,9.71788,1.1453,1.33859,-9.95253,8.41556,41.13264,40.86337
-1.76178,10.91685,2.7487,1.67857,-12.67863,2.82564,39.3723,110.63997
0.26241,9.85362,0.71727,0.92699,-9.59121,14.0785,41.57108,179.89254
1.53727,10.48039,1.36387,1.17652,-8.94312,17.18631,42.20304,83.46416
-1.45499,10.78829,3.155,1.9409,-12.24328,4.17416,39.40342,117.12085
-0.88286,9.66925,1.83374,1.15841,-10.55211,7.01873,39.92,41.8082
-1.61805,10.87593,2.38107,1.54785,-12.49398,5.56826,39.19561,80.0
0.0,9.05399,1.26878,1.15814,-9.85091,114.79165,40.53562,58.93458
1.84906,10.36722,1.18868,1.09874,-8.51816,98.23799,42.81683,108.41437
0.97301,10.6853,1.41274,1.01132,-9.71229,33.33817,41.76194,20.80209
-1.10419,10.74098,2.65344,1.5491,-11.84518,-3.70519,40.22866,101.09898
1.2975,10.09265,0.8169,0.89276,-8.79515,27.54917,42.76422,46.74007
-1.87742,10.29917,2.73804,1.70898,-12.17659,7.7445,39.11064,80.0
-1.22944,10.24425,2.29071,1.4,-11.47369,5.32339,39.68455,80.0
0.58928,11.02706,1.69183,1.23898,-10.43778,37.459,41.72378,94.11133
-0.93213,9.69825,1.69736,1.22486,-10.63038,18.35402,40.26293,55.06554
-0.69615,10.25927,1.66104,0.99425,-10.95542,9.69782,40.26295,60.84028
0.41947,9.32757,1.29336,0.90625,-8.9081,24.69074,41.21891,126.90875
0.6418,9.75837,0.88585,0.93737,-9.11657,33.98694,42.03574,169.65028
-1.30565,9.54661,1.00592,1.08624,-10.85226,15.09913,39.74243,58.05564
-0.60123,10.43393,2.24832,1.44148,-11.03516,13.91423,40.61696,53.43103
-2.13873,10.78854,2.90456,1.639,-12.92727,6.92517,38.66065,80.0
-0.1475,10.43356,2.03279,1.26464,-10.58106,12.0223,40.75835,60.12939
-0.39845,9.94651,1.2071,1.14846,-10.34495,6.49721,40.81632,71.99416
