battery_voltage_v,solar_panel_current_a,cpu_temp_c,reaction_wheel_rpm,attitude_error_roll_deg,attitude_error_pitch_deg,attitude_error_yaw_deg,link_quality_db,power_consumption_w,eclipse_flag,operational_state
27.50739,0.12244,52.0,901.27647,-0.00717,-0.00785,0.00122,-2.23482,125.25694,1.0,1
30.03503,0.12932,25.40621,-2586.59975,0.16367,0.06325,0.13262,-6.88564,116.09546,1.0,0
29.20849,0.25705,16.46509,733.74503,0.00358,-0.00586,0.01187,0.85725,76.0248,1.0,0
31.75184,8.85791,23.17593,984.86906,-0.01721,0.00526,0.01411,-1.45152,100.46766,0.0,0
25.59172,0.34621,18.78913,2110.78172,-0.00226,-0.01964,0.01178,-1.26999,80.22542,1.0,0
30.96561,7.7015,24.5046,807.41048,0.00203,-0.00734,0.02594,0.33604,93.53042,0.0,0
31.06056,10.10557,33.81381,-172.98084,0.02133,0.01845,-0.02231,-2.8681,117.34438,0.0,0
30.6154,5.62516,19.29537,650.97161,0.00462,-0.01897,0.00084,-3.752,75.26701,0.0,0
29.98779,9.31016,27.93559,-175.7728,-0.00872,0.00459,0.00393,-0.51876,109.49004,0.0,1
31.57477,6.45276,25.43612,470.1191,0.01977,-5e-05,0.01668,-0.43152,105.39116,0.0,0
31.24708,6.34962,29.22915,-214.35089,-0.00224,0.01366,-0.01881,-0.48902,100.51401,0.0,0
29.19214,0.16665,25.98451,1318.1849,0.00398,0.01058,0.01539,1.83139,90.51504,1.0,0
31.27585,6.52799,26.77461,787.60368,-0.03279,-0.00846,-0.00891,-0.74385,99.36969,0.0,0
31.79438,8.46096,60.4285,458.75909,0.02049,0.03525,-0.00615,-3.31031,162.57354,0.0,1
30.98793,7.15744,31.90705,2842.41931,0.20211,0.11596,0.03656,-8.68197,122.79393,0.0,3
30.17651,4.04457,26.67008,-2740.11704,0.02485,-0.05431,0.03551,-3.80181,117.92551,0.0,3
31.73544,10.39247,20.10787,1275.0608,0.00686,0.00559,0.01134,-1.91077,97.05258,0.0,0
29.83184,9.38668,26.42367,1258.16499,0.00284,0.04254,0.0084,-2.12643,103.04491,0.0,0
30.25526,4.98851,22.11841,2096.08286,0.23032,0.17771,0.08774,-6.66377,106.56736,0.0,3
27.66888,0.17468,21.82227,933.81147,0.02473,0.02752,0.00868,-2.68341,58.84038,1.0,2
29.58537,6.75725,27.11066,545.54405,-0.02155,-0.01814,-0.00511,-2.08381,109.6659,0.0,0
27.77034,0.18584,27.9856,1458.21914,0.02993,0.02167,-0.00033,-1.80644,113.01656,1.0,0
30.99414,6.19851,25.65288,1410.93626,0.0304,0.03415,0.01112,-3.35285,107.3113,0.0,0
28.86691,0.07772,31.5159,-881.21373,0.0233,0.0127,-0.00446,1.51858,100.11694,1.0,0
27.45316,0.17292,28.45872,1089.1504,0.00439,0.00708,0.00427,-1.96112,112.48964,1.0,0
27.38703,0.20838,28.70445,707.08842,-0.01084,0.01101,0.00704,-1.43959,99.47521,1.0,0
28.84836,0.24351,23.43502,544.03068,-0.00497,-0.03901,0.00638,-1.82517,99.65265,1.0,0
31.10595,5.91454,26.86432,1143.62828,0.01002,-0.01614,0.01381,-2.53833,110.10539,0.0,0
28.06441,4.91856,10.0,160.44369,0.00149,-0.00469,-0.00807,-1.38744,48.0,0.0,2
30.19546,5.4299,34.70255,653.31516,-0.00302,0.00663,-0.02836,-2.20703,107.74129,0.0,0
30.66941,9.12287,20.9506,-97.05107,-0.01805,-0.00525,-0.01014,-2.32232,88.31338,0.0,0
31.22962,10.42795,26.06341,-67.47943,0.01113,0.00067,-0.00246,-1.83401,121.23707,0.0,0
30.4262,10.35966,21.25616,662.27017,0.00053,0.01974,-0.0116,-2.48644,88.66508,0.0,0
27.52693,0.12886,11.40296,1433.16458,-0.02601,-0.04204,-0.01971,-3.51502,77.1669,1.0,2
27.79288,0.13932,52.0,458.86672,-0.02967,0.0023,0.00242,-2.21035,125.60543,1.0,1
29.68989,11.77365,26.23919,754.70768,0.0078,-0.0027,-0.01354,0.54117,102.33763,0.0,0
29.80784,7.59908,28.14342,-341.21272,-0.00607,0.0201,0.02082,-0.02983,94.31535,0.0,0
29.31804,7.1245,53.56992,995.51443,-0.01003,0.00222,-0.0131,-3.32576,142.17271,0.0,1
31.73986,10.64531,30.09885,719.08938,-0.00578,-0.03669,0.00984,-2.0964,112.63332,0.0,0
30.99536,8.84362,29.54999,-155.26568,0.00594,-0.00863,-0.0197,-2.4312,91.79557,0.0,0
30.82976,9.5258,25.32593,1514.88363,0.01795,0.00056,0.00068,-0.84299,93.08492,0.0,0
30.6363,5.53064,20.61919,610.75188,0.02841,0.02831,0.00291,-2.53691,95.82108,0.0,0
30.13541,8.81886,24.12562,815.02633,0.01793,-0.00447,0.01274,-0.80596,104.07918,0.0,0
26.24876,3.36654,18.48515,183.64321,0.03021,-0.00858,-0.00248,-2.84006,82.37674,0.0,2
29.29234,7.04707,27.09086,733.40681,0.00562,-0.00303,-0.0101,-2.71309,112.12502,0.0,2
29.86956,7.59705,29.05541,820.18699,0.03762,0.02386,-0.00302,-2.5386,111.93504,0.0,0
28.97809,0.10785,24.66047,198.3386,0.0225,0.01533,0.00786,-1.0389,102.56413,1.0,0
30.65966,7.29039,20.29581,-55.93856,-0.0134,-0.01378,0.00984,-0.40452,118.64136,0.0,0
28.37254,10.42736,27.35082,515.54825,-0.02058,0.00547,-0.01932,-1.78396,115.80054,0.0,0
29.17085,8.40223,26.18779,905.29822,0.01089,0.00874,0.00481,-0.96481,96.46576,0.0,0
26.31627,0.87362,10.0,-746.72449,0.01579,0.04816,0.00811,-2.41799,48.0,1.0,2
31.82425,8.45188,15.0,1164.5948,0.00801,-0.00257,0.00558,-2.52891,75.0,0.0,0
27.37386,0.51708,10.0,468.79921,0.02316,0.00594,0.03048,-3.43145,72.39701,1.0,2
28.17764,0.13302,24.03204,818.38605,0.01922,0.01596,-0.01557,-2.29215,106.41964,1.0,0
31.17821,5.87435,29.83951,3205.00292,-0.10622,-0.34411,-0.04413,-6.79484,132.75353,0.0,3
29.92946,7.64309,18.94654,1991.76767,0.01274,0.00732,0.00472,-0.74325,83.08288,0.0,0
29.99265,6.78782,52.0,-969.72381,-0.01628,0.00148,0.00228,-4.65825,139.0715,0.0,1
30.56527,10.76918,27.52286,660.07543,-0.01312,0.00437,-0.02741,-1.5459,113.03237,0.0,0
30.66392,2.29739,33.20318,498.05973,-0.00101,0.02237,-0.00348,-0.56216,117.13128,0.0,0
27.44491,0.20914,24.10519,379.26406,0.01078,0.01389,0.0067,-0.26756,98.38333,1.0,0
26.86353,3.07899,17.65873,-347.0233,0.07788,0.0536,0.00056,-3.97711,63.18341,0.0,2
30.22821,5.69602,23.70837,169.45478,0.00598,0.01821,-0.00943,2.0,114.07386,0.0,0
28.1731,0.34563,26.2873,236.40514,-0.0011,0.00404,0.00539,-0.9064,96.46707,1.0,0
30.23876,6.93271,21.07884,953.3467,-0.02532,0.0021,0.00686,0.70028,97.98395,0.0,0
30.68151,8.13257,27.8943,366.48199,0.03343,0.02386,0.00157,-1.45846,85.68539,0.0,0
26.22111,0.45393,14.29772,-455.81602,-0.0088,-0.02204,-0.0168,-5.22565,57.56623,1.0,2
27.19566,0.02335,57.77582,504.11746,0.03422,-0.01145,-0.00727,-3.11978,150.82254,1.0,1
30.28474,7.80784,31.03662,1844.0044,0.00631,0.00657,-0.02193,-0.79712,82.68523,0.0,0
27.96498,0.40573,20.07002,192.68759,-0.00482,-0.01802,-0.05446,-2.44058,98.49592,1.0,0
30.49874,6.61213,20.92875,889.76484,0.00467,0.01743,0.01716,-3.20415,80.17256,0.0,0
30.50968,9.01173,30.80427,1761.92074,0.00681,-0.00772,-0.00394,-0.72462,108.9539,0.0,0
28.13757,0.10633,55.30147,1750.1967,-0.01788,-0.00895,0.01512,-2.66605,156.57213,1.0,1
29.99224,6.74845,18.29095,-120.90063,-0.04006,-0.02008,-0.02293,0.69505,94.72963,0.0,0
26.93899,0.38936,52.0,2094.79936,0.01666,-0.01538,-0.00515,-1.94717,132.66919,1.0,1
28.40565,0.31346,30.32421,660.00692,-0.04238,-0.0302,-0.01865,-2.25594,104.56273,1.0,0
31.05774,4.13209,26.08232,923.30311,0.00936,-0.00027,-0.01424,-0.84154,120.26632,0.0,0
30.3304,8.23143,27.84408,3243.11831,-0.0552,-0.14494,0.08305,-7.67081,132.08517,0.0,3
28.78474,0.23271,53.48741,-400.87764,-0.01962,-0.02056,-0.01169,-1.97121,147.76993,1.0,1
28.30252,0.18436,20.40008,312.1024,-0.01143,0.00984,0.01102,-2.29597,101.14633,1.0,0
31.3811,9.86105,30.72785,136.87476,-0.00488,-0.02266,-0.01804,-3.44033,104.63296,0.0,0
28.95447,8.90107,29.15964,3348.57791,-0.20631,-0.10032,0.13764,-7.24778,105.0923,0.0,3
30.77026,5.91778,21.1665,295.11643,0.0001,-0.01308,0.00729,-1.5231,78.21956,0.0,0
28.46808,0.01489,37.02316,-161.88929,-0.0001,-0.02605,-0.00462,0.42628,106.75677,1.0,0
30.43122,6.65612,35.07135,103.59738,0.03413,0.01577,0.005,-2.48839,122.34059,0.0,0
28.78956,10.06084,52.0,458.40745,0.00509,0.02658,-0.0094,-2.0878,141.67984,0.0,1
27.7835,0.08427,52.0,709.51569,-0.02666,-0.04729,-0.02628,-3.59698,126.30803,1.0,1
29.33937,0.13879,27.41989,117.8007,-0.00838,0.01101,-0.00319,-2.8199,111.17505,1.0,0
27.29532,0.0535,23.69707,962.72906,-0.0214,-0.00354,0.00355,-1.55285,109.63674,1.0,0
29.35312,9.97501,23.1332,-109.30258,0.02048,-0.00539,0.00398,-1.27405,108.55189,0.0,0
30.5398,5.9891,28.81658,68.13693,-0.01157,-0.04103,-0.04026,-1.32947,95.63958,0.0,0
29.97599,6.48196,24.10304,646.84787,-0.00069,-0.02849,-0.00425,-2.01574,79.01544,0.0,0
31.56589,6.63556,23.83272,892.68228,-0.00818,-0.0073,0.00207,-1.10239,90.01383,0.0,0
32.1615,9.25455,34.0163,216.02673,-0.0056,-0.00091,0.00322,0.35722,99.91107,0.0,0
28.86915,7.092,55.3754,207.86288,0.02809,0.03671,0.02842,-0.34636,156.38361,0.0,1
27.25366,4.74916,14.01294,164.45194,-0.0182,-0.08463,-0.02324,-2.0021,55.56812,0.0,2
30.87052,4.23661,28.2138,733.52749,0.00726,0.03437,0.00708,-2.59268,100.23837,0.0,0
30.0912,7.81505,30.80664,-404.05637,-0.02015,-0.01126,0.00878,-1.31132,104.21869,0.0,1
30.6125,6.04822,20.50767,433.55908,0.00789,0.02778,0.01049,-1.45868,86.33477,0.0,0
27.65023,0.14207,23.40962,1106.52517,0.00445,-0.01888,-0.00423,-1.76458,97.94512,1.0,0
30.71922,8.52629,27.29377,-285.03144,0.01467,-0.00531,0.03318,-2.19575,112.82693,0.0,2
28.93098,0.03574,29.17215,874.91394,-0.03025,-0.04559,0.00434,-0.23577,100.75245,1.0,0
25.0741,0.4072,12.00434,1161.40368,0.04122,0.03624,0.05255,-4.77078,48.0,1.0,2
30.75717,6.22997,54.98046,1936.12254,-0.00147,0.00335,-0.0002,-1.73844,130.21658,0.0,1
30.55088,7.48622,25.57473,2679.87353,0.09161,0.00101,0.00419,-6.72379,109.28006,0.0,3
28.64512,0.32913,30.82943,688.73631,-0.022,-0.00584,-0.0046,-3.22016,102.54173,1.0,0
29.58845,9.25818,23.26149,623.56767,-0.0126,-0.05844,-0.02394,-0.43745,95.87418,0.0,0
31.3465,7.2238,18.73151,1242.07577,0.00814,-0.01584,-0.01576,-1.2845,96.3893,0.0,0
31.5991,10.77138,22.52735,702.25079,-0.00178,-0.02271,0.01271,-0.35913,93.61957,0.0,2
30.35649,7.90861,52.0,-630.47157,-0.01555,0.00637,-0.00102,-2.17186,132.44824,0.0,1
28.96208,0.08119,21.00491,220.43828,0.00571,0.01217,0.00088,-2.79011,99.95755,1.0,0
30.41766,9.02577,23.14297,-60.90608,0.02051,0.00138,-0.01232,-1.9878,100.59134,0.0,0
29.82062,8.18101,29.38805,-98.10354,-0.03304,-0.01342,-0.03245,-1.09086,103.68068,0.0,0
30.08317,12.01815,27.56624,-512.04831,-0.00224,0.01529,-1e-05,-0.23211,92.67031,0.0,0
27.55099,5.29396,10.39448,1215.08093,0.02567,0.03303,0.03028,-4.5533,67.29637,0.0,2
28.76932,0.26055,20.84434,737.29188,-0.0217,-0.00933,-0.002,-2.61091,96.94424,1.0,0
29.64773,0.09239,30.97439,734.2136,-0.0137,-0.01534,-0.01439,-1.7541,97.02227,1.0,0
27.34072,0.89569,25.43844,876.76938,-0.0016,-0.01521,-0.01792,-3.21626,88.76893,1.0,0
26.7289,4.03012,11.53059,1369.27951,0.01759,0.01468,-0.0104,-2.29196,81.83276,0.0,2
27.2511,0.084,31.19399,-4406.97924,0.04417,0.0261,0.08014,-7.62249,120.85062,1.0,3
28.29895,0.40695,27.35257,1310.66115,-0.02084,-0.01008,0.00061,-1.45514,101.11179,1.0,0
26.26493,0.26548,22.42435,944.78691,-0.03229,0.03947,0.04716,-6.01074,88.80808,1.0,2
29.26484,5.61269,22.64151,646.01819,-0.001,-0.0021,0.01616,-1.95962,95.24513,0.0,0
27.85979,0.43512,26.93071,247.1116,0.02308,-0.00083,0.01705,-1.75291,101.04329,1.0,0
29.95174,8.22899,32.38302,2188.99925,-0.04876,-0.5,-0.37716,-3.96179,134.4837,0.0,3
31.36385,7.55744,28.9577,1186.62496,-0.01879,0.00756,0.0052,-0.25695,100.15854,0.0,0
29.30544,0.03704,25.41636,493.63709,0.01303,-0.01105,-0.01586,-0.5452,91.7094,1.0,0
30.24811,10.00589,28.85689,645.26602,-0.01182,-0.02267,-0.03823,-1.46695,105.3681,0.0,0
31.55747,8.21214,19.09941,181.09574,0.00525,0.00476,-0.01585,-1.15838,97.72717,0.0,0
28.51095,5.63396,34.21913,-2946.60988,0.14192,0.05202,0.17655,-5.57215,120.35478,0.0,3
30.71241,9.80929,26.68777,294.99952,-0.00561,0.02178,0.02125,-1.36553,90.15843,0.0,0
29.28201,7.39634,52.0,834.92414,0.00296,0.01796,-0.01195,-2.25687,119.02459,0.0,1
28.46025,9.86062,20.89397,-300.62514,0.0089,-0.004,0.0054,0.11948,93.95652,0.0,0
29.09441,0.49066,28.12246,2239.5695,0.06446,0.07155,-0.1476,-5.59186,112.2255,1.0,3
29.08071,0.25908,29.89191,1123.28733,-0.01292,0.01153,0.00674,-3.03778,111.69926,1.0,0
30.53465,9.58071,20.28121,416.00443,-0.00181,-0.00893,-0.04343,-2.52338,89.78375,0.0,0
28.44296,8.36152,26.9195,318.57614,0.0245,-0.00723,0.01931,-1.43529,110.73867,0.0,0
28.42417,6.2247,28.12721,1596.10246,-0.00526,-0.01712,-0.01874,-0.13048,99.1989,0.0,0
28.15075,5.28897,13.9421,722.20986,0.02094,0.01915,0.00676,-3.00791,82.48859,0.0,2
31.46106,7.48196,23.45157,474.83645,0.0068,0.02566,-0.00822,-1.61355,123.73253,0.0,0
29.15371,0.2072,24.84667,1258.56213,0.00836,0.01058,0.01099,-0.83139,104.07605,1.0,0
29.54556,6.33319,15.0,532.84904,0.00192,-0.02636,-0.00548,-1.20633,93.378,0.0,0
28.95536,0.34116,28.90531,-537.69602,0.01785,-0.00541,-0.0055,-2.8134,96.128,1.0,2
24.58093,0.59289,10.0,478.40252,-0.01383,0.00206,0.03428,-1.54444,68.37829,1.0,2
28.67694,3.08773,18.60984,138.1543,0.01891,0.00229,0.00093,-3.23931,73.27844,0.0,2
31.70375,7.00621,29.38212,-359.9094,0.02654,-0.00258,0.00252,-2.0774,91.68167,0.0,0
30.79732,5.29759,19.72581,846.62917,0.00517,0.00872,0.00145,-1.09867,100.54472,0.0,0
28.80278,0.1182,22.77846,409.54119,-0.00896,-0.00246,-0.01224,-1.76026,96.90654,1.0,0
31.22763,9.42982,25.18639,1046.64297,0.00154,-0.02759,-0.00812,-1.77533,106.29318,0.0,0
30.0539,8.20003,19.63785,901.7201,-0.01236,-0.02474,0.00118,-1.68257,104.12082,0.0,0
27.90045,0.23552,52.0,-507.85755,0.02695,0.0183,0.02072,-3.14827,124.56376,1.0,1
30.7466,6.67469,29.14526,2748.72415,-0.01455,0.38999,0.1466,-4.15268,116.5609,0.0,3
30.69018,4.28407,28.88037,1678.97541,0.0114,-0.01635,0.0022,-0.4729,111.61851,0.0,0
30.04747,7.21245,52.0,82.56699,0.01598,0.0211,0.02049,-3.65565,110.0,0.0,0
29.91511,5.78817,34.29044,549.88791,0.00268,0.01086,-0.00101,-0.66083,103.12003,0.0,0
30.14718,6.35808,52.0,1095.96755,0.00383,-0.03522,0.02377,-1.81733,157.3289,0.0,1
26.58195,0.12261,20.69444,2016.67808,-1e-05,-0.0193,0.03242,-0.24604,80.08243,1.0,0
28.91472,0.17713,24.72612,311.16199,0.01005,0.01216,0.02925,-0.09184,109.12841,1.0,0
28.67237,7.1062,30.99127,2549.78134,0.19903,0.31656,0.00273,-4.54698,116.49296,0.0,3
29.06553,0.02668,24.83055,-235.21084,-0.00884,-0.01093,-0.01036,-0.56311,110.93078,1.0,2
28.96037,8.5777,28.32302,-2139.26675,-0.01332,0.07174,-0.12036,-5.85791,116.00958,0.0,3
31.04519,7.61591,52.0,307.8527,-0.00352,0.00694,0.01046,-3.00863,125.25312,0.0,1
30.5476,9.00648,20.27687,1176.34904,0.0158,0.00816,0.0149,-2.0645,93.56452,0.0,0
28.94632,3.75393,52.0,-299.77197,-0.00918,-0.01288,-0.00249,-5.7963,110.0,0.0,1
31.35201,7.80397,20.58645,70.6923,0.01027,0.0078,-0.00355,-3.26359,90.88159,0.0,0
30.82373,6.34147,22.44681,1025.2915,0.01581,0.01777,0.01826,-0.3206,100.27053,0.0,0
28.07998,3.65286,12.96053,-574.52525,0.04674,0.00796,-0.00987,-5.52735,73.80774,0.0,2
24.39961,0.16146,11.01668,109.68094,-0.00598,0.02323,-0.01105,-3.95829,51.67499,1.0,2
30.53173,4.68835,60.62262,547.15573,-0.02908,0.011,-0.00654,-4.33277,151.24196,0.0,1
29.70783,8.92677,52.0,356.27877,0.03375,0.01719,-0.0236,0.34525,118.43866,0.0,1
30.49616,9.34483,25.61073,1656.15452,0.03034,0.04186,0.00943,-1.51646,109.29173,0.0,0
29.99406,9.18594,22.774,1362.09199,-0.01295,0.00365,-0.00246,-1.9145,109.15636,0.0,0
29.57484,0.05292,19.91405,2222.85746,0.10178,0.16124,-0.01202,-3.95241,106.06071,1.0,3
27.37779,4.83102,15.32424,-470.51139,0.00238,0.03058,-0.03732,-3.31067,85.1676,0.0,2
32.13474,8.78397,31.25356,-662.29083,-0.02266,-0.01338,-0.01398,-2.65982,114.94488,0.0,0
29.01352,0.36147,28.55307,-34.51259,-0.00441,0.00837,0.00402,-3.30598,93.43628,1.0,0
28.32226,0.34192,22.40785,609.70019,-0.01916,-0.01029,-0.00065,-1.73873,81.3406,1.0,0
28.1612,0.12642,25.845,500.7173,0.02166,0.02165,0.01077,-0.02026,103.07913,1.0,0
31.75021,6.87666,26.5193,676.01229,0.00976,-0.02143,-0.01964,-2.0395,91.84026,0.0,0
29.38697,9.86369,52.0,613.22463,-0.01655,-0.05998,0.02014,-1.02067,114.25608,0.0,1
30.5179,7.36912,19.51151,750.02047,0.02838,0.04448,0.01901,-1.83067,102.4297,0.0,0
30.46213,8.18329,24.5989,62.45989,0.02226,-0.00556,-0.01717,-2.67238,107.58287,0.0,0
30.7105,7.65875,22.75912,1748.52775,0.01653,0.01953,0.00668,-0.04738,96.66784,0.0,0
30.61172,8.82496,26.89816,-52.62967,-0.02222,-0.01159,0.00702,-2.12929,109.70385,0.0,0
28.79622,0.00218,20.42742,28.50338,-0.003,-0.02068,-0.01224,-2.64564,90.38921,1.0,0
29.67228,10.58555,27.06339,320.61204,-0.00167,0.02232,0.00797,-0.93726,101.2928,0.0,0
28.701,0.06491,37.92976,452.32774,-0.024,-0.00274,0.00971,-1.24316,117.52583,1.0,0
29.49244,0.17284,27.18738,591.57606,-0.01877,-0.00545,-0.00051,-3.35841,96.86725,1.0,0
29.21249,5.64203,24.39537,2439.03175,0.10588,0.00814,0.06973,-5.34188,115.29165,0.0,3
31.35573,10.20901,23.36874,-231.90201,-0.01492,0.0262,0.01598,-2.67114,96.35276,0.0,0
28.39766,0.41636,22.44143,701.24805,-0.00184,0.00465,-0.0064,-3.95774,101.02054,1.0,0
29.25844,7.93112,17.77497,1101.29707,-0.00661,-0.00057,0.01523,-0.85831,85.55022,0.0,0
28.24782,0.21308,52.82293,1541.84445,0.00498,-0.01015,0.00613,-0.54422,136.41983,1.0,1
28.73738,0.0614,15.0,1035.16376,0.04482,0.0174,0.00706,0.21724,75.0,1.0,0
31.01242,3.63789,27.63479,1020.55825,-0.00211,0.00515,0.01766,-2.35574,107.86264,0.0,0
27.05216,0.10087,30.76648,-3118.07453,0.04077,0.43025,0.04967,-6.20979,117.08484,1.0,3
30.64248,7.6,28.92574,-266.13201,0.03028,0.0114,-0.00933,-2.24937,101.87199,0.0,0
28.02649,0.11916,32.14866,1415.51718,-0.02327,-0.01931,-0.02521,-1.00339,103.91348,1.0,0
28.72121,5.8804,52.0,-176.39979,-0.00491,-0.01612,0.00891,-2.09617,123.39409,0.0,1
29.03962,12.01596,52.0,326.57365,-0.01853,-0.00601,-0.01363,-3.42062,126.54992,0.0,1
29.05361,7.27379,22.04523,1105.29375,0.00014,-0.02817,-0.01002,-1.68672,90.17322,0.0,0
28.55593,0.11113,28.13174,688.84815,-0.02296,-0.00431,-0.0135,-0.70854,98.41081,1.0,0
28.33146,0.20731,17.00908,-646.48885,0.01279,0.02757,0.03489,-0.08268,100.57854,1.0,2
28.09326,7.19,52.0,735.39201,0.00356,-0.01222,-0.0458,-3.13699,111.34237,0.0,1
26.0,0.26093,23.6884,-2576.59228,0.38646,0.19649,0.10237,-8.83246,105.28261,1.0,3
29.8076,5.24069,21.93993,784.30109,-0.00345,0.00403,0.00354,-3.45577,105.49214,0.0,0
30.59467,6.16283,19.5611,575.0911,-0.02856,0.02188,0.01181,-2.22793,101.99252,0.0,0
30.83964,7.05137,25.41094,-2216.19365,-0.05779,-0.09357,-0.09799,-2.14996,108.80482,0.0,3
29.54019,8.52105,19.62633,268.41472,0.00761,0.01558,-0.00221,0.8299,103.37074,0.0,0
28.0448,0.14863,25.09426,-707.34021,0.0152,0.00767,-0.00899,0.70563,93.13661,1.0,0
26.79674,0.39027,29.6358,332.4262,-0.01982,0.00161,-0.02667,-0.32031,102.90901,1.0,0
27.99646,3.56457,13.06666,-1534.68144,-0.02019,-0.03683,-0.02169,-2.63593,85.61501,0.0,2
32.73411,5.60286,15.0,1594.16511,0.04141,0.00548,-0.00059,-2.78374,89.69779,0.0,0
29.63966,6.03879,52.0,356.80558,0.01434,-0.02494,-0.01935,-5.10475,148.6103,0.0,1
28.63038,0.03211,26.64138,2494.64078,-0.03912,-0.1319,0.20158,-3.58664,106.774,1.0,3
27.9868,3.96219,17.36456,433.58292,-0.04151,-0.00251,0.00603,-1.83544,85.10781,0.0,2
29.87599,8.115,25.7104,312.63405,-0.00307,-0.03355,-0.02572,-2.91121,100.24472,0.0,0
29.91338,8.50142,29.12899,-17.5592,0.00136,0.00447,-0.00744,-3.50731,93.13813,0.0,0
28.84457,0.40372,25.49085,-3733.47406,-0.12065,-0.30834,-0.10741,-6.10411,108.52336,1.0,0
30.7496,6.13181,30.69669,902.55994,0.00294,-0.02435,0.00073,-3.488,112.10774,0.0,0
28.27954,0.5105,17.73389,590.92137,0.00236,-0.03674,-0.01271,-3.2702,98.307,1.0,0
28.56477,7.58815,52.0,-571.2603,-0.00072,0.02523,0.0377,-1.52449,112.89443,0.0,1
30.14379,6.54709,32.76912,-2480.91726,0.04894,0.00722,0.01269,-2.6914,106.56241,0.0,3
29.2649,9.1917,52.0,1442.19865,-0.01573,0.01061,-0.01477,-5.29522,125.35793,0.0,1
29.78516,7.63471,52.0,411.30863,-0.04295,-0.01886,-0.00388,-3.90432,110.0,0.0,1
28.71163,4.54005,18.58988,307.33704,0.04996,0.05801,-0.00541,-0.46013,87.85169,0.0,2
29.9549,7.11886,26.00592,-534.46809,0.00238,0.01946,0.0159,-0.10701,102.94388,0.0,0
27.42367,0.18906,17.73226,57.33687,0.0244,0.02396,0.04518,-2.47074,92.32346,1.0,0
30.04104,9.57807,52.0,650.97013,-0.00856,-0.00153,0.00865,-1.35947,135.96099,0.0,1
30.67075,7.45349,24.88506,231.62404,-0.0107,0.00145,-0.00707,-3.1291,94.19133,0.0,0
27.48887,3.42577,10.0,319.15319,-0.02367,-0.01643,-0.02733,-4.07738,68.19514,0.0,2
30.94013,8.19854,15.0,813.34427,0.01088,-0.00893,0.01483,-0.89851,88.98635,0.0,0
28.79915,0.26016,24.24178,1587.88074,-0.03655,-0.0204,-0.00334,0.12792,107.98756,1.0,1
30.22344,6.8256,19.0935,3550.13998,-0.03018,-0.09188,-0.07813,-5.40477,108.08097,0.0,3
28.80842,0.16314,34.85263,337.6984,-0.01422,-0.01452,0.01545,-0.26785,111.52286,1.0,0
30.96143,9.21687,16.34303,302.27576,-0.00628,0.01148,-0.00107,0.43836,95.38253,0.0,2
28.17224,0.10289,52.0,360.90351,-0.00311,0.02816,0.01167,-0.36085,130.65264,1.0,1
29.84982,9.22502,21.03534,-158.36225,0.02416,0.01306,0.02399,-1.01161,82.19327,0.0,0
28.43973,3.68293,15.43839,-329.95817,-0.01582,0.00954,-0.02428,-2.6382,89.67746,0.0,2
29.75925,0.05332,28.07469,745.33715,-0.0088,0.00577,0.00295,-2.92669,97.37721,1.0,0
25.64815,0.32136,10.30543,812.5114,0.0068,-0.0091,-0.02256,-0.07359,76.76057,1.0,2
28.0946,5.42007,52.0,1487.00192,-0.02609,0.03447,0.03093,0.79012,111.46229,0.0,1
30.74777,6.31895,24.72172,478.07648,0.02285,-0.00912,-0.00782,-0.31191,101.15948,0.0,0
27.13397,3.6147,15.06298,296.07514,0.00346,-0.0216,0.00158,-0.32427,71.857,0.0,2
27.31259,4.21123,12.06956,66.44408,-0.01393,0.03497,0.01542,-3.08586,59.45987,0.0,2
27.43189,0.03648,14.02319,1517.06347,-0.02356,-0.00765,-0.03798,-3.06822,57.83901,1.0,2
31.60311,11.77434,25.05283,205.417,-0.03648,-0.02969,-0.00116,1.18953,97.47549,0.0,2
28.65201,0.1491,52.0,2130.01556,-0.00801,0.0064,-0.01493,-0.1456,133.47967,1.0,1
28.50148,0.01235,26.2902,537.65879,-0.02854,-0.01355,-0.02174,-0.67122,90.06554,1.0,0
29.84257,6.40893,17.78375,304.82851,0.02134,0.00283,0.00636,-1.95534,103.30723,0.0,0
28.42524,0.23423,19.5699,45.50167,0.03088,0.01004,-0.01876,-1.76695,94.49749,1.0,0
29.98022,0.15146,25.13849,-326.37311,-0.01753,-0.0098,0.01561,0.18039,113.34737,1.0,0
30.52512,3.83103,25.23748,525.81443,-0.00453,-0.00342,-0.01321,-1.8427,106.26834,0.0,3
27.52237,0.05796,34.21884,-2435.74234,-0.13338,-0.40376,-0.24564,-3.33504,126.54438,1.0,3
30.91164,9.85479,27.09702,2253.93021,-0.0094,-0.00769,-0.01118,1.01628,90.82478,0.0,0
30.90839,4.32751,29.55598,254.90892,-0.0103,0.02124,0.00394,-2.37001,106.79235,0.0,0
30.54171,8.81759,23.77387,-176.77788,-0.02257,-0.02506,0.00265,-3.0916,108.61336,0.0,0
31.29736,8.12297,23.55288,572.90502,0.01841,0.00031,-0.02913,-1.11376,109.21457,0.0,0
27.1897,0.16307,31.30737,-2300.80243,-0.06637,-0.01537,-0.02528,-7.73032,105.72769,1.0,3
27.63117,0.08062,30.18098,1261.43753,0.00567,0.02284,-0.00013,-3.1347,89.99014,1.0,2
