log_xray_flux,halpha_intensity,magnetic_bmax,sunspot_area,prominence_height,radio_burst_sfu,uv_emission_index,temp_proxy_mk,solar_wind_speed,spectral_ratio_1,spectral_ratio_2,spectral_ratio_3,activity_class
-4.13157,12.60026,1074.84994,318.88367,104.82511,160.60073,-2.33345,11.41303,709.66785,2.22222,3.75601,-0.84695,2
-6.73156,1.72664,30.92972,42.03219,24.86731,4.51342,-6.71791,7.53258,301.3066,-0.48896,-1.29028,0.85534,0
-5.82899,2.56109,309.70548,373.14601,50.04826,6.10227,-4.51608,5.60149,525.06882,0.49022,0.46002,-0.90425,1
-8.13424,1.17772,24.38284,13.5619,26.78334,1.93482,-6.20457,6.9559,342.72135,0.41704,0.7385,0.3414,0
-7.29937,0.98412,67.66057,21.17955,10.81635,2.55998,-7.59924,5.35008,307.69396,1.46175,0.57805,0.23259,0
-8.62396,0.90961,35.17432,46.17561,25.74786,1.78408,-7.40238,3.5756,360.4721,0.18055,1.81862,-0.22494,0
-7.33349,0.93194,118.80971,36.03442,15.4029,3.84669,-4.13732,9.49692,489.57184,0.53784,0.82356,1.2247,0
-6.02227,2.09178,1009.32285,119.14441,47.0356,10.24881,-4.46699,7.86325,594.15567,2.26398,0.00155,0.90363,1
-6.89594,1.00814,84.21889,23.14479,16.02691,4.45913,-5.68724,6.48874,418.8034,1.09526,1.98067,1.46122,0
-4.73192,6.60925,573.45986,475.99941,53.50406,565.66996,-5.22892,8.02218,738.67954,2.63621,2.60855,-0.21038,2
-6.39369,3.01375,1063.494,188.9316,67.37412,7.07926,-3.5953,5.53492,513.73664,-0.26139,-0.43954,0.45307,1
-7.58092,1.16269,47.07068,17.86559,11.31135,1.60326,-7.54524,6.70756,354.93021,1.50996,1.01054,-0.25299,0
-6.98189,1.38493,55.50175,205.7481,44.60547,27.5596,-5.52856,2.90734,448.97402,-1.11081,-0.85284,-1.05788,1
-6.7858,8.82233,349.36123,183.49957,61.5964,21.83652,-5.36165,5.67855,396.53937,-1.38233,2.14709,1.61691,1
-5.41331,2.55206,394.70397,81.68048,57.29738,2.9907,-3.35142,9.59236,552.51874,0.99405,-0.04124,1.02295,1
-8.53975,0.99751,23.5335,5.70655,24.96044,3.9168,-6.3638,4.06654,393.05275,0.82161,1.18147,-0.05799,0
-7.25325,2.18715,633.08291,92.01773,38.33124,15.10827,-6.54835,4.40394,500.38303,-0.15382,2.18435,-1.31858,1
-7.05829,0.6147,10.36043,8.59598,23.79738,2.00975,-6.37843,5.05199,472.56469,0.81271,2.12212,-2.33899,0
-3.55213,5.73374,1589.3558,483.02149,150.68791,429.9319,-2.63036,8.19379,619.52733,-0.60983,3.12731,-0.74923,2
-5.35604,1.38747,422.62463,138.92344,61.87915,20.61358,-3.09389,11.92508,475.55798,2.93852,0.30975,-1.5331,1
-5.51967,1.98404,819.47581,20.28623,64.73796,48.84691,-5.73058,7.29245,541.71284,1.60857,1.20702,-1.6726,1
-7.68215,1.39749,24.41256,35.96318,21.89678,3.16684,-4.5156,5.52704,429.39107,-1.67404,-1.54862,-0.09916,0
-4.55763,7.42635,557.17658,683.52266,93.15467,147.89582,-5.15505,6.26695,554.19968,2.21788,1.80006,-1.41044,2
-4.37557,7.78272,946.31873,372.4841,72.44572,764.92809,-3.89307,6.97151,752.35698,1.35896,2.54259,-1.68906,2
-7.40329,1.1491,49.94157,9.03978,5.90266,5.77067,-5.45117,8.49549,395.91286,1.37146,1.52165,-2.39027,0
-3.40149,9.11106,1653.42942,193.07556,172.40852,24.92195,-0.74051,10.69525,691.12436,0.102,3.21866,0.40319,2
-7.11989,1.05013,77.86036,39.11386,13.44152,2.62133,-5.83908,4.39111,346.47247,0.77436,0.8207,-0.83849,0
-5.83115,1.78189,255.70993,30.08638,72.3617,13.22936,-1.4649,8.16165,365.51004,1.01686,0.30318,-0.93203,1
-7.03071,3.19151,246.57826,231.4744,31.12643,30.06141,-3.69947,5.54743,522.18787,0.71598,2.45856,-0.93903,1
-6.86099,2.87417,340.60015,104.29836,42.97197,48.84506,-2.82554,8.3124,484.24571,1.05342,1.3583,0.93312,1
-5.7733,1.96282,415.8277,385.3784,74.39772,10.93388,-4.4835,7.37748,443.6264,1.23528,-1.66067,-0.62085,1
-7.97953,1.73768,19.54782,7.67416,24.76885,2.98881,-6.66375,8.1775,486.25901,1.17644,2.45636,0.96216,0
-5.77159,2.6434,816.11012,73.47116,28.11579,20.19474,-5.86149,9.70742,338.90912,1.14573,-0.00662,1.22354,1
-8.144,0.72282,57.41613,39.23205,16.46211,7.79525,-7.8115,4.34884,346.04945,1.30472,-0.73383,-2.84449,0
-5.74003,1.87855,1196.68277,261.82364,69.30523,91.05741,-4.75002,6.87881,604.03779,2.71046,-0.20132,2.03211,2
-8.85202,0.84153,57.80636,10.23239,9.06936,4.00955,-6.79599,2.01835,393.73456,0.50168,-1.58639,-0.6042,0
-8.2952,0.92918,24.92831,20.16082,26.62376,5.09769,-5.97307,7.72722,444.28322,0.92137,-1.3955,-1.06259,1
-7.60822,0.65833,15.43119,17.26325,24.81565,4.19768,-4.22263,8.07097,434.56039,1.077,0.89531,-0.09835,0
-6.82076,1.43932,670.129,256.73125,40.37783,4.81304,-5.73388,7.21986,529.57897,-0.84871,2.23069,-1.65383,1
-8.03904,0.50664,96.86794,5.94418,10.43291,1.89054,-6.23831,5.46906,354.86182,1.06034,0.46879,0.71933,0
-6.67211,0.71783,52.16266,41.09044,11.31326,11.6428,-5.57109,7.9022,280.0,1.71755,-0.51251,1.49704,0
-6.97338,3.18851,84.87155,68.76944,15.04463,7.66078,-5.99056,3.04743,362.99115,0.66319,2.56872,0.36529,1
-5.93538,4.12272,417.478,229.28742,8.07714,7.22687,-3.96346,10.6536,470.17107,0.10276,3.91709,-1.45424,1
-4.44132,9.25081,842.34781,1073.22042,142.77212,165.766,-3.31988,10.06622,560.76699,2.18802,2.41133,0.29865,2
-5.1047,8.37281,547.66026,691.04007,77.78322,112.31432,-4.11699,8.62942,689.21337,-0.80785,1.80506,-2.44949,2
-3.45921,10.40484,1797.53846,1778.94095,121.30007,173.26026,-2.58271,10.16213,469.8806,0.36094,2.54418,-0.1717,2
-6.35549,3.15533,946.51652,149.38107,37.16214,36.49169,-4.44184,7.82939,527.69843,0.02227,0.65778,0.22616,2
-5.62692,16.01509,1002.1167,697.87864,128.67003,208.07511,-3.78534,9.18957,695.59405,1.84229,3.51035,-0.55869,2
-5.89742,1.18595,200.0,25.09095,31.30863,3.77056,-4.06815,8.80726,350.44935,0.78616,-0.36498,2.08493,0
-5.48098,1.26888,189.19746,261.02146,16.75823,7.25671,-6.26906,10.13774,539.21114,2.95951,1.72196,-0.09109,0
-4.81559,22.36815,548.73196,724.56328,127.17505,96.84544,-3.4638,9.8293,380.0,0.20437,5.06866,-0.68484,2
-8.80837,0.77966,126.14081,24.92808,28.58782,3.70085,-4.70167,4.45379,400.80648,-0.01798,-2.10054,-0.82298,0
-8.04401,1.58499,45.67473,19.20741,30.73118,3.88963,-7.71368,7.19449,314.00701,0.7263,2.77565,1.1755,0
-8.3084,1.71717,109.06321,26.03334,12.1474,15.24459,-6.73581,6.64376,337.13842,0.43972,0.38018,-1.84203,0
-8.17715,1.19773,109.99339,18.77453,19.86497,2.60176,-6.28849,2.9093,412.04227,3.04592,0.65833,-1.28444,0
-4.94315,2.76394,600.85079,728.05308,111.59354,66.21515,-5.33328,7.23537,380.0,1.4718,0.10134,-0.12843,2
-2.5,36.20692,938.11549,834.85718,157.18036,91.21555,-1.79797,14.05826,510.48967,0.19669,7.25488,0.43608,2
-7.76666,0.76907,45.5484,20.22879,28.3582,2.58842,-6.08144,6.54948,473.87454,1.833,0.29889,-0.61729,0
-6.76514,1.04076,48.32844,23.75876,27.69286,3.88863,-6.14586,9.33221,361.17291,1.55229,-0.8088,-0.36996,0
-4.84974,9.59531,855.70485,253.3482,145.27443,144.00489,-3.01572,10.35328,406.23586,2.36711,1.61493,-1.96866,1
-7.90475,3.23128,177.26042,271.27959,23.37473,4.50858,-7.43713,7.34286,395.83489,2.01755,1.81078,-2.4384,1
-4.31574,9.97216,579.49718,921.15246,103.13586,125.53054,-3.84014,10.34897,380.0,1.59151,3.57114,-0.03087,2
-4.84397,1.51503,43.91327,313.78794,50.3189,12.44876,-4.13189,7.43122,555.8655,0.81133,-0.88459,-1.43702,1
-7.0549,1.37864,28.30464,8.70886,17.60218,4.18062,-8.62878,8.45066,304.7267,1.37204,-0.55631,-1.4008,0
-7.94495,1.54846,48.68816,6.85222,21.33616,2.57328,-4.43321,7.38096,423.78922,0.60124,0.18043,-0.23858,0
-7.22139,1.11595,75.37265,0.67283,17.13189,4.2867,-4.91173,6.2147,453.4529,0.39264,-0.84012,-0.6933,0
-6.89745,0.89889,19.84909,80.0,28.68931,2.80151,-5.31493,7.84896,420.84509,0.81066,2.04642,-0.11083,0
-7.47827,1.52857,88.65583,4.71893,30.97111,4.10085,-5.01521,4.36506,321.74662,-0.46279,1.98204,-0.89334,0
-5.23915,21.27755,594.69753,468.47537,44.43813,148.13743,-4.27669,5.33004,836.64822,-0.42642,3.47682,-2.17747,2
-7.74461,1.46465,54.0186,21.9452,27.00224,5.64205,-6.77828,6.09224,407.19658,1.21322,0.90158,0.59711,0
-6.64107,0.79953,938.36334,324.05314,50.30355,22.80376,-4.87314,4.53891,430.73223,-1.47023,1.93695,1.16322,1
-6.16589,4.77551,317.74378,178.96445,89.87553,13.74933,-3.94572,7.22641,353.47298,0.43286,-0.26855,-1.8431,1
-6.2996,1.76182,627.40139,49.17446,38.48577,19.64672,-3.65825,5.18455,569.78882,-0.1322,-1.71383,0.10367,1
-4.737,1.66116,613.99366,634.97942,120.80018,173.12725,-4.095,7.48841,412.97791,2.39312,-0.32704,0.43808,2
-5.72111,1.25689,299.94534,270.72142,34.99817,15.51928,-4.72744,11.33989,471.47604,1.76444,0.73415,-3.96718,1
-3.50896,5.90974,1541.93444,329.88817,133.00644,88.53128,-2.1037,8.18237,620.23037,3.25653,0.26263,0.30948,2
-6.91094,0.80995,27.90263,29.37575,11.70397,5.29579,-5.7946,8.28391,331.23766,2.36197,2.622,-1.10146,0
-7.12198,0.74009,3.78671,27.01745,17.90745,4.30893,-4.53937,7.73133,280.0,-0.03976,0.83124,0.40466,0
-6.84561,1.57282,521.38807,131.82567,80.22577,29.42378,-4.97746,10.61,589.25065,2.32885,0.95557,0.48272,1
-7.93986,3.10014,185.17178,313.26866,53.42925,7.06211,-6.79415,6.28011,423.21616,0.68051,0.05384,1.35797,0
-5.57655,2.5145,444.48822,569.42215,118.04957,34.13647,-6.18831,7.48847,455.80746,0.70323,0.11948,-1.33069,2
-7.55372,3.82839,299.19352,99.19808,17.21611,18.19531,-6.31823,5.73108,469.15568,1.96003,1.3965,-2.36589,1
-5.76467,6.09147,893.15387,1167.57049,80.62324,151.34206,-4.28805,5.89239,567.30737,1.64649,1.32407,0.70192,2
-8.03315,1.07913,285.34853,62.03763,37.91395,8.66682,-4.16477,6.92935,467.89921,2.21438,-0.23024,-0.50353,1
-6.14696,1.86621,165.35978,377.43392,48.77002,37.66823,-3.52185,3.92028,512.0436,0.751,0.60357,2.35027,0
-6.68154,0.9212,15.96556,66.28711,18.86997,3.1695,-7.69747,5.52248,430.00241,0.10495,0.87579,0.00408,0
-4.14306,13.02462,500.70206,781.69949,74.11697,263.23221,-3.00001,6.42646,741.12756,0.40985,6.70254,-2.43536,2
-6.59925,1.4714,386.25367,107.86137,33.0242,18.70422,-1.42973,7.95113,320.0,0.07915,-0.6009,-1.41154,0
-5.6644,1.02014,172.5352,138.18827,39.40878,25.29383,-4.50283,5.37861,589.2584,0.92007,1.36466,-0.89405,1
-7.79243,0.70463,105.09074,7.92689,29.43692,5.37567,-6.38567,5.17526,280.0,-0.16682,2.35801,0.25462,0
-5.44797,0.88894,1200.0,356.2513,68.43803,38.81196,-3.49734,7.09385,450.24984,1.47054,0.32045,-1.20305,2
-5.07245,7.17528,646.29838,305.19286,105.85469,184.79078,-3.3613,6.65762,630.04758,2.6341,3.08373,-2.33556,2
-6.9199,1.16771,34.89602,5.00051,37.02413,5.81209,-3.88832,6.08293,425.59439,1.39063,0.22395,1.83518,1
-4.66795,7.47457,435.69534,938.4493,88.48565,536.80677,-5.85295,7.57945,444.21525,2.40807,3.22877,-0.30832,1
-6.82603,1.78074,449.8271,82.96972,32.15829,10.17111,-4.0506,5.57651,448.04873,0.66081,-0.48989,0.68543,1
-5.81049,1.1967,256.02918,147.65191,30.73211,42.8618,-6.17582,7.75714,440.8768,-0.07219,-0.42559,-0.06851,1
-7.65468,1.29575,87.14889,21.10518,24.61567,3.87935,-6.94497,4.75521,280.0,-1.10796,-0.11028,0.08313,0
-6.71653,2.18875,226.45768,61.66807,31.85598,6.85805,-7.50057,5.47662,533.99499,0.76517,2.13245,1.26174,1
-8.08652,1.47837,32.52248,24.32093,11.69906,1.932,-7.92229,3.10644,396.24425,1.34921,-0.13791,-0.24409,0
-4.62923,9.28823,485.52896,1060.46827,147.80215,223.52538,-2.15452,12.50044,549.25306,2.59633,3.41385,-0.84848,2
-5.92618,3.60305,463.43139,68.60949,68.03567,10.07949,-4.64798,10.18771,342.62463,-0.27259,1.63542,0.82085,1
-8.52293,1.25871,61.7371,35.09548,30.0145,5.55311,-5.98105,6.30365,483.70667,1.35163,1.11266,1.1663,0
-7.15482,1.10575,35.13938,1.82973,14.53545,2.51671,-4.89726,4.45144,472.06783,1.15561,-1.3965,-0.79562,0
-6.22385,3.9078,166.37929,53.08053,48.81684,16.13845,-5.20438,3.82861,574.31863,0.44817,0.45932,-0.50948,1
-7.40125,0.86807,28.66547,23.91527,19.52986,2.23973,-9.5009,4.79417,446.91301,2.33379,0.3969,0.7785,0
-7.69945,1.31928,71.40207,23.50305,15.97694,4.5674,-6.51744,7.62459,355.58874,1.46231,0.04924,0.75154,0
-4.39381,13.74939,879.48525,674.93586,64.09394,109.11553,-3.46336,9.22869,695.69326,2.47143,3.26909,1.70657,2
-4.36201,36.15244,689.00465,548.2359,59.0386,109.31034,-3.34281,11.58841,645.75365,1.71043,11.78662,0.45486,2
-5.50193,3.90039,809.62819,335.43701,56.5203,54.24804,-4.86559,7.1209,641.6488,1.15505,1.88525,1.08372,1
-6.23019,1.43461,42.44013,18.28714,17.99711,5.40014,-4.09084,7.44873,409.54966,2.61391,-0.72029,-1.00175,0
-5.0786,2.90911,323.57606,186.45943,23.39077,5.36308,-3.59442,9.0227,320.0,1.29521,0.74449,-0.57655,1
-7.55736,1.01973,10.01676,26.55881,17.40739,2.75669,-7.50354,4.00266,361.24258,-0.27525,0.24946,0.58101,0
-7.78712,1.08462,83.26006,51.71116,25.25715,2.54104,-6.55743,8.11393,485.23125,2.91907,-0.50582,-2.24613,0
-8.15615,0.5444,50.43071,26.54554,35.62312,2.12874,-7.20727,4.45249,407.19243,0.34622,0.85179,0.35539,0
-6.94108,3.58001,469.8379,295.87208,46.69815,6.81914,-4.70272,5.18455,524.44409,1.10721,0.21117,0.49854,1
-5.50909,1.99313,482.27028,300.58327,54.14024,37.84737,-4.25325,7.13288,430.99507,1.67874,1.33594,-1.10979,1
-7.60103,1.09793,47.73311,8.88169,27.69694,4.9543,-8.14103,5.80118,358.19177,-0.48881,0.8216,-0.13722,0
-7.99271,1.91422,52.66632,71.00237,16.9263,4.05816,-4.29735,5.46659,352.48996,0.65916,-0.76115,-1.32281,0
-5.91896,3.10364,117.89971,80.76762,42.38185,13.29499,-5.30107,7.51837,510.18289,1.77718,-1.09935,-0.02809,1
-7.4047,1.2325,26.92003,34.00065,23.97594,3.31409,-7.30454,6.83191,286.49677,1.65117,0.58901,-0.5712,0
-6.40327,1.7117,696.87465,92.97637,45.25858,24.60888,-2.06142,6.19503,320.0,0.55764,0.41672,-0.80334,1
-5.78236,3.74191,264.49547,662.66011,131.90963,222.39892,-5.52881,8.46359,493.04195,1.52757,0.70884,0.82305,2
-4.95768,1.30108,576.8609,133.54181,68.42824,23.34659,-3.40265,7.07759,417.65611,1.88854,1.26292,0.57416,1
-7.12281,0.89618,30.66751,5.03699,29.90036,8.32753,-6.90281,4.58869,283.57839,0.78703,-0.06241,1.07315,0
-7.67124,5.35861,577.11661,102.48946,46.50891,8.98221,-9.47789,5.09643,412.80837,-1.15677,1.89172,-2.71511,1
-7.21922,0.69564,106.00146,44.58501,19.83641,2.47704,-7.2241,5.73277,333.91881,0.87802,-0.12133,0.65092,0
-7.10418,1.03794,51.45773,17.03348,34.39977,4.02837,-4.04064,6.90078,335.69796,1.63386,1.02149,-0.73036,0
-5.45148,8.18431,110.66793,68.75068,29.88399,10.61805,-3.7835,8.26673,552.71206,0.99264,2.73751,0.39811,1
-6.78999,0.9288,3.8481,19.36559,35.42418,5.01635,-4.7041,5.978,369.95441,2.3618,1.71981,-2.12474,0
-5.66662,6.19565,860.46519,61.89674,45.69358,8.20234,-4.85611,8.07215,469.22458,2.61684,1.98118,-2.96989,1
-7.48937,2.08255,139.17855,182.9821,57.56505,13.06215,-7.7536,5.37267,522.91807,2.13049,-0.37136,1.28426,1
-6.12927,1.28421,30.16262,7.88539,16.58069,2.17511,-5.43327,7.43414,416.35462,-0.89507,0.79624,-0.66509,0
-8.87213,1.7805,70.598,73.22201,28.07922,3.19162,-7.49432,5.55672,419.15643,1.37449,-1.04609,-0.61585,0
-4.4563,2.14556,428.81857,131.16115,44.96227,26.76262,-3.0971,8.85004,361.99316,-0.2048,0.97616,0.12958,1
-6.42554,1.70787,61.422,10.14745,21.08282,6.2731,-6.34127,7.90235,280.0,1.27107,-1.49298,-0.23511,0
-6.33125,0.8966,46.24562,8.91345,27.87119,3.05533,-6.07639,7.7131,434.70569,0.42231,1.35873,-0.0963,0
-6.09506,1.16448,458.05883,373.14118,35.18171,11.37073,-3.6236,4.93841,567.48087,0.28992,1.28949,0.58562,1
-6.01801,1.96686,725.056,188.6781,50.42305,30.90029,-4.96557,6.7715,424.99452,2.65583,0.20538,-0.81342,1
-7.14618,2.04589,54.121,80.0,18.11488,1.31165,-5.65778,5.93318,421.01433,1.33792,-0.3514,0.02372,0
-8.14917,1.45927,32.30361,5.46574,18.28827,2.92363,-5.8514,5.43643,349.03756,-0.71395,-1.00885,-0.74098,0
-4.78583,1.83083,817.65222,37.96481,32.00768,30.02307,-2.83407,8.82613,452.64214,0.52349,1.45736,-2.07744,1
-8.37486,1.70706,37.32602,21.31831,6.08083,5.40552,-5.48774,7.10737,461.55907,1.13147,-1.53181,2.96418,0
-5.62404,3.56786,578.51898,138.8766,37.15739,26.22891,-8.63164,7.81639,320.0,0.63076,1.9763,0.50162,1
-5.37742,1.97026,295.97379,151.25022,38.82675,10.4552,-3.98656,5.25269,420.46005,1.45157,0.3087,0.90613,1
-7.72861,0.88578,83.19879,13.81159,24.74709,3.98196,-6.76821,2.13726,404.2508,0.04096,0.42932,0.66322,0
-5.42263,13.14608,1023.65356,458.21449,86.1606,291.53579,-4.43714,8.76531,510.78774,1.14832,2.81583,-0.09137,2
-7.93973,1.43023,29.57011,16.96472,32.47973,3.79286,-3.98172,3.69203,516.5885,-0.26628,-2.61386,-0.13077,0
-5.52718,5.47685,682.43533,608.4909,162.77486,682.59495,-5.23301,7.94181,401.91434,1.40007,-0.82724,-0.45391,2
-6.07491,2.63914,510.33293,190.58451,74.1236,18.68882,-5.01862,6.35536,499.12076,0.4105,0.09212,0.92399,1
-4.91602,4.10858,436.17181,215.89339,56.06269,14.40356,-4.69859,8.1619,320.0,0.0309,1.72198,0.59163,1
-6.65158,1.31018,244.07898,251.17099,67.37135,8.0072,-6.48449,6.5116,507.53263,1.42274,2.69331,0.56976,1
-7.33167,2.70049,851.34418,324.37263,26.35137,7.15147,-5.5115,7.36708,594.71264,-0.46175,2.31178,-2.03419,1
-7.53433,0.82553,17.63091,39.70875,9.4791,4.77877,-7.60923,5.52601,413.63732,1.09353,2.68761,2.14619,0
-7.51662,0.65057,59.20566,2.95641,8.49575,5.51022,-7.99696,5.75705,526.2492,0.78203,0.90044,-0.05387,0
-7.6155,1.07449,25.88786,18.6726,18.6336,3.56293,-5.56466,5.89359,363.20094,1.08829,0.28343,-0.82169,0
-8.06074,1.40208,518.75037,571.38152,44.44905,13.7908,-5.79409,0.33761,418.3584,0.93781,1.03434,1.53905,1
-8.25462,1.67576,61.97919,32.95699,26.9709,7.04425,-7.69621,3.48966,352.8957,0.40098,0.7935,-1.10813,0
-6.62835,3.4374,556.74051,186.99377,49.35386,5.47424,-4.66072,8.61523,472.94597,0.60316,2.96765,-0.41933,1
-7.25119,1.45402,54.092,17.14269,35.62852,5.09356,-5.78552,6.22087,427.9579,0.99253,1.73497,-1.09115,0
-7.22523,1.71277,12.96146,28.32771,5.0,3.53221,-5.87539,6.08798,342.32589,0.24485,2.04917,-2.32028,0
-8.41236,1.62506,43.45307,29.06149,30.19588,6.52465,-6.17139,7.48894,340.84967,1.951,-1.76479,-1.10578,1
-6.22763,1.62509,485.20456,266.88386,49.4364,2.0,-2.52984,6.78405,343.69311,0.84334,1.05335,0.05009,1
-7.89287,0.99035,13.12281,20.12872,16.58758,1.52559,-4.22438,4.97555,392.26847,2.1771,-1.4566,-1.12314,0
-6.19942,2.08892,93.17913,15.42874,47.77719,15.54701,-6.2678,5.8845,514.28162,-0.31392,1.38128,-1.7195,0
-7.94779,2.31672,25.13501,25.3394,15.45613,4.75403,-6.80154,5.35791,408.96862,1.18811,0.84895,1.17343,0
-7.67927,1.77704,100.65628,15.08487,24.66655,2.32878,-7.61481,5.60032,393.25836,0.7945,1.43381,2.29754,1
-7.16868,1.02439,131.99253,19.14502,13.41331,2.91533,-4.92325,7.06847,280.0,0.33937,0.37323,-1.12742,0
-5.98187,3.19518,349.26528,117.74789,40.7386,20.64021,-5.20293,7.38325,444.36823,0.4798,-0.25304,2.67666,1
-7.65474,0.86376,53.07757,4.0718,36.84069,1.23487,-6.4863,7.42693,379.07493,2.06908,-0.7434,-1.35489,0
-6.74544,0.90598,43.04873,50.86874,20.46382,3.65091,-5.79743,8.53438,333.68455,2.38942,0.89754,-1.92046,0
-7.54053,2.58646,174.41994,55.22939,60.64313,17.96721,-7.36044,8.24685,460.85544,1.34122,0.48485,-0.41771,1
-6.47064,1.13181,8.65208,48.20305,22.66526,4.70213,-6.13261,6.40805,319.1365,-1.36486,1.32752,0.21185,0
-6.34175,0.80643,167.04343,102.92629,23.14334,22.24253,-6.22401,8.17283,672.17767,1.36045,-1.0336,0.91668,1
-6.91337,1.49955,55.8209,15.26048,32.70295,1.65106,-6.97755,6.02801,350.05442,1.79708,1.31859,-0.02343,0
-5.52353,9.7233,510.56669,1406.58641,78.73479,156.87379,-4.89035,4.41292,380.0,-0.54703,0.06271,0.22783,2
-6.63958,0.80318,24.84601,25.1637,32.12724,4.63124,-5.49098,6.35494,335.90691,1.11883,0.20894,1.05461,0
-6.44279,1.32928,145.27324,304.11236,43.13485,47.59084,-6.16364,7.01884,530.12985,0.24117,0.91016,-0.45213,1
-4.82128,4.97089,313.36884,39.88589,18.92524,13.10892,-3.42923,10.47582,511.72307,1.78801,1.45476,1.95593,1
-4.60307,13.8973,326.63074,1352.32807,141.73276,78.02784,-4.10432,6.86283,665.37097,-1.80678,3.58549,-1.48814,2
-7.4551,0.91616,112.27632,34.17674,17.94722,0.90159,-4.26757,4.62819,415.11846,-0.40275,-0.06924,1.45495,0
-5.43007,41.95036,933.66325,457.16516,91.07462,102.22831,-6.47304,8.82291,770.01624,0.45091,11.6982,-0.96561,2
-6.35117,0.57038,39.72949,18.33565,18.7578,1.42731,-6.21103,3.91357,388.19267,0.56368,-1.09904,-0.64658,0
-6.41479,4.41189,144.86694,70.11844,51.34316,33.39112,-6.43294,8.40092,384.40602,0.76807,1.44216,-3.00721,1
-3.10323,4.72566,628.29764,768.20298,98.66288,215.06775,-2.35917,9.92527,550.11163,1.80128,1.47835,1.52961,2
-4.28223,16.83186,1235.85486,1280.96333,72.55481,161.77512,-2.47113,12.04804,704.15631,0.54117,4.55558,0.56642,2
-6.61686,0.73452,985.6221,218.5178,42.18727,11.28895,-3.95084,9.92189,522.48491,1.40925,0.22737,-0.8252,1
-5.40192,3.37336,266.0997,126.98317,40.25259,15.2802,-3.70301,8.09283,474.39552,0.92464,-0.24043,-1.02114,1
-6.68433,3.43718,460.7515,304.29809,8.0,8.36937,-6.54758,6.81384,492.18457,1.60595,1.79023,0.54416,1
-5.22735,1.167,572.88942,69.35262,31.10299,22.34027,-4.87494,10.4206,453.71949,1.68107,-1.08235,2.41795,2
-4.90767,7.08056,884.18056,964.35155,80.26359,83.73116,-5.54177,7.19286,547.40284,2.30678,1.30996,0.12246,2
-5.72404,3.21736,776.29903,83.08886,17.91333,23.64119,-3.43623,6.17986,474.5068,0.05448,-2.87639,-1.51849,1
-6.66183,1.93458,62.55396,3.01494,42.8639,5.09397,-6.72398,8.88144,373.13381,1.44229,-1.13962,1.54236,0
-5.72211,1.93258,426.97742,185.13062,68.18064,16.96593,-3.85806,7.54786,422.02381,0.02955,1.57234,-0.73511,0
-8.41781,0.84424,41.43981,41.98756,29.98383,2.65474,-7.66434,6.61081,409.82053,0.12671,-1.20127,1.54613,0
-7.23137,0.96622,47.66719,36.89556,14.35626,2.53167,-7.22037,5.28359,449.58511,1.51029,0.5202,-0.49636,0
-8.30893,1.12328,100.81428,16.72048,24.6713,2.50016,-4.62313,4.09371,381.86726,2.23736,-0.03851,1.28578,0
-7.07997,0.87993,29.5262,14.937,32.49327,3.65974,-5.18067,6.84827,369.51802,1.36849,-1.1304,-0.14006,0
-4.0,3.48141,656.01798,85.57951,22.41292,34.95835,-3.06909,8.2522,585.41384,0.92897,0.02919,-1.49298,1
-7.14604,2.22634,361.59896,412.58649,16.82412,28.39723,-5.48384,3.85064,365.18291,1.39906,-1.95448,1.11656,1
-5.54551,1.79528,153.49841,129.84583,67.5371,24.12433,-2.58747,9.26345,474.78047,1.20376,0.95301,0.41602,1
-6.99655,0.60315,28.4127,25.1037,21.42562,7.56785,-3.58991,5.18828,475.99163,0.00337,-1.35283,-1.54469,0
-4.9335,6.14744,766.03705,979.15556,88.85195,174.85089,-4.82356,7.8829,495.39418,2.08614,2.53324,0.11774,2
-5.08513,1.18602,227.11634,175.74266,26.92588,11.70619,-3.05656,7.72802,403.30973,0.12237,1.18693,-0.59073,1
-6.48237,2.02356,338.88097,92.77692,51.47686,97.57524,-7.51567,3.95318,532.56288,0.06036,0.28267,0.42537,1
-6.26663,1.4045,383.85078,256.7848,30.66043,28.41573,-4.21374,5.70168,514.67709,-0.08759,-0.80746,-0.49328,1
-6.14507,0.84586,95.92236,7.23236,16.33622,3.03224,-4.54143,5.79075,432.54829,0.85938,-0.35292,-4.20999,0
-6.48186,2.38425,657.17741,231.12572,8.57383,5.19741,-4.86637,11.80065,470.15438,2.16819,1.33008,-0.96627,1
-5.94957,5.87401,827.80378,192.94099,34.88494,33.26534,-6.5142,5.83629,464.29866,0.56376,1.0194,-1.05945,1
-5.60424,1.47257,579.08171,105.47137,38.63243,6.30646,-5.40977,8.98722,394.74075,1.0695,0.82531,-2.51396,1
-7.9832,0.43328,114.33801,2.58901,24.51524,1.84233,-7.14048,6.27347,335.20837,1.5034,-0.28414,-0.10015,0
-7.5147,0.81422,94.07527,28.49258,27.499,3.6647,-6.2094,7.91415,508.13273,0.83106,1.79174,0.46219,0
-7.4638,2.06859,71.63217,16.63176,19.8135,1.55399,-4.48737,5.28051,382.51047,0.5259,1.6028,-0.12755,0
-8.08216,1.41263,30.83418,0.85749,24.03512,3.59831,-8.95384,7.20824,423.97955,3.01217,-0.40785,-0.79655,0
-6.60831,0.52566,276.34861,89.81862,45.35106,15.70222,-7.09867,3.12701,439.71055,0.30583,-0.4477,-1.30476,2
